window_idx,history_start,history_end,history_length,n_series,trend_strength,trend_linearity,seasonal_strength,seasonal_correlation,residual_autocorr_lag1,spectral_entropy
0,49096,51976,2880,1,0.5879968577361234,-0.01090144148967371,0.11482884513040881,0.5334674179453828,0.9302109576778431,12775.995413994215
1,48376,51256,2880,1,0.49194134192740957,-0.0040067903654929056,0.11615943759658931,0.42229277737806525,0.9447415302448507,12724.787143242265
2,47656,50536,2880,1,0.36516741130030184,-0.00029496842438563357,0.0,0.5172479824756223,0.9289073484250302,13041.673911743437
3,46936,49816,2880,1,0.5403803615352448,0.006009586130898065,0.16112475456882303,0.5509865078157552,0.9615109055115446,13107.44368502374
4,46216,49096,2880,1,0.7138844166111586,0.009984864618655052,0.2895050676584696,0.6565793392841786,0.9522334146490729,13165.930456565933
5,45496,48376,2880,1,0.6888897326635988,0.005128707084246652,0.37138694639743064,0.6621369721204264,0.9596169210920192,12355.032163128293
6,44776,47656,2880,1,0.7962195459399547,-0.009376859793590962,0.34584193789218187,0.7909285059905671,0.8824922449739607,13850.24320378969
7,44056,46936,2880,1,0.810519027203545,-0.004606170817117359,0.37622752517583047,0.5494621308706905,0.8645053253435392,13884.98747073226
8,43336,46216,2880,1,0.8151606498848339,0.010448020346264351,0.2840668344334314,0.5357194110181142,0.83251071643076,13859.74732082797
9,42616,45496,2880,1,0.7893290081565196,0.014966545406950105,0.29959098392210726,0.5702712677371388,0.9196893871923131,13975.745848211063
10,41896,44776,2880,1,0.4893177466558072,0.0015849451186913481,0.3253665709874456,0.6584872453602291,0.9404364177476643,12536.41747649608
11,41176,44056,2880,1,0.37034666474486944,-0.0015293042327237964,0.2907563325502559,0.5382659490365485,0.9041619415186829,12287.253200446017
12,40456,43336,2880,1,0.32480341729156004,0.0019261318858094273,0.3167540376251984,0.6750944655835524,0.9471194276088963,12450.290364403976
13,39736,42616,2880,1,0.2633303451425999,0.002785105864698143,0.3850433362908041,0.7427272113500504,0.9515046595910132,12228.36664271411
14,39016,41896,2880,1,0.3581233381469161,-0.004718220885673852,0.5492875862267348,0.7483585944333419,0.9375679790497861,13073.646016522494
15,38296,41176,2880,1,0.3628700350596119,-0.0012995545916158215,0.6456930946873078,0.8606989253074219,0.9370773234016294,13345.127926890042
16,37576,40456,2880,1,0.3617299413249132,-0.0010054353367737506,0.6851711843393298,0.8895020493008488,0.9387860617899103,13681.128911775333
17,36856,39736,2880,1,0.240157267942937,-0.0014665241689886968,0.5707126238363034,0.8595019351552547,0.9122974060403181,14269.336465023083
18,36136,39016,2880,1,0.16191227597852853,-0.00431390576158838,0.5953940679350662,0.8979769323418225,0.9451773400165276,14255.951690858077
19,35416,38296,2880,1,0.12058509155467434,0.0032645129147195993,0.5999055399792036,0.9121483624062965,0.912154097791422,14496.816147174355
