window_idx,history_start,history_end,history_length,n_series,trend_strength,trend_linearity,seasonal_strength,seasonal_correlation,residual_autocorr_lag1,spectral_entropy
0,13400,17496,4096,1,0.7542781793792525,8.818983787563764e-08,0.6754595901398726,0.5892250046302563,0.8443988320620698,-6130.586161815159
1,13352,17448,4096,1,0.7500322229696161,6.872909204855047e-07,0.6797610861344043,0.6151622612183704,0.8433602534843817,-6160.572365463446
2,13304,17400,4096,1,0.7495038628565627,8.277293535242579e-07,0.6831395431059849,0.6013436874637933,0.8446175841581625,-6143.645310124253
3,13256,17352,4096,1,0.7363099807841582,1.704583772154982e-07,0.6900199034003187,0.6089193975586011,0.8531177162136333,-6020.149042688785
4,13208,17304,4096,1,0.6718284750713862,-1.1525148242189093e-06,0.6884282144815561,0.636858000412019,0.8478203805762047,-6048.456763989947
5,13160,17256,4096,1,0.6677668691769824,-1.6141379803463554e-06,0.6893298340754388,0.6413380290342243,0.8433279175174498,-6120.780192194149
6,13112,17208,4096,1,0.6636637079977848,-1.771923112089473e-06,0.6920321673124662,0.673078450336871,0.844249025557367,-6104.148804140139
7,13064,17160,4096,1,0.6264592655602015,-1.2491835650320628e-06,0.6738236995016966,0.6747765123358924,0.8517678751342134,-6084.926279486908
8,13016,17112,4096,1,0.6158527262814154,-7.131981915840905e-07,0.6750739084246214,0.7126750264876245,0.8489401211793033,-6127.458393128916
9,12968,17064,4096,1,0.600190007749229,-2.650616221945548e-07,0.6709846967348985,0.718471069578904,0.8465772758040311,-6103.3737311753
10,12920,17016,4096,1,0.6004432543969298,-2.1530521252487832e-07,0.6757555122555684,0.7110977139590451,0.847218427463583,-6094.7068910422
11,12872,16968,4096,1,0.6135624816112839,-6.892296616658707e-07,0.6940155293407855,0.7417423930105006,0.8463708124716038,-6077.639322638413
12,12824,16920,4096,1,0.5936815927212737,-1.274835305570894e-06,0.6955771338547383,0.7962470422256289,0.8460901302993046,-6058.1704006161035
13,12776,16872,4096,1,0.5834774532091334,-1.6601637506001652e-06,0.6957355108349732,0.7894913133311937,0.8471498583590592,-6061.746734951266
14,12728,16824,4096,1,0.5725291775208028,-1.9290133146179684e-06,0.6877499657229634,0.821077831122648,0.8337884625677194,-6023.91451618953
15,12680,16776,4096,1,0.5585060130908694,-1.8249902098087073e-06,0.6813710320136297,0.8592032018409539,0.8156057121783019,-6027.151486201845
16,12632,16728,4096,1,0.5172970449049532,-1.3717223067900202e-06,0.6650870390466975,0.8854347601850957,0.8128814563866429,-5936.672500450895
17,12584,16680,4096,1,0.5233671521054658,-1.5682748354895386e-06,0.668767625824616,0.8999618754816849,0.801757575392343,-5905.310435587889
18,12536,16632,4096,1,0.5535135992395708,-1.4203425194495913e-06,0.6982986540007903,0.9136512772163754,0.8125081202701895,-5935.285144852642
19,12488,16584,4096,1,0.5256129600707423,-2.066703382969475e-06,0.7077663065661723,0.9103945092387865,0.8250969538032116,-5966.405434509988
