window_idx,history_start,history_end,history_length,n_series,trend_strength,trend_linearity,seasonal_strength,seasonal_correlation,residual_autocorr_lag1,spectral_entropy
0,7847,16039,8192,1,0.6399297368382615,0.0002877129849055153,0.6894407945064771,0.7571188872812096,0.7114964767093738,44271.268120905836
1,7127,15319,8192,1,0.6415463316083727,9.768621596577216e-05,0.6748961094199106,0.7426887115081343,0.7053900624518795,44294.20481914663
2,6407,14599,8192,1,0.653757093372447,-0.00013773093406162026,0.6795278104094398,0.7616931880331719,0.7052457140803419,44330.79955322758
3,5687,13879,8192,1,0.6075511642339275,-0.0006046717719231297,0.6621759125133906,0.7632224712220421,0.7202976732678906,44372.45951006163
4,4967,13159,8192,1,0.5941493373795323,-0.0007337888071703866,0.6265833084565997,0.7348571605178147,0.7188025535874937,44447.61358150946
5,4247,12439,8192,1,0.5631904795854403,-0.00032121915281753155,0.6199716479573718,0.7516243952361608,0.7160109315668352,44339.918603062026
6,3527,11719,8192,1,0.5018240410084445,-3.014818257109237e-05,0.6119746225922308,0.7539334006742785,0.7326762902233925,44126.5727915149
7,2807,10999,8192,1,0.49959725792663334,-6.527518450199806e-05,0.6200422853072651,0.7628237482764787,0.7300544411886482,44064.92056160981
8,2087,10279,8192,1,0.4954577126148756,-0.00012272322325368663,0.6210917572849113,0.755586598761188,0.7374778323235146,43928.215737796694
9,1367,9559,8192,1,0.49841631832654587,-0.0002663647859247747,0.616523416488121,0.7506867979578693,0.7416208269444802,44028.952459936016
10,647,8839,8192,1,0.49929466403914746,-0.0003472430567327903,0.611868879838543,0.7446350470725583,0.7451618091998605,44032.023047311945
11,0,8119,8119,1,0.5470323292162822,-0.0008437679822613207,0.5961003350015864,0.7435058035630271,0.7492089134003186,43472.37510485851
12,0,7399,7399,1,0.5567226729165327,-0.00111297288443371,0.5958690148388511,0.7558027748922626,0.7551687040959267,39214.57020071652
13,0,6679,6679,1,0.5596212964414725,-0.001254938190499709,0.5918571605235872,0.7675066988950986,0.7550529221809227,35029.76228114509
