timestamp,ABSIC1
2021-08-17 08:00:00,211.0
2021-08-17 08:20:00,206.0
2021-08-17 08:40:00,201.0
2021-08-17 09:00:00,201.0
2021-08-17 09:20:00,204.0
2021-08-17 09:40:00,206.0
2021-08-17 10:00:00,206.0
2021-08-17 10:20:00,207.0
2021-08-17 10:40:00,205.0
2021-08-17 11:00:00,205.0
2021-08-17 11:20:00,204.0
2021-08-17 11:40:00,207.0
2021-08-17 12:00:00,204.0
2021-08-17 12:20:00,202.0
2021-08-17 12:40:00,202.0
2021-08-17 13:00:00,206.0
2021-08-17 13:20:00,205.484794125555
2021-08-17 13:40:00,205.49729483595274
2021-08-17 14:00:00,205.5090171272651
2021-08-17 14:20:00,205.51996643248887
2021-08-17 14:40:00,205.53014819845518
2021-08-17 15:00:00,205.53956788485442
2021-08-17 15:20:00,205.5482309648863
2021-08-17 15:40:00,205.55614292399562
2021-08-17 16:00:00,205.5633092605586
2021-08-17 16:20:00,205.56973548469085
2021-08-17 16:40:00,205.57542711893373
2021-08-17 17:00:00,205.5803896970623
2021-08-17 17:20:00,205.58462876455476
2021-08-17 17:40:00,205.5881498775092
2021-08-17 18:00:00,205.59095860329342
2021-08-17 18:20:00,205.59306051964194
2021-08-17 18:40:00,205.59446121443943
2021-08-17 19:00:00,205.5951662857207
2021-08-17 19:20:00,205.5951813411287
2021-08-17 19:40:00,205.59451199773403
2021-08-17 20:00:00,205.59316388170993
2021-08-17 20:20:00,205.59114262829598
2021-08-17 20:40:00,205.58845388075076
2021-08-17 21:00:00,205.58510329143533
2021-08-17 21:20:00,205.58109652015176
2021-08-17 21:40:00,205.57643923457658
2021-08-17 22:00:00,205.57113711000784
2021-08-17 22:20:00,205.56519582864277
2021-08-17 22:40:00,205.55862107990293
2021-08-17 23:00:00,205.5514185596032
2021-08-17 23:20:00,205.5435939699159
2021-08-17 23:40:00,205.53515301915394
2021-08-18 00:00:00,205.52610142137348
2021-08-18 00:20:00,205.5164448961934
2021-08-18 00:40:00,205.50618916832565
2021-08-18 01:00:00,205.4953399674669
2021-08-18 01:20:00,205.4839030280457
2021-08-18 01:40:00,205.47188408900578
2021-08-18 02:00:00,205.459288892903
2021-08-18 02:20:00,205.44612318659165
2021-08-18 02:40:00,205.43239272035748
2021-08-18 03:00:00,205.41810324741212
2021-08-18 03:20:00,205.40326052465156
2021-08-18 03:40:00,205.38787031077783
2021-08-18 04:00:00,205.37193836763552
2021-08-18 04:20:00,205.3554704590559
2021-08-18 04:40:00,205.3384723503512
2021-08-18 05:00:00,205.32094980896483
2021-08-18 05:20:00,205.3029086033154
2021-08-18 05:40:00,205.2843545028691
2021-08-18 06:00:00,208.0
2021-08-18 06:20:00,205.0
2021-08-18 06:40:00,206.0
2021-08-18 07:00:00,208.0
2021-08-18 07:20:00,212.0
2021-08-18 07:40:00,209.0
2021-08-18 08:00:00,209.0
2021-08-18 08:20:00,205.0
