metric,value
eval_data,datasets\Imputed\BM\BM_010\traffic_BM_010_medium_linear.csv
clean_data,datasets\ori\traffic.csv
freq,H
term,medium
prediction_length,480
windows,20
imputation_method,linear
forecasts,"[gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[0.00976617, 0.006573  , 0.00512562, ..., 0.02228757, 0.01522204,
        0.01082228],
       [0.00991275, 0.00694728, 0.00555486, ..., 0.02542904, 0.01853298,
        0.01502181],
       [0.0096353 , 0.00647092, 0.00500784, ..., 0.02079634, 0.01479803,
        0.01156036],
       ...,
       [0.00976355, 0.00668294, 0.0052591 , ..., 0.02461865, 0.01819011,
        0.01345533],
       [0.00976355, 0.00683736, 0.00544232, ..., 0.02540483, 0.01839165,
        0.01340559],
       [0.00962222, 0.00664628, 0.00525125, ..., 0.02431994, 0.01691153,
        0.01276173]], dtype=float32), start_date=Period('2017-05-28 02:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[0.01002348, 0.00688743, 0.00517686, ..., 0.02730885, 0.01847773,
        0.01275319],
       [0.00998884, 0.0070473 , 0.00545398, ..., 0.02880499, 0.02007839,
        0.01402279],
       [0.00972506, 0.00668494, 0.00491575, ..., 0.02875364, 0.02079113,
        0.01482479],
       ...,
       [0.01017002, 0.00704996, 0.00535005, ..., 0.02836787, 0.01961411,
        0.01380697],
       [0.0100741 , 0.00676486, 0.00510759, ..., 0.03240755, 0.02185557,
        0.01399349],
       [0.00998618, 0.00695138, 0.00517154, ..., 0.02683981, 0.01778631,
        0.01208708]], dtype=float32), start_date=Period('2017-06-17 02:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[0.00876366, 0.00645979, 0.00482723, ..., 0.0254143 , 0.01765152,
        0.01238997],
       [0.00861867, 0.00597647, 0.00458556, ..., 0.02420095, 0.01813352,
        0.01343449],
       [0.00903754, 0.00626378, 0.00441909, ..., 0.02653032, 0.0164056 ,
        0.01205029],
       ...,
       [0.00849782, 0.00601407, 0.00431168, ..., 0.0266629 , 0.01683926,
        0.01257121],
       [0.00890329, 0.00620471, 0.00471445, ..., 0.02526863, 0.01934317,
        0.01481063],
       [0.00839849, 0.0059523 , 0.00455065, ..., 0.02255697, 0.0143461 ,
        0.01015054]], dtype=float32), start_date=Period('2017-07-07 02:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[0.00713161, 0.00441692, 0.00330404, ..., 0.02449452, 0.01800525,
        0.0131485 ],
       [0.00701816, 0.00442233, 0.00355254, ..., 0.02143711, 0.01375763,
        0.00941412],
       [0.00698305, 0.00435209, 0.00379025, ..., 0.02065174, 0.0139116 ,
        0.00975447],
       ...,
       [0.00691012, 0.00420083, 0.0030582 , ..., 0.02697193, 0.01836586,
        0.01146161],
       [0.00718023, 0.00460329, 0.00395501, ..., 0.02584274, 0.0179107 ,
        0.01298509],
       [0.00693712, 0.00427646, 0.00329322, ..., 0.02462889, 0.01738668,
        0.01115908]], dtype=float32), start_date=Period('2017-07-27 02:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[0.00671803, 0.00502154, 0.00413781, ..., 0.0179814 , 0.01255225,
        0.00894645],
       [0.00700717, 0.00477605, 0.00380232, ..., 0.01849282, 0.01272818,
        0.00855096],
       [0.0068408 , 0.0047897 , 0.0039251 , ..., 0.01764319, 0.01134259,
        0.00721447],
       ...,
       [0.00670987, 0.00465604, 0.00388687, ..., 0.02169971, 0.01419422,
        0.00924102],
       [0.00689263, 0.00484696, 0.00428237, ..., 0.02036186, 0.01402648,
        0.00948105],
       [0.00683262, 0.00462877, 0.00385142, ..., 0.01913106, 0.01268454,
        0.00871461]], dtype=float32), start_date=Period('2017-08-16 02:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[0.00606636, 0.00378677, 0.00334955, ..., 0.02504617, 0.01904954,
        0.01440513],
       [0.00602509, 0.00385551, 0.00361904, ..., 0.02757885, 0.02070561,
        0.01633686],
       [0.00642381, 0.00387477, 0.0032863 , ..., 0.0243185 , 0.01877594,
        0.01528644],
       ...,
       [0.0059041 , 0.00371253, 0.0033853 , ..., 0.02489321, 0.01891479,
        0.01502796],
       [0.00632484, 0.00383076, 0.00315705, ..., 0.02554044, 0.01938502,
        0.01567966],
       [0.00633309, 0.003861  , 0.00342654, ..., 0.02429719, 0.01989373,
        0.01583915]], dtype=float32), start_date=Period('2017-09-05 02:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[0.0079395 , 0.00564331, 0.00449377, ..., 0.0283415 , 0.02024282,
        0.01274728],
       [0.0078584 , 0.0053748 , 0.00482942, ..., 0.02356197, 0.0168055 ,
        0.01276127],
       [0.00798985, 0.00593697, 0.00514826, ..., 0.02676366, 0.01930168,
        0.01427575],
       ...,
       [0.00809054, 0.00611876, 0.00511749, ..., 0.02574316, 0.01690898,
        0.01178936],
       [0.00809892, 0.00586705, 0.00508394, ..., 0.02683987, 0.01916603,
        0.01409676],
       [0.0079395 , 0.0059118 , 0.0049441 , ..., 0.02674933, 0.01974498,
        0.01398488]], dtype=float32), start_date=Period('2017-09-25 02:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[0.00947817, 0.0067125 , 0.00551748, ..., 0.02396509, 0.01650609,
        0.01158655],
       [0.00938426, 0.00725597, 0.00615484, ..., 0.0209896 , 0.01376463,
        0.00893186],
       [0.00932736, 0.00691169, 0.00568251, ..., 0.02323385, 0.01685322,
        0.01003868],
       ...,
       [0.00925622, 0.00684909, 0.00596419, ..., 0.0218873 , 0.01382438,
        0.00892332],
       [0.00918509, 0.00654462, 0.00544351, ..., 0.02341809, 0.01517306,
        0.0093359 ],
       [0.00917373, 0.00683486, 0.00578778, ..., 0.02243645, 0.01479179,
        0.0099078 ]], dtype=float32), start_date=Period('2017-10-15 02:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[0.00429054, 0.00349884, 0.00389907, ..., 0.02072449, 0.0122643 ,
        0.00914871],
       [0.00430223, 0.00369751, 0.00422336, ..., 0.0204864 , 0.01298003,
        0.01025882],
       [0.00455637, 0.00393705, 0.00449209, ..., 0.02028191, 0.01287341,
        0.00968039],
       ...,
       [0.00430806, 0.00361863, 0.00415615, ..., 0.024122  , 0.01435744,
        0.01015365],
       [0.00453593, 0.00380265, 0.00453009, ..., 0.02184043, 0.01490812,
        0.01015073],
       [0.00442199, 0.0036975 , 0.0039166 , ..., 0.01885922, 0.00975927,
        0.00622445]], dtype=float32), start_date=Period('2017-11-04 02:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[0.00553593, 0.00397944, 0.0045919 , ..., 0.02081378, 0.01219497,
        0.00904619],
       [0.00530293, 0.00397947, 0.00471738, ..., 0.02215664, 0.01384853,
        0.01057279],
       [0.00541644, 0.0037584 , 0.00456501, ..., 0.0198772 , 0.01330481,
        0.01011571],
       ...,
       [0.00539253, 0.00404221, 0.00460985, ..., 0.02434346, 0.01576946,
        0.01100596],
       [0.00542241, 0.00407209, 0.00478907, ..., 0.02412387, 0.01578888,
        0.0112599 ],
       [0.00565843, 0.00403923, 0.0049265 , ..., 0.02031039, 0.01166769,
        0.0079946 ]], dtype=float32), start_date=Period('2017-11-24 02:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[0.00670185, 0.00523352, 0.00534599, ..., 0.02258292, 0.01427454,
        0.0091217 ],
       [0.00664105, 0.00415127, 0.00455558, ..., 0.01957026, 0.01341878,
        0.00768681],
       [0.00694504, 0.0054676 , 0.00538552, ..., 0.01822809, 0.01141236,
        0.00601784],
       ...,
       [0.00662282, 0.00522135, 0.00527304, ..., 0.02183507, 0.01271044,
        0.00586888],
       [0.0067748 , 0.00505416, 0.00569256, ..., 0.02331936, 0.01355102,
        0.00938011],
       [0.00678392, 0.00487479, 0.00527303, ..., 0.02245904, 0.0147959 ,
        0.00995467]], dtype=float32), start_date=Period('2017-12-14 02:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[0.00759387, 0.00655691, 0.00688502, ..., 0.02721947, 0.02146048,
        0.01785202],
       [0.00740815, 0.00617927, 0.00688812, ..., 0.02444986, 0.01788916,
        0.01232673],
       [0.00869274, 0.00680144, 0.00753197, ..., 0.01831478, 0.01398896,
        0.01133002],
       ...,
       [0.00786936, 0.00719766, 0.00955016, ..., 0.02323955, 0.019717  ,
        0.01745426],
       [0.00691909, 0.00598116, 0.00643   , ..., 0.02479035, 0.01989962,
        0.01612788],
       [0.00768364, 0.00601521, 0.00677978, ..., 0.02143648, 0.02031441,
        0.01493151]], dtype=float32), start_date=Period('2018-01-03 02:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[0.00502808, 0.00411603, 0.0049243 , ..., 0.02367953, 0.01792731,
        0.0123811 ],
       [0.00491487, 0.00420411, 0.00505324, ..., 0.0254132 , 0.01850599,
        0.01418948],
       [0.00484253, 0.00386444, 0.00493688, ..., 0.02331549, 0.01705615,
        0.01186218],
       ...,
       [0.00494316, 0.00384873, 0.00489286, ..., 0.02303165, 0.01882521,
        0.01384825],
       [0.004896  , 0.00393992, 0.00509412, ..., 0.02445162, 0.01799965,
        0.01404481],
       [0.0048614 , 0.00386758, 0.00477019, ..., 0.02112578, 0.01629978,
        0.01321767]], dtype=float32), start_date=Period('2018-01-23 02:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[0.01052063, 0.00750973, 0.00608251, ..., 0.02498278, 0.01968898,
        0.01357462],
       [0.01014066, 0.00778751, 0.00757996, ..., 0.02418855, 0.01943355,
        0.0134437 ],
       [0.01010873, 0.00750334, 0.00622299, ..., 0.02604841, 0.01960596,
        0.01334951],
       ...,
       [0.00969685, 0.00686157, 0.00583665, ..., 0.02830737, 0.02242847,
        0.01623588],
       [0.0101183 , 0.00761509, 0.00646246, ..., 0.02637726, 0.02247636,
        0.01653441],
       [0.01050146, 0.00777474, 0.00636668, ..., 0.03087285, 0.02459085,
        0.01737573]], dtype=float32), start_date=Period('2018-02-12 02:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[0.00925283, 0.00711834, 0.00596429, ..., 0.02486363, 0.01559841,
        0.00977359],
       [0.00932677, 0.00747516, 0.00718584, ..., 0.02107123, 0.0128178 ,
        0.00872885],
       [0.00905353, 0.0069319 , 0.00651402, ..., 0.02172219, 0.01433026,
        0.00902138],
       ...,
       [0.00916923, 0.00738838, 0.00674223, ..., 0.02041867, 0.01404577,
        0.01093405],
       [0.00868064, 0.00686439, 0.00658473, ..., 0.02441118, 0.01537178,
        0.0088928 ],
       [0.00905674, 0.00686117, 0.00593217, ..., 0.02388479, 0.01516283,
        0.00921747]], dtype=float32), start_date=Period('2018-03-04 02:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[0.00687228, 0.00607795, 0.0066925 , ..., 0.02512912, 0.01761881,
        0.01256673],
       [0.0070488 , 0.00593738, 0.00635907, ..., 0.02492563, 0.01797022,
        0.01227905],
       [0.00684286, 0.00587854, 0.00634925, ..., 0.02223941, 0.01320905,
        0.00773855],
       ...,
       [0.0069344 , 0.00599296, 0.00648984, ..., 0.01996915, 0.01291648,
        0.00898074],
       [0.00700305, 0.00605832, 0.00670884, ..., 0.02045622, 0.01189168,
        0.00704228],
       [0.00691151, 0.0058622 , 0.00657156, ..., 0.02497058, 0.01571794,
        0.00893496]], dtype=float32), start_date=Period('2018-03-24 02:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[0.00576771, 0.00485512, 0.00582789, ..., 0.02190683, 0.01389577,
        0.00980918],
       [0.00580784, 0.00482839, 0.00574431, ..., 0.02007497, 0.01220264,
        0.00792383],
       [0.00566074, 0.0047582 , 0.00567412, ..., 0.01933286, 0.01099922,
        0.00669033],
       ...,
       [0.00567412, 0.00467127, 0.00566745, ..., 0.02343533, 0.01444734,
        0.01076858],
       [0.00585464, 0.00501558, 0.00606189, ..., 0.02063656, 0.01265058,
        0.0097791 ],
       [0.00574432, 0.00502896, 0.00594155, ..., 0.02069673, 0.01330577,
        0.00902363]], dtype=float32), start_date=Period('2018-04-13 02:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[0.00734556, 0.00635715, 0.00720483, ..., 0.02057861, 0.01514064,
        0.01318559],
       [0.00744943, 0.00633368, 0.0069703 , ..., 0.02136599, 0.01500998,
        0.01139303],
       [0.00739247, 0.00609913, 0.00723834, ..., 0.02345507, 0.01814778,
        0.01400815],
       ...,
       [0.00743603, 0.00676591, 0.00779789, ..., 0.02480953, 0.01733527,
        0.01375854],
       [0.00725845, 0.00605224, 0.0067056 , ..., 0.02408832, 0.01980798,
        0.0168042 ],
       [0.00757004, 0.00661179, 0.00758345, ..., 0.01818631, 0.01420416,
        0.01510882]], dtype=float32), start_date=Period('2018-05-03 02:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[0.03703678, 0.03738403, 0.0371437 , ..., 0.03209484, 0.03251909,
        0.03201963],
       [0.03701516, 0.03738312, 0.03701401, ..., 0.02368732, 0.02157964,
        0.01959617],
       [0.03696962, 0.03740819, 0.03749596, ..., 0.03232133, 0.02742691,
        0.02311519],
       ...,
       [0.03696026, 0.03718201, 0.03703161, ..., 0.0264187 , 0.02345492,
        0.02110891],
       [0.03687047, 0.03714646, 0.03696973, ..., 0.03715741, 0.03358223,
        0.02814018],
       [0.03694553, 0.03732651, 0.03706843, ..., 0.03624948, 0.03206273,
        0.02998419]], dtype=float32), start_date=Period('2018-05-23 02:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[0.00761946, 0.00727638, 0.00709295, ..., 0.03720679, 0.03640538,
        0.03559424],
       [0.0075685 , 0.00714731, 0.00691292, ..., 0.04214624, 0.04157278,
        0.04138623],
       [0.0075719 , 0.00720165, 0.00705898, ..., 0.03674011, 0.03871012,
        0.03989936],
       ...,
       [0.00760248, 0.00726959, 0.00720505, ..., 0.02818456, 0.02777843,
        0.02705702],
       [0.00766023, 0.00726617, 0.0071473 , ..., 0.02480067, 0.0249616 ,
        0.02427416],
       [0.00767382, 0.00730695, 0.00727295, ..., 0.03105924, 0.03100818,
        0.03063071]], dtype=float32), start_date=Period('2018-06-12 02:00', 'h'))]"
MSE[mean],6.702731053034465e-05
MSE[0.5],6.768458212415377e-05
