metric,value
eval_data,datasets\Imputed\BM\BM_010\electricity_BM_010_medium_linear.csv
clean_data,datasets\ori\electricity.csv
freq,H
term,medium
prediction_length,480
windows,20
imputation_method,linear
forecasts,"[gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[2957.911 , 2866.676 , 2804.6956, ..., 3431.0835, 3352.5483,
        3164.705 ],
       [2971.7043, 2897.6895, 2840.245 , ..., 3294.2886, 3293.519 ,
        3126.9104],
       [3000.5427, 2938.4697, 2897.643 , ..., 3425.074 , 3446.827 ,
        3363.4045],
       ...,
       [2964.1135, 2892.968 , 2849.5032, ..., 3369.2832, 3304.2817,
        3108.9734],
       [2993.0903, 2895.0508, 2861.9084, ..., 3562.0583, 3518.687 ,
        3385.008 ],
       [3005.866 , 2932.8225, 2916.2048, ..., 3459.9185, 3447.2275,
        3269.9885]], dtype=float32), start_date=Period('2018-05-28 02:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[2979.0115, 2926.4172, 2863.945 , ..., 2751.0886, 2728.4307,
        2695.1587],
       [2956.8733, 2919.572 , 2846.6597, ..., 2633.9866, 2648.8032,
        2619.4297],
       [2967.8774, 2927.067 , 2838.4714, ..., 2673.8438, 2659.547 ,
        2638.752 ],
       ...,
       [2975.4587, 2958.043 , 2889.679 , ..., 2711.015 , 2683.288 ,
        2608.4263],
       [2965.1914, 2926.504 , 2831.2795, ..., 2657.9011, 2699.8374,
        2704.5166],
       [2986.9177, 2948.8586, 2873.8662, ..., 2843.2368, 2783.2344,
        2784.924 ]], dtype=float32), start_date=Period('2018-06-17 02:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[2689.232 , 2652.3   , 2657.0996, ..., 2880.7903, 2864.555 ,
        2872.0916],
       [2684.9202, 2682.183 , 2672.997 , ..., 2880.078 , 2902.143 ,
        2929.0828],
       [2694.3687, 2654.7   , 2668.3853, ..., 2849.7075, 2853.5317,
        2875.4285],
       ...,
       [2676.8215, 2651.0256, 2622.8298, ..., 2835.1973, 2830.1355,
        2835.0095],
       [2688.782 , 2637.5276, 2624.8545, ..., 2824.3237, 2869.692 ,
        2868.3796],
       [2672.3975, 2652.6753, 2651.3252, ..., 2779.9683, 2787.8796,
        2833.0225]], dtype=float32), start_date=Period('2018-07-07 02:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[2981.6675, 2888.281 , 2840.263 , ..., 3116.639 , 3099.8132,
        3080.6804],
       [2935.5078, 2905.5657, 2845.92  , ..., 3205.7268, 3174.2024,
        3163.9236],
       [2917.1785, 2858.697 , 2791.1553, ..., 3275.1416, 3226.7207,
        3205.682 ],
       ...,
       [2948.7625, 2900.3413, 2828.2026, ..., 3071.619 , 3068.3767,
        3079.1384],
       [2977.1   , 2907.7898, 2823.3665, ..., 3190.6438, 3128.1545,
        3108.116 ],
       [2954.912 , 2908.357 , 2845.7856, ..., 3197.771 , 3141.357 ,
        3102.166 ]], dtype=float32), start_date=Period('2018-07-27 02:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[2939.4045, 2874.9375, 2861.3818, ..., 3132.3289, 3123.6567,
        3107.7432],
       [2939.598 , 2866.098 , 2848.8699, ..., 3125.77  , 3124.8552,
        3064.721 ],
       [2930.3267, 2867.67  , 2852.8643, ..., 2978.9067, 3005.3877,
        3008.1536],
       ...,
       [2941.6274, 2878.5713, 2858.9592, ..., 3191.474 , 3176.6685,
        3122.845 ],
       [2955.1316, 2889.7432, 2880.633 , ..., 3132.0068, 3152.057 ,
        3070.9932],
       [2934.6948, 2872.3088, 2848.496 , ..., 3249.2922, 3255.9668,
        3135.357 ]], dtype=float32), start_date=Period('2018-08-16 02:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[3107.1316, 3012.7397, 2978.8064, ..., 3009.3298, 2998.8767,
        2953.9893],
       [3109.9158, 3006.2588, 2949.8025, ..., 3222.0337, 3150.025 ,
        3045.8098],
       [3083.7107, 2994.8691, 2970.5034, ..., 3051.1355, 3107.0356,
        3027.719 ],
       ...,
       [3098.5144, 2975.661 , 2949.2053, ..., 3140.4836, 3148.0925,
        3080.6802],
       [3101.8389, 3003.0544, 2964.5386, ..., 3214.0889, 3239.904 ,
        3186.4194],
       [3082.1023, 2951.8867, 2912.956 , ..., 3087.4192, 3049.3262,
        3019.7725]], dtype=float32), start_date=Period('2018-09-05 02:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[2854.4692, 2834.7139, 2802.1047, ..., 3356.622 , 3285.1042,
        3204.5078],
       [2862.7258, 2822.5085, 2788.9963, ..., 3375.4277, 3310.0706,
        3203.7437],
       [2883.8708, 2821.7676, 2789.066 , ..., 3308.7505, 3312.3633,
        3331.4705],
       ...,
       [2900.8877, 2865.0996, 2799.0708, ..., 3103.7102, 3108.3826,
        3082.7793],
       [2863.4785, 2828.947 , 2803.9346, ..., 3285.1506, 3321.3494,
        3304.8364],
       [2855.118 , 2817.9692, 2776.2815, ..., 3292.8396, 3270.0967,
        3280.449 ]], dtype=float32), start_date=Period('2018-09-25 02:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[2943.3699, 2879.4768, 2864.9392, ..., 3155.0242, 3109.0632,
        3042.016 ],
       [2934.4648, 2862.275 , 2810.8274, ..., 3233.1748, 3153.0352,
        3082.5552],
       [2962.3357, 2899.2092, 2840.1216, ..., 3160.754 , 3041.4727,
        3006.8733],
       ...,
       [2822.8225, 2763.893 , 2811.3262, ..., 3138.8198, 3075.5898,
        3014.2935],
       [2956.04  , 2908.3333, 2872.8103, ..., 3060.7349, 3047.5195,
        2965.885 ],
       [2942.4453, 2868.7834, 2839.1729, ..., 3023.7598, 2928.6348,
        2869.0269]], dtype=float32), start_date=Period('2018-10-15 02:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[2715.5159, 2659.931 , 2696.0405, ..., 2629.2559, 2580.0984,
        2487.411 ],
       [2745.0322, 2683.0752, 2689.1165, ..., 2739.6807, 2727.4329,
        2630.249 ],
       [2746.5496, 2699.7095, 2727.9844, ..., 2669.4204, 2592.4568,
        2547.8787],
       ...,
       [2739.9565, 2656.29  , 2672.5376, ..., 2735.212 , 2685.8337,
        2597.422 ],
       [2750.8528, 2703.4333, 2722.357 , ..., 2427.2747, 2467.6047,
        2454.1982],
       [2751.7908, 2708.9507, 2704.0679, ..., 2573.0918, 2510.4727,
        2474.6113]], dtype=float32), start_date=Period('2018-11-04 02:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[2488.1929, 2457.0015, 2457.5273, ..., 2991.1665, 2925.2378,
        2787.8696],
       [2476.019 , 2443.4456, 2466.6091, ..., 2833.6536, 2729.0562,
        2614.506 ],
       [2496.4846, 2483.587 , 2514.6467, ..., 3047.567 , 2938.8433,
        2828.5044],
       ...,
       [2485.2976, 2441.7346, 2458.3176, ..., 2927.4587, 2870.7842,
        2763.6533],
       [2481.0862, 2435.0222, 2446.2097, ..., 2981.3203, 2957.17  ,
        2789.2515],
       [2485.6924, 2438.2466, 2450.3552, ..., 2943.1287, 2851.7007,
        2759.376 ]], dtype=float32), start_date=Period('2018-11-24 02:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[3315.1821, 3190.3293, 3094.1108, ..., 3213.0615, 3078.5803,
        3065.0789],
       [3307.1167, 3148.5212, 3048.0403, ..., 3283.2263, 3181.1833,
        3066.84  ],
       [3302.3882, 3169.082 , 3066.101 , ..., 3148.7642, 3040.1016,
        2940.9053],
       ...,
       [3314.896 , 3170.8958, 3063.7227, ..., 3169.2107, 3047.7854,
        2956.0635],
       [3310.2627, 3159.8682, 3037.7349, ..., 3122.5793, 2990.4045,
        2886.89  ],
       [3313.9045, 3179.9285, 3096.1982, ..., 3173.0742, 3019.7861,
        2923.183 ]], dtype=float32), start_date=Period('2018-12-14 02:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[3137.3188, 3088.8618, 3043.954 , ..., 3563.6013, 3404.5752,
        3219.8274],
       [3128.165 , 3099.4783, 3043.8308, ..., 3689.7422, 3472.6116,
        3262.378 ],
       [3144.878 , 3106.8445, 3083.546 , ..., 3504.7957, 3359.2144,
        3245.2385],
       ...,
       [3122.3237, 3072.7285, 3033.0132, ..., 3612.846 , 3503.5593,
        3327.1536],
       [3130.6223, 3057.749 , 3016.4265, ..., 3666.8298, 3481.5332,
        3325.7422],
       [3137.808 , 3092.4573, 3053.185 , ..., 3670.0032, 3410.8801,
        3302.243 ]], dtype=float32), start_date=Period('2019-01-03 02:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[3317.8818, 3191.0261, 3188.415 , ..., 3726.5437, 3558.6917,
        3439.7224],
       [3320.3865, 3195.139 , 3189.8384, ..., 3739.05  , 3544.885 ,
        3433.57  ],
       [3314.839 , 3178.1836, 3166.8423, ..., 3724.0781, 3543.9214,
        3424.4255],
       ...,
       [3322.0479, 3192.0571, 3177.399 , ..., 3828.389 , 3663.1145,
        3520.6787],
       [3312.435 , 3194.3657, 3192.3599, ..., 3795.5762, 3615.1055,
        3477.1526],
       [3313.9553, 3180.1895, 3168.938 , ..., 3806.6035, 3663.8765,
        3527.784 ]], dtype=float32), start_date=Period('2019-01-23 02:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[3343.374 , 3272.6667, 3308.6492, ..., 3923.4263, 3659.8704,
        3473.6084],
       [3318.4377, 3257.841 , 3279.2896, ..., 3743.1855, 3523.5476,
        3340.2144],
       [3330.9302, 3265.2295, 3301.6677, ..., 3991.818 , 3726.5613,
        3602.184 ],
       ...,
       [3343.3345, 3265.2175, 3304.955 , ..., 3853.3809, 3747.2683,
        3589.789 ],
       [3321.0078, 3262.6047, 3320.8408, ..., 3928.2383, 3706.7534,
        3627.1567],
       [3302.233 , 3214.2512, 3251.7651, ..., 3796.9463, 3636.7327,
        3521.2024]], dtype=float32), start_date=Period('2019-02-12 02:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[3490.6865, 3410.8547, 3470.5588, ..., 3636.9485, 3487.003 ,
        3391.6372],
       [3489.3083, 3400.6587, 3410.2947, ..., 3664.1099, 3494.8923,
        3392.6235],
       [3520.4905, 3413.101 , 3414.7385, ..., 3610.5054, 3437.1572,
        3377.6184],
       ...,
       [3488.0466, 3421.118 , 3451.6458, ..., 3572.3564, 3446.053 ,
        3371.6528],
       [3489.0718, 3398.1934, 3422.2014, ..., 3607.133 , 3447.0588,
        3323.0396],
       [3495.7812, 3407.519 , 3434.589 , ..., 3692.8662, 3501.3677,
        3358.1877]], dtype=float32), start_date=Period('2019-03-04 02:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[3092.9846, 3027.3948, 3039.189 , ..., 2841.02  , 2811.465 ,
        2767.272 ],
       [3067.4387, 2996.0215, 2999.005 , ..., 2906.1907, 2774.2646,
        2777.248 ],
       [3088.3232, 3016.3   , 3020.5886, ..., 2970.9414, 2872.114 ,
        2798.2258],
       ...,
       [3063.989 , 2978.307 , 2973.2258, ..., 2867.5918, 2795.6152,
        2732.1228],
       [3086.2253, 3015.6472, 3015.3677, ..., 2811.0923, 2761.3984,
        2778.8333],
       [3137.737 , 3082.0767, 3061.0522, ..., 2989.8213, 2952.3416,
        2887.2642]], dtype=float32), start_date=Period('2019-03-24 02:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[2671.8672, 2642.6094, 2659.4304, ..., 3149.2043, 3058.792 ,
        3045.55  ],
       [2675.804 , 2637.5093, 2653.167 , ..., 3182.667 , 3076.105 ,
        3072.3022],
       [2675.893 , 2655.583 , 2674.3726, ..., 3042.7764, 2918.2302,
        2915.8145],
       ...,
       [2674.9985, 2658.536 , 2674.1038, ..., 3291.3318, 3194.7458,
        3140.3018],
       [2663.9937, 2629.9048, 2627.8467, ..., 3170.0962, 3091.6284,
        3012.043 ],
       [2655.1355, 2614.3357, 2626.862 , ..., 3124.0625, 3044.6106,
        3065.1445]], dtype=float32), start_date=Period('2019-04-13 02:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[2913.4324, 2866.8955, 2862.321 , ..., 3360.1074, 3257.3347,
        3237.6953],
       [2920.9102, 2898.7412, 2909.562 , ..., 3376.6902, 3188.4531,
        3173.432 ],
       [2934.3696, 2918.007 , 2915.104 , ..., 3147.3044, 3033.4255,
        3039.0996],
       ...,
       [2916.4233, 2890.7356, 2899.8848, ..., 3634.1838, 3517.387 ,
        3470.7234],
       [2927.5955, 2908.5942, 2913.9604, ..., 3350.4966, 3199.4058,
        3160.632 ],
       [2912.5527, 2876.4844, 2881.939 , ..., 3351.3655, 3180.074 ,
        3159.5767]], dtype=float32), start_date=Period('2019-05-03 02:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[3184.626 , 3169.7869, 3162.6519, ..., 3257.8147, 3216.9744,
        3219.8853],
       [3195.263 , 3174.1643, 3170.4436, ..., 2969.8093, 2925.9924,
        2932.646 ],
       [3189.4412, 3176.1997, 3175.5212, ..., 3378.7954, 3385.7664,
        3357.7134],
       ...,
       [3188.4124, 3172.6975, 3172.0413, ..., 3073.245 , 3087.8218,
        3079.1982],
       [3184.648 , 3169.174 , 3164.4465, ..., 3229.7344, 3226.9548,
        3219.929 ],
       [3181.4307, 3158.931 , 3151.249 , ..., 2821.5933, 2808.9429,
        2820.7178]], dtype=float32), start_date=Period('2019-05-23 02:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[2687.541 , 2685.9373, 2689.3862, ..., 2913.767 , 2912.995 ,
        2900.254 ],
       [2689.7864, 2690.9895, 2695.7212, ..., 3216.3406, 3200.8926,
        3199.6897],
       [2689.466 , 2686.8193, 2687.2202, ..., 3110.3801, 3107.2224,
        3083.2837],
       ...,
       [2690.9094, 2688.2627, 2691.4707, ..., 3088.8972, 3090.2307,
        3089.9   ],
       [2688.0225, 2684.8145, 2682.3286, ..., 3141.7874, 3126.981 ,
        3115.7234],
       [2687.9421, 2685.2957, 2685.2153, ..., 3017.3918, 2998.5454,
        2976.1404]], dtype=float32), start_date=Period('2019-06-12 02:00', 'h'))]"
MSE[mean],54139.45333333333
MSE[0.5],54025.07
MAE[0.5],163.743984375
MASE[0.5],0.5637502612354122
MAPE[0.5],0.05010920199817364
sMAPE[0.5],0.050425205230712894
MSIS,7.752525826640129
RMSE[mean],232.6788630996235
NRMSE[mean],0.07219435701381012
ND[0.5],0.05080561039947605
mean_weighted_sum_quantile_loss,0.04283790655777479
