metric,value
eval_data,datasets\Imputed\BM\BM_020\ETTm2_BM_020_medium_mean.csv
clean_data,datasets\ori\ETTm2.csv
freq,T
term,medium
prediction_length,480
windows,20
imputation_method,mean
forecasts,"[gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[16.941597, 16.967201, 16.97452 , ..., 18.837008, 18.677227,
        18.35676 ],
       [16.886406, 16.862564, 16.835882, ..., 15.661395, 15.410083,
        15.239014],
       [16.928503, 16.966547, 17.027893, ..., 16.69552 , 16.569263,
        16.481775],
       ...,
       [16.912277, 16.931173, 16.978483, ..., 23.178167, 22.909164,
        22.752752],
       [16.894146, 16.892399, 16.892616, ..., 15.797809, 15.505264,
        15.208041],
       [16.935308, 16.952847, 16.985567, ..., 19.476627, 19.281897,
        19.15482 ]], dtype=float32), start_date=Period('2016-08-11 17:20', 'min')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[25.951738, 25.45227 , 25.154171, ..., 21.657408, 21.3598  ,
        21.154734],
       [25.930025, 25.41871 , 25.072243, ..., 26.014668, 25.991718,
        26.225657],
       [25.902384, 25.383179, 25.024864, ..., 23.293015, 22.79552 ,
        22.671642],
       ...,
       [25.947792, 25.444378, 25.143314, ..., 22.620314, 22.547022,
        22.611675],
       [25.939892, 25.42759 , 25.111727, ..., 25.562332, 25.075697,
        24.727749],
       [25.87277 , 25.337769, 24.970572, ..., 16.365685, 16.148867,
        16.1104  ]], dtype=float32), start_date=Period('2016-08-12 01:20', 'min')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[32.575005, 32.008057, 31.487011, ..., 25.11686 , 25.161043,
        25.130632],
       [32.677147, 32.04937 , 31.565052, ..., 21.46382 , 21.233997,
        21.31778 ],
       [32.663376, 32.213486, 31.799181, ..., 18.001509, 17.727825,
        17.612072],
       ...,
       [32.774704, 32.204308, 31.625881, ..., 27.61993 , 27.098888,
        27.380644],
       [32.736824, 32.26169 , 31.893288, ..., 26.68114 , 25.6029  ,
        25.02906 ],
       [32.48549 , 31.940342, 31.552431, ..., 25.753242, 25.826694,
        25.978762]], dtype=float32), start_date=Period('2016-08-12 09:20', 'min')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[26.280834, 26.355534, 26.4016  , ..., 19.486774, 19.347254,
        19.203297],
       [26.209244, 26.216715, 26.225431, ..., 23.50239 , 23.417963,
        23.09892 ],
       [26.264648, 26.311337, 26.35802 , ..., 18.58512 , 18.455812,
        18.461609],
       ...,
       [26.214224, 26.231657, 26.231033, ..., 22.361017, 22.317308,
        22.248156],
       [26.311958, 26.519878, 26.75706 , ..., 21.177147, 21.115276,
        21.12086 ],
       [26.220451, 26.239746, 26.291414, ..., 20.775732, 20.550587,
        20.568357]], dtype=float32), start_date=Period('2016-08-12 17:20', 'min')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[20.039162, 19.615652, 19.217527, ..., 20.814821, 20.7899  ,
        20.862186],
       [20.08374 , 19.657137, 19.279446, ..., 28.514956, 28.563446,
        28.546722],
       [20.097363, 19.683142, 19.318142, ..., 22.08655 , 21.787066,
        21.37029 ],
       ...,
       [20.083431, 19.671068, 19.312262, ..., 26.765968, 26.68091 ,
        26.487886],
       [20.055569, 19.62339 , 19.235176, ..., 23.886663, 23.992186,
        23.733295],
       [20.046282, 19.602339, 19.213196, ..., 17.444239, 17.387276,
        17.068558]], dtype=float32), start_date=Period('2016-08-13 01:20', 'min')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[24.326029, 24.136772, 23.960243, ..., 32.255936, 31.735083,
        31.519255],
       [24.372929, 24.235018, 24.052843, ..., 28.796457, 28.260319,
        28.036072],
       [24.313126, 24.168943, 24.025846, ..., 28.66671 , 28.359814,
        28.177046],
       ...,
       [24.272657, 24.077728, 23.923279, ..., 33.34256 , 32.927746,
        32.932735],
       [24.327665, 24.221983, 24.075157, ..., 29.93922 , 30.097662,
        29.641682],
       [24.314098, 24.143335, 24.015364, ..., 32.775543, 32.47613 ,
        32.30147 ]], dtype=float32), start_date=Period('2016-08-13 09:20', 'min')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[28.07504 , 27.700886, 27.33281 , ..., 33.6436  , 33.04544 ,
        32.447884],
       [28.030361, 27.603624, 27.210014, ..., 30.459482, 30.080767,
        30.103868],
       [28.044342, 27.622469, 27.215488, ..., 31.519638, 30.961596,
        30.857649],
       ...,
       [28.07413 , 27.684473, 27.31123 , ..., 30.36465 , 30.10022 ,
        30.154932],
       [28.09662 , 27.706057, 27.358644, ..., 30.575588, 30.230309,
        30.014507],
       [28.110298, 27.745872, 27.404238, ..., 26.363228, 26.088997,
        25.906477]], dtype=float32), start_date=Period('2016-08-13 17:20', 'min')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[33.66612 , 33.550156, 33.385445, ..., 25.82433 , 25.562952,
        25.488352],
       [33.65884 , 33.535587, 33.39441 , ..., 24.59255 , 24.295765,
        23.909796],
       [33.57705 , 33.34903 , 33.08796 , ..., 30.138866, 30.033543,
        30.132986],
       ...,
       [33.58657 , 33.386005, 33.13838 , ..., 25.758738, 25.62927 ,
        25.520445],
       [33.591057, 33.41682 , 33.176476, ..., 26.339005, 26.548376,
        26.77385 ],
       [33.620182, 33.48853 , 33.308132, ..., 22.110243, 21.882515,
        21.98946 ]], dtype=float32), start_date=Period('2016-08-14 01:20', 'min')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[33.908936, 33.509415, 33.19115 , ..., 31.598125, 31.09663 ,
        30.809742],
       [33.888763, 33.52006 , 33.165375, ..., 35.962547, 35.45881 ,
        35.36467 ],
       [33.90613 , 33.541355, 33.21468 , ..., 32.664997, 32.73672 ,
        32.802837],
       ...,
       [33.89156 , 33.50886 , 33.153046, ..., 32.206646, 31.987556,
        31.951694],
       [33.893806, 33.520622, 33.223083, ..., 34.269226, 33.811996,
        33.607475],
       [33.8585  , 33.421448, 33.000076, ..., 33.3783  , 33.299294,
        33.2724  ]], dtype=float32), start_date=Period('2016-08-14 09:20', 'min')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[31.59075 , 31.284414, 31.074533, ..., 28.595703, 28.528942,
        28.51644 ],
       [31.608612, 31.299004, 31.102217, ..., 28.860733, 28.850985,
        28.81898 ],
       [31.599085, 31.31329 , 31.085249, ..., 25.329641, 25.268257,
        25.282743],
       ...,
       [31.559792, 31.221598, 30.935207, ..., 32.1028  , 31.778305,
        31.517815],
       [31.670534, 31.413021, 31.286795, ..., 28.08069 , 27.867258,
        27.823015],
       [31.46512 , 31.042976, 30.733662, ..., 30.074545, 29.925398,
        29.871809]], dtype=float32), start_date=Period('2016-08-14 17:20', 'min')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[27.643711, 27.577406, 27.525318, ..., 33.074905, 33.06896 ,
        33.101788],
       [27.607779, 27.528936, 27.441177, ..., 31.2468  , 31.229998,
        31.29152 ],
       [27.591496, 27.483183, 27.382757, ..., 31.867971, 31.87495 ,
        31.869263],
       ...,
       [27.644098, 27.60067 , 27.585161, ..., 36.91956 , 36.998142,
        37.306793],
       [27.642159, 27.58865 , 27.524672, ..., 31.658329, 31.682886,
        31.597582],
       [27.666069, 27.609976, 27.56965 , ..., 34.460976, 34.36507 ,
        34.451153]], dtype=float32), start_date=Period('2016-08-15 01:20', 'min')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[31.142239, 31.081818, 30.95951 , ..., 30.584263, 30.495466,
        30.423914],
       [31.136856, 31.055399, 30.93676 , ..., 34.931637, 34.81324 ,
        34.715393],
       [31.133432, 31.020664, 30.871447, ..., 37.00943 , 36.959038,
        36.800037],
       ...,
       [31.112396, 30.97174 , 30.843067, ..., 35.44338 , 35.142006,
        35.063484],
       [31.062492, 30.917189, 30.749136, ..., 36.16109 , 36.018723,
        35.591866],
       [31.115576, 31.001339, 30.848207, ..., 30.016808, 29.694143,
        29.657316]], dtype=float32), start_date=Period('2016-08-15 09:20', 'min')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[39.396908, 39.02542 , 38.733253, ..., 34.349117, 34.262775,
        34.27708 ],
       [39.484245, 39.091682, 38.769398, ..., 37.361275, 37.189087,
        37.29451 ],
       [39.437065, 39.05052 , 38.76338 , ..., 40.317585, 40.03295 ,
        39.78596 ],
       ...,
       [39.47522 , 39.116787, 38.84671 , ..., 38.13738 , 37.774925,
        37.732758],
       [39.410965, 39.006348, 38.65495 , ..., 33.937725, 33.861546,
        33.937977],
       [39.472206, 39.106747, 38.823616, ..., 40.38385 , 40.096703,
        40.099712]], dtype=float32), start_date=Period('2016-08-15 17:20', 'min')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[26.281563, 26.402273, 26.520521, ..., 31.670439, 31.48399 ,
        31.27661 ],
       [26.236725, 26.301262, 26.29979 , ..., 30.813057, 30.696115,
        30.530418],
       [26.237713, 26.305704, 26.338715, ..., 31.836622, 31.93508 ,
        32.03332 ],
       ...,
       [26.241653, 26.322456, 26.383547, ..., 29.590254, 29.428217,
        29.423136],
       [26.287966, 26.396854, 26.484554, ..., 24.742855, 24.699688,
        24.711697],
       [26.25939 , 26.351032, 26.41804 , ..., 31.019882, 30.974848,
        31.015354]], dtype=float32), start_date=Period('2016-08-16 01:20', 'min')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[35.79513 , 35.56132 , 35.24232 , ..., 34.78104 , 34.465668,
        33.927013],
       [35.789696, 35.564495, 35.27608 , ..., 35.274494, 35.156002,
        34.89795 ],
       [35.76115 , 35.486557, 35.124283, ..., 33.563324, 33.317703,
        33.12702 ],
       ...,
       [35.76795 , 35.525978, 35.224197, ..., 31.103024, 30.836166,
        30.655582],
       [35.751183, 35.51012 , 35.235977, ..., 35.616608, 35.497658,
        35.646282],
       [35.818245, 35.611168, 35.380524, ..., 32.95054 , 32.7648  ,
        32.69788 ]], dtype=float32), start_date=Period('2016-08-16 09:20', 'min')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[26.60344 , 28.792837, 27.090992, ..., 37.868587, 37.468475,
        37.496857],
       [26.32098 , 26.328762, 26.490824, ..., 29.730612, 30.063383,
        30.245785],
       [26.286646, 26.392397, 26.24865 , ..., 34.622604, 35.33745 ,
        35.07147 ],
       ...,
       [26.30725 , 26.325563, 26.321442, ..., 37.4362  , 37.12696 ,
        37.221954],
       [26.339294, 26.955029, 26.366302, ..., 28.762165, 28.381939,
        27.863214],
       [26.270172, 26.310453, 26.32556 , ..., 36.513744, 36.701214,
        36.286682]], dtype=float32), start_date=Period('2016-08-16 17:20', 'min')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[26.237898, 26.207949, 26.340176, ..., 28.43971 , 28.461823,
        28.574587],
       [26.266462, 26.306086, 26.389013, ..., 32.891945, 32.355774,
        32.327095],
       [26.263695, 26.200115, 26.3176  , ..., 27.77373 , 27.81623 ,
        28.168917],
       ...,
       [26.289497, 26.254944, 26.48116 , ..., 29.583982, 29.646988,
        30.049288],
       [26.260471, 26.21624 , 26.370584, ..., 38.046932, 38.934986,
        38.890736],
       [26.175697, 26.141603, 26.292261, ..., 28.941557, 28.803799,
        28.59365 ]], dtype=float32), start_date=Period('2016-08-17 01:20', 'min')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[26.385044, 26.376297, 26.501106, ..., 26.417515, 26.278196,
        26.793562],
       [26.459656, 26.459196, 26.437088, ..., 28.213238, 28.321468,
        28.392626],
       [26.398403, 26.38873 , 26.426039, ..., 26.07647 , 26.163517,
        26.56927 ],
       ...,
       [26.357874, 26.731388, 26.349121, ..., 26.931961, 26.79978 ,
        26.877846],
       [26.397018, 26.418667, 26.354187, ..., 26.370537, 26.65217 ,
        26.488443],
       [26.418665, 26.407614, 26.424656, ..., 26.398632, 26.399784,
        26.082687]], dtype=float32), start_date=Period('2016-08-17 09:20', 'min')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[26.292885, 26.34745 , 26.309107, ..., 26.970388, 26.792236,
        27.547386],
       [26.304386, 26.28964 , 26.275482, ..., 26.543299, 26.787518,
        26.411604],
       [26.341255, 26.332998, 26.328573, ..., 26.839281, 27.346155,
        26.583706],
       ...,
       [26.294949, 26.296425, 26.260736, ..., 26.52162 , 26.739294,
        26.082731],
       [26.309402, 26.298193, 26.297014, ..., 26.608335, 26.822323,
        25.781586],
       [26.270765, 26.26634 , 26.258965, ..., 26.259703, 26.768787,
        26.36441 ]], dtype=float32), start_date=Period('2016-08-17 17:20', 'min')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[30.353325, 33.43728 , 26.631725, ..., 26.768135, 27.315964,
        26.457426],
       [26.797031, 33.169956, 26.706959, ..., 26.95914 , 27.231993,
        26.49391 ],
       [26.619352, 27.827522, 33.575497, ..., 26.463049, 26.385101,
        26.779316],
       ...,
       [28.022837, 34.381866, 26.87918 , ..., 26.111385, 27.134878,
        25.79154 ],
       [27.874691, 38.090687, 27.320353, ..., 26.79318 , 26.33782 ,
        27.86155 ],
       [29.964478, 27.448294, 26.151638, ..., 26.59454 , 26.842186,
        27.081272]], dtype=float32), start_date=Period('2016-08-18 01:20', 'min'))]"
MSE[mean],58.964993489583335
MSE[0.5],61.27786458333333
