metric,value
eval_data,datasets\Imputed\BM\BM_030\traffic_BM_030_medium_mean.csv
clean_data,datasets\ori\traffic.csv
freq,H
term,medium
prediction_length,480
windows,20
imputation_method,mean
forecasts,"[gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[0.00973215, 0.00680333, 0.00527742, ..., 0.02344051, 0.01629123,
        0.01148184],
       [0.00969812, 0.00667246, 0.00508634, ..., 0.02596462, 0.01876723,
        0.01435046],
       [0.00973477, 0.00676408, 0.00532453, ..., 0.02295041, 0.01655165,
        0.0125144 ],
       ...,
       [0.00964577, 0.00671696, 0.00547896, ..., 0.0240726 , 0.01711961,
        0.01307582],
       [0.00967196, 0.00671958, 0.00532454, ..., 0.02460883, 0.01837594,
        0.01445254],
       [0.00971643, 0.00690803, 0.00540044, ..., 0.02301977, 0.01646266,
        0.01266358]], dtype=float32), start_date=Period('2017-05-28 02:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[0.00993554, 0.00659436, 0.00464932, ..., 0.02667866, 0.01868955,
        0.01324744],
       [0.01013538, 0.00686079, 0.00492372, ..., 0.02692245, 0.019355  ,
        0.01413337],
       [0.00988492, 0.00672224, 0.00496106, ..., 0.02883068, 0.02056532,
        0.0156481 ],
       ...,
       [0.00998351, 0.00676487, 0.0050996 , ..., 0.02839499, 0.02049271,
        0.01343262],
       [0.00986362, 0.00694072, 0.00517421, ..., 0.02816354, 0.01881611,
        0.01216835],
       [0.00972238, 0.00662898, 0.00479852, ..., 0.02759944, 0.01897198,
        0.01344595]], dtype=float32), start_date=Period('2017-06-17 02:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[0.00839849, 0.00575631, 0.00430093, ..., 0.02059042, 0.01348819,
        0.01138169],
       [0.00836357, 0.00561396, 0.0041425 , ..., 0.02777047, 0.01793212,
        0.01297801],
       [0.00861866, 0.00633629, 0.00512796, ..., 0.02871733, 0.02027626,
        0.01520132],
       ...,
       [0.00861599, 0.00614564, 0.00460168, ..., 0.02397943, 0.01691579,
        0.01237788],
       [0.00876904, 0.00599527, 0.00446473, ..., 0.0257043 , 0.01755083,
        0.01370568],
       [0.008522  , 0.00607582, 0.00446474, ..., 0.02618494, 0.01740449,
        0.01251348]], dtype=float32), start_date=Period('2017-07-07 02:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[0.00691551, 0.0043656 , 0.00345529, ..., 0.0288664 , 0.02016282,
        0.01372116],
       [0.00735042, 0.00447635, 0.00379835, ..., 0.02368787, 0.01688021,
        0.01195593],
       [0.00706138, 0.00445203, 0.00350663, ..., 0.02658389, 0.01932478,
        0.01206264],
       ...,
       [0.00682099, 0.00424405, 0.0034634 , ..., 0.02424499, 0.0166425 ,
        0.01061345],
       [0.00713972, 0.00467623, 0.00396042, ..., 0.02283092, 0.01603473,
        0.0117547 ],
       [0.0071019 , 0.00465192, 0.00386317, ..., 0.02762561, 0.02012095,
        0.01450451]], dtype=float32), start_date=Period('2017-07-27 02:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[0.00681626, 0.00484424, 0.00411054, ..., 0.01890331, 0.01303502,
        0.00962015],
       [0.00689536, 0.00465059, 0.00378868, ..., 0.02186132, 0.01438652,
        0.00969653],
       [0.0066526 , 0.00457422, 0.00376142, ..., 0.02174881, 0.01555799,
        0.010898  ],
       ...,
       [0.00664986, 0.00443513, 0.00366594, ..., 0.01916379, 0.01349598,
        0.00990654],
       [0.00672078, 0.00456876, 0.00370956, ..., 0.01874238, 0.01262589,
        0.00914829],
       [0.00664442, 0.00449512, 0.00371503, ..., 0.01784639, 0.01150897,
        0.00830821]], dtype=float32), start_date=Period('2017-08-16 02:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[0.0061571 , 0.00368229, 0.0033248 , ..., 0.02558375, 0.02000304,
        0.01577865],
       [0.00592612, 0.00355304, 0.00319556, ..., 0.02567037, 0.01981674,
        0.01401329],
       [0.00619284, 0.00386376, 0.0033963 , ..., 0.02384863, 0.01747528,
        0.01329971],
       ...,
       [0.00595088, 0.00342653, 0.00287932, ..., 0.02628151, 0.02141849,
        0.01647023],
       [0.00614335, 0.00378127, 0.00350354, ..., 0.02677657, 0.02053718,
        0.01697206],
       [0.00590137, 0.00375652, 0.00326429, ..., 0.02583295, 0.01809811,
        0.01570579]], dtype=float32), start_date=Period('2017-09-05 02:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[0.00827513, 0.00596215, 0.0048434 , ..., 0.02559353, 0.0193786 ,
        0.01315142],
       [0.00822199, 0.00584465, 0.00527972, ..., 0.02533203, 0.01896606,
        0.0129053 ],
       [0.00798427, 0.00585306, 0.00465601, ..., 0.02613856, 0.0193688 ,
        0.01389818],
       ...,
       [0.00793393, 0.00571602, 0.00498604, ..., 0.02433041, 0.01595387,
        0.01116567],
       [0.00802901, 0.00595375, 0.0051063 , ..., 0.02528308, 0.01809345,
        0.01283818],
       [0.00797865, 0.00588385, 0.00505596, ..., 0.02525651, 0.0178655 ,
        0.01216973]], dtype=float32), start_date=Period('2017-09-25 02:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[0.0092107 , 0.00670682, 0.00555731, ..., 0.01883641, 0.0133734 ,
        0.0089404 ],
       [0.00937004, 0.00704826, 0.00590729, ..., 0.024537  , 0.01711357,
        0.01123372],
       [0.00949239, 0.00701127, 0.00580201, ..., 0.02320112, 0.01580472,
        0.01117966],
       ...,
       [0.00932736, 0.00697143, 0.00593574, ..., 0.02177206, 0.01436642,
        0.00980253],
       [0.00918224, 0.0067495 , 0.00560568, ..., 0.02274374, 0.01567242,
        0.00902292],
       [0.00919078, 0.00643932, 0.00573088, ..., 0.02154373, 0.01618458,
        0.00965458]], dtype=float32), start_date=Period('2017-10-15 02:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[0.00451256, 0.00403054, 0.00481053, ..., 0.01938652, 0.0121124 ,
        0.008915  ],
       [0.00447458, 0.0042175 , 0.00507928, ..., 0.02211066, 0.01420992,
        0.00949635],
       [0.0043694 , 0.00397211, 0.00479592, ..., 0.01761035, 0.01064735,
        0.00676198],
       ...,
       [0.00441616, 0.00364783, 0.0043548 , ..., 0.02313751, 0.01507756,
        0.00914579],
       [0.00463526, 0.00387278, 0.00434602, ..., 0.02134381, 0.01245711,
        0.00801815],
       [0.0043402 , 0.00390199, 0.00510851, ..., 0.02082819, 0.01340947,
        0.00835703]], dtype=float32), start_date=Period('2017-11-04 02:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[0.00544333, 0.00408403, 0.0047353 , ..., 0.02179964, 0.01270433,
        0.01010973],
       [0.00518641, 0.00394362, 0.00460385, ..., 0.02162636, 0.01270434,
        0.00957198],
       [0.00535073, 0.00403325, 0.00476518, ..., 0.02145757, 0.01467456,
        0.00961082],
       ...,
       [0.00547917, 0.00404817, 0.00469049, ..., 0.020285  , 0.01197689,
        0.00965265],
       [0.00555088, 0.00396455, 0.00456502, ..., 0.02035371, 0.01305088,
        0.00980501],
       [0.00533279, 0.00383608, 0.00466659, ..., 0.0210946 , 0.01305834,
        0.01028599]], dtype=float32), start_date=Period('2017-11-24 02:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[0.00676569, 0.00500248, 0.00541895, ..., 0.0173784 , 0.01076332,
        0.00826745],
       [0.00695113, 0.00508762, 0.00599048, ..., 0.02046099, 0.01442046,
        0.00977835],
       [0.00645257, 0.00483528, 0.00464677, ..., 0.02191107, 0.01466518,
        0.00869002],
       ...,
       [0.00663498, 0.00466503, 0.00426678, ..., 0.02346908, 0.01611832,
        0.0080881 ],
       [0.00660457, 0.00519399, 0.00568647, ..., 0.01789977, 0.01242317,
        0.007018  ],
       [0.00637655, 0.00473495, 0.00468328, ..., 0.01839377, 0.01199908,
        0.00439448]], dtype=float32), start_date=Period('2017-12-14 02:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[0.00788894, 0.00722743, 0.00725821, ..., 0.02220512, 0.01581007,
        0.01179337],
       [0.00881504, 0.0082243 , 0.00894736, ..., 0.0234466 , 0.01714231,
        0.01372249],
       [0.00945501, 0.00854428, 0.01021805, ..., 0.02380658, 0.0161762 ,
        0.01147952],
       ...,
       [0.00919965, 0.00884274, 0.00935964, ..., 0.01741153, 0.01510088,
        0.01110724],
       [0.00994114, 0.009735  , 0.01025806, ..., 0.02567187, 0.01865607,
        0.01139953],
       [0.00998423, 0.00875045, 0.00865197, ..., 0.02128825, 0.01377017,
        0.01102109]], dtype=float32), start_date=Period('2018-01-03 02:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[0.02984539, 0.02971159, 0.02952524, ..., 0.02130017, 0.0162285 ,
        0.01502393],
       [0.02979619, 0.02947977, 0.02944325, ..., 0.02482813, 0.02030879,
        0.01972142],
       [0.0298767 , 0.02961879, 0.02934598, ..., 0.02431902, 0.01862121,
        0.01833647],
       ...,
       [0.02981818, 0.02982154, 0.02967395, ..., 0.02472973, 0.02060546,
        0.01952911],
       [0.03027436, 0.03039791, 0.02990837, ..., 0.02292736, 0.01526693,
        0.01437394],
       [0.02750522, 0.02423218, 0.02257777, ..., 0.03198447, 0.02716159,
        0.01822317]], dtype=float32), start_date=Period('2018-01-23 02:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[0.02948519, 0.02928642, 0.02930721, ..., 0.02948144, 0.027415  ,
        0.02884456],
       [0.03006444, 0.02955678, 0.02945587, ..., 0.02340351, 0.02399539,
        0.02389788],
       [0.03006786, 0.0297218 , 0.02957554, ..., 0.0306333 , 0.03210478,
        0.02924244],
       ...,
       [0.02967202, 0.02950292, 0.02984045, ..., 0.03087162, 0.03220578,
        0.03122278],
       [0.02963998, 0.02901196, 0.02883127, ..., 0.01901699, 0.0189979 ,
        0.02009777],
       [0.02957213, 0.02926904, 0.02952814, ..., 0.03261562, 0.0315936 ,
        0.02782891]], dtype=float32), start_date=Period('2018-02-12 02:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[0.02982507, 0.03010311, 0.02985926, ..., 0.02870685, 0.03071094,
        0.02998663],
       [0.0297455 , 0.03035332, 0.0295198 , ..., 0.02872651, 0.02772024,
        0.02848962],
       [0.02992522, 0.03004865, 0.02988346, ..., 0.02972039, 0.02907414,
        0.02937699],
       ...,
       [0.02971343, 0.03002899, 0.02972614, ..., 0.02919486, 0.0291404 ,
        0.03002959],
       [0.02984958, 0.0302208 , 0.02979814, ..., 0.02857433, 0.03279338,
        0.0318785 ],
       [0.0296629 , 0.02988498, 0.02958061, ..., 0.02886387, 0.03168794,
        0.0292118 ]], dtype=float32), start_date=Period('2018-03-04 02:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[0.0299931 , 0.03018719, 0.03010024, ..., 0.03254893, 0.0292531 ,
        0.03050337],
       [0.03005366, 0.03002907, 0.02996722, ..., 0.02912202, 0.02914311,
        0.03029084],
       [0.03053643, 0.03052672, 0.03012767, ..., 0.03070367, 0.03356837,
        0.03408596],
       ...,
       [0.03042075, 0.03049606, 0.03024219, ..., 0.03242709, 0.03168289,
        0.03206014],
       [0.02981583, 0.02989088, 0.02988001, ..., 0.03084839, 0.03107619,
        0.03364102],
       [0.02998301, 0.03025668, 0.03007255, ..., 0.0331513 , 0.03556431,
        0.03973469]], dtype=float32), start_date=Period('2018-03-24 02:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[0.03025934, 0.030541  , 0.03030279, ..., 0.03043931, 0.03004589,
        0.0305431 ],
       [0.03031614, 0.03091541, 0.03051614, ..., 0.03072025, 0.03237743,
        0.03124735],
       [0.03022575, 0.030745  , 0.03037079, ..., 0.03116252, 0.02831104,
        0.03025708],
       ...,
       [0.03026016, 0.03077453, 0.03086994, ..., 0.03126829, 0.02998795,
        0.03127015],
       [0.03037767, 0.03048255, 0.03024547, ..., 0.03135245, 0.03324604,
        0.03341798],
       [0.03041507, 0.03085209, 0.03039565, ..., 0.03160637, 0.03216522,
        0.03060885]], dtype=float32), start_date=Period('2018-04-13 02:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[0.03026573, 0.03042173, 0.03035002, ..., 0.0306984 , 0.03035357,
        0.0310466 ],
       [0.03020263, 0.03052438, 0.03038913, ..., 0.03317889, 0.03253115,
        0.0327536 ],
       [0.0301728 , 0.03045674, 0.03052969, ..., 0.03115278, 0.0304256 ,
        0.03265341],
       ...,
       [0.03033623, 0.03030889, 0.03054305, ..., 0.03121629, 0.029606  ,
        0.03002785],
       [0.03041354, 0.03063738, 0.03052972, ..., 0.0313238 , 0.03145559,
        0.03117303],
       [0.03032739, 0.03040453, 0.03039301, ..., 0.02887761, 0.03214228,
        0.03006611]], dtype=float32), start_date=Period('2018-05-03 02:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[0.03026304, 0.0302122 , 0.03024434, ..., 0.02985768, 0.02895059,
        0.03051239],
       [0.03030693, 0.03025773, 0.03047139, ..., 0.03122021, 0.03244852,
        0.03089596],
       [0.0303279 , 0.03020439, 0.03021154, ..., 0.02994192, 0.03269626,
        0.03022466],
       ...,
       [0.03029477, 0.03033431, 0.03033628, ..., 0.03025526, 0.03038834,
        0.030767  ],
       [0.03026185, 0.03027999, 0.03020914, ..., 0.03056054, 0.03054132,
        0.03043642],
       [0.03034302, 0.03016793, 0.03022997, ..., 0.03019018, 0.03043188,
        0.03071827]], dtype=float32), start_date=Period('2018-05-23 02:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[0.03030538, 0.03034043, 0.03037858, ..., 0.03082412, 0.03073617,
        0.03045558],
       [0.03030691, 0.03010807, 0.03045773, ..., 0.03136022, 0.02987582,
        0.02996586],
       [0.03037741, 0.0302253 , 0.03023013, ..., 0.03040037, 0.02924432,
        0.03030064],
       ...,
       [0.03020848, 0.03004123, 0.03004915, ..., 0.03091535, 0.02989797,
        0.03075419],
       [0.030292  , 0.03002626, 0.0300993 , ..., 0.0299309 , 0.03003713,
        0.03087511],
       [0.0304354 , 0.03044057, 0.03024839, ..., 0.03117048, 0.03018939,
        0.03104163]], dtype=float32), start_date=Period('2018-06-12 02:00', 'h'))]"
MSE[mean],0.00021863033374150593
MSE[0.5],0.00022268633047739666
