metric,value
eval_data,datasets\Imputed\BM\BM_020\ETTh1_BM_020_medium_forward.csv
clean_data,datasets\ori\ETTh1.csv
freq,H
term,medium
prediction_length,480
windows,20
imputation_method,forward
forecasts,"[gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[16.480658, 16.143131, 16.09876 , ..., 19.550873, 19.162638,
        18.731619],
       [14.501259, 14.049046, 14.480263, ..., 18.516111, 18.60485 ,
        17.951984],
       [14.926334, 14.184927, 13.036816, ..., 17.908405, 17.799858,
        17.53285 ],
       ...,
       [17.752716, 17.125202, 16.419252, ..., 15.375775, 15.676458,
        15.181262],
       [17.99358 , 18.52047 , 18.888498, ..., 14.816006, 14.480856,
        14.316848],
       [15.008537, 14.449957, 14.452333, ..., 19.714088, 19.62614 ,
        18.997046]], dtype=float32), start_date=Period('2017-05-22 20:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[17.626572, 17.425451, 17.049341, ..., 21.562271, 21.202393,
        20.787483],
       [17.1499  , 16.805464, 16.338293, ..., 20.312794, 19.290564,
        18.62386 ],
       [17.374775, 17.106747, 16.788836, ..., 17.49711 , 17.345875,
        16.68788 ],
       ...,
       [17.244127, 16.960657, 16.517244, ..., 19.414879, 18.771135,
        18.091763],
       [17.392986, 17.111498, 16.389168, ..., 17.925877, 17.166529,
        16.936506],
       [17.091309, 16.595238, 16.013454, ..., 17.90212 , 17.347458,
        17.597275]], dtype=float32), start_date=Period('2017-06-11 20:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[18.015371, 17.95541 , 18.094946, ..., 22.839502, 22.901726,
        22.565334],
       [18.05233 , 17.914303, 17.874329, ..., 21.483376, 21.671936,
        21.585949],
       [17.826057, 17.863771, 17.646736, ..., 20.747612, 21.079855,
        20.619772],
       ...,
       [17.682564, 17.41462 , 17.32034 , ..., 19.141079, 18.51355 ,
        18.344976],
       [18.147741, 18.068169, 18.065153, ..., 20.225677, 19.894566,
        19.828947],
       [17.74988 , 17.739697, 17.581495, ..., 16.318588, 16.316631,
        16.323986]], dtype=float32), start_date=Period('2017-07-01 20:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[22.57212 , 22.243221, 22.170282, ..., 21.764393, 21.788029,
        21.698545],
       [22.322914, 22.26213 , 22.413414, ..., 23.41362 , 22.936817,
        22.95235 ],
       [22.56605 , 22.158127, 21.93188 , ..., 22.482298, 22.740961,
        22.094643],
       ...,
       [22.601162, 22.280365, 22.2054  , ..., 24.240934, 24.004559,
        23.2333  ],
       [22.470142, 22.098694, 21.967001, ..., 16.419888, 16.247946,
        15.66893 ],
       [22.39383 , 21.886967, 21.767092, ..., 23.866112, 23.449415,
        22.36884 ]], dtype=float32), start_date=Period('2017-07-21 20:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[17.9866  , 17.963566, 17.402044, ..., 18.458042, 18.394596,
        18.6082  ],
       [18.183714, 18.02802 , 18.07345 , ..., 21.852755, 21.499619,
        20.7194  ],
       [17.270823, 16.801647, 16.633   , ..., 21.28087 , 20.810175,
        20.273705],
       ...,
       [17.98779 , 17.97175 , 18.046568, ..., 17.771387, 17.511328,
        17.21895 ],
       [17.796436, 17.834984, 17.539932, ..., 19.491556, 19.51344 ,
        18.97577 ],
       [18.26282 , 18.18261 , 18.09624 , ..., 19.08852 , 18.358833,
        17.87279 ]], dtype=float32), start_date=Period('2017-08-10 20:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[11.143781 , 11.317238 , 11.487495 , ..., 18.616978 , 18.125113 ,
        17.4222   ],
       [11.201245 , 11.042692 , 11.100151 , ..., 16.885971 , 16.58347  ,
        16.111662 ],
       [10.93628  , 10.94479  , 10.889455 , ..., 20.48466  , 18.844303 ,
        17.87536  ],
       ...,
       [10.796879 , 10.77772  , 10.945854 , ..., 18.969168 , 17.888056 ,
        17.305014 ],
       [11.334792 , 11.43961  , 11.570498 , ..., 14.041035 , 13.40522  ,
        12.603499 ],
       [11.167194 , 11.273608 , 11.483239 , ..., 17.711206 , 16.683231 ,
        15.9336195]], dtype=float32), start_date=Period('2017-08-30 20:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[14.499207 , 14.298136 , 14.352044 , ..., 14.253549 , 13.873258 ,
        13.391267 ],
       [14.586922 , 14.322612 , 14.23315  , ..., 18.349096 , 18.059162 ,
        17.582209 ],
       [14.482014 , 14.131739 , 14.123871 , ..., 17.441406 , 16.877039 ,
        16.456026 ],
       ...,
       [14.248013 , 13.999729 , 14.005266 , ..., 14.721261 , 14.340971 ,
        14.25355  ],
       [14.126785 , 13.125792 , 12.6050415, ..., 18.940895 , 17.989893 ,
        17.014074 ],
       [14.686293 , 14.475601 , 14.533301 , ..., 16.57973  , 15.792776 ,
        14.89873  ]], dtype=float32), start_date=Period('2017-09-19 20:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[15.318669 , 14.818278 , 14.593512 , ..., 18.565222 , 18.173058 ,
        17.703293 ],
       [14.952901 , 14.677777 , 14.387714 , ..., 15.264619 , 14.979676 ,
        14.590658 ],
       [15.704497 , 15.493833 , 15.472514 , ..., 13.010333 , 12.545107 ,
        12.207036 ],
       ...,
       [14.744754 , 13.896722 , 13.298801 , ..., 16.1641   , 15.802193 ,
        15.456652 ],
       [15.546792 , 15.12093  , 14.960792 , ..., 13.318441 , 13.140593 ,
        12.823587 ],
       [15.2411175, 14.895157 , 14.7778225, ..., 18.51734  , 18.028109 ,
        17.929565 ]], dtype=float32), start_date=Period('2017-10-09 20:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[ 9.576172 ,  9.120487 ,  8.962057 , ...,  9.909506 ,  9.73382  ,
         9.570684 ],
       [ 9.391075 ,  9.093037 ,  8.820097 , ..., 13.215576 , 12.51597  ,
        12.266167 ],
       [ 9.511861 ,  9.234215 ,  8.918138 , ..., 11.269504 , 11.131464 ,
        10.877348 ],
       ...,
       [ 9.479704 ,  9.316565 ,  9.135387 , ..., 12.325186 , 12.109501 ,
        11.862443 ],
       [ 9.555782 ,  9.314997 ,  9.1016655, ...,  9.987153 ,  9.885975 ,
         9.871076 ],
       [ 9.274212 ,  8.821665 ,  8.400492 , ...,  9.692644 ,  9.718528 ,
         9.70088  ]], dtype=float32), start_date=Period('2017-10-29 20:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[ 3.6750183,  3.5500565,  3.5991726, ...,  8.306984 ,  8.37055  ,
         8.401972 ],
       [ 3.7783098,  3.963952 ,  3.989231 , ...,  8.780834 ,  8.51321  ,
         8.208385 ],
       [ 3.4171448,  3.259677 ,  3.0993166, ..., 10.108484 ,  9.9629345,
        10.138101 ],
       ...,
       [ 3.5847273,  3.5616083,  3.6396265, ...,  9.775488 ,  9.455496 ,
         8.95239  ],
       [ 3.727744 ,  3.7407484,  3.817319 , ...,  8.176241 ,  7.892002 ,
         7.647855 ],
       [ 3.8223705,  3.7320871,  3.7458038, ...,  7.691193 ,  7.5214453,
         7.467992 ]], dtype=float32), start_date=Period('2017-11-18 20:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[3.67312  , 3.4193153, 3.279488 , ..., 5.599836 , 5.3755193,
        5.5285997],
       [3.81493  , 3.6373353, 3.5810094, ..., 6.5812526, 6.1833186,
        5.796981 ],
       [3.5458856, 3.2417197, 3.017736 , ..., 5.3735337, 5.0574384,
        4.8261657],
       ...,
       [3.7791462, 3.744689 , 3.7075763, ..., 6.2886834, 6.0895505,
        6.0557556],
       [3.6578765, 3.42064  , 3.2390704, ..., 4.504109 , 4.4265766,
        4.349706 ],
       [3.6790805, 3.4451575, 3.361    , ..., 5.4851937, 5.390764 ,
        5.586251 ]], dtype=float32), start_date=Period('2017-12-08 20:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[5.380102 , 5.28608  , 5.2829885, ..., 3.5049248, 3.416471 ,
        3.3342018],
       [5.32969  , 5.1577287, 4.9675198, ..., 6.125782 , 5.655672 ,
        5.5168047],
       [5.418144 , 5.3368025, 5.043295 , ..., 5.5205164, 5.3599987,
        5.274328 ],
       ...,
       [5.3912373, 5.192677 , 5.0398917, ..., 8.658544 , 8.496119 ,
        8.34541  ],
       [5.2706175, 5.0977283, 4.951128 , ..., 2.8071837, 2.594398 ,
        2.45615  ],
       [5.364329 , 5.2474194, 5.0593767, ..., 6.929143 , 6.888317 ,
        6.7039843]], dtype=float32), start_date=Period('2017-12-28 20:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[4.862087 , 4.666106 , 4.673853 , ..., 5.1438646, 4.977869 ,
        5.1244965],
       [4.685617 , 4.529233 , 4.5168953, ..., 1.8592324, 1.8147578,
        1.8368535],
       [4.9039803, 4.9563484, 4.9477396, ..., 3.0930872, 2.8437343,
        2.6202054],
       ...,
       [4.4953747, 4.0477448, 3.744159 , ..., 4.295376 , 3.9777305,
        3.723499 ],
       [4.502835 , 4.247743 , 4.005851 , ..., 4.287055 , 4.208432 ,
        4.21618  ],
       [4.5240684, 4.184903 , 3.9315329, ..., 5.098814 , 4.870265 ,
        4.6265087]], dtype=float32), start_date=Period('2018-01-17 20:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[ 2.1382642 ,  2.347018  ,  2.4352157 , ...,  2.915606  ,
         2.6317027 ,  2.674235  ],
       [ 2.0349345 ,  1.8473186 ,  1.8081775 , ...,  2.506452  ,
         2.253341  ,  2.1862795 ],
       [ 2.2502084 ,  2.2734334 ,  2.2825658 , ...,  3.7327385 ,
         3.5478625 ,  3.5295968 ],
       ...,
       [ 2.125742  ,  2.1544442 ,  2.0847733 , ...,  1.0577145 ,
         0.8711419 ,  0.89723396],
       [ 2.3697197 ,  2.4983633 ,  2.4025981 , ..., -0.14939213,
        -0.10659838, -0.25794315],
       [ 2.354846  ,  2.495493  ,  2.4482625 , ...,  4.3795424 ,
         4.23707   ,  4.117755  ]], dtype=float32), start_date=Period('2018-02-06 20:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[7.423709 , 7.545682 , 7.3888907, ..., 3.3264418, 3.330913 ,
        3.3992653],
       [7.043374 , 6.592519 , 6.4337316, ..., 5.9651337, 6.017499 ,
        6.0176096],
       [7.250063 , 7.1056914, 6.8613024, ..., 3.10793  , 3.0927796,
        3.1784253],
       ...,
       [7.1669   , 7.199057 , 6.9996862, ..., 4.01259  , 3.8062081,
        3.7761848],
       [7.2039356, 7.0495844, 6.950454 , ..., 1.9486752, 1.8611448,
        1.6729949],
       [6.956663 , 6.5590315, 6.1910057, ..., 5.380772 , 5.146778 ,
        5.285661 ]], dtype=float32), start_date=Period('2018-02-26 20:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[5.3945103 , 5.4020066 , 5.419306  , ..., 2.5769024 , 2.5103958 ,
        2.436884  ],
       [5.3628917 , 5.379133  , 5.401238  , ..., 0.4732957 , 0.48354292,
        0.40639424],
       [5.3345385 , 5.2632265 , 5.191626  , ..., 4.9020514 , 4.829297  ,
        4.905319  ],
       ...,
       [5.414598  , 5.4093113 , 5.424304  , ..., 5.0814376 , 5.0638976 ,
        5.0023885 ],
       [5.3966246 , 5.3960476 , 5.3869176 , ..., 4.8830223 , 5.0389576 ,
        5.2085896 ],
       [5.379133  , 5.387975  , 5.3760567 , ..., 3.5057354 , 3.5318675 ,
        3.3195796 ]], dtype=float32), start_date=Period('2018-03-18 20:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[1.4572287, 1.4000895, 1.352184 , ..., 6.7106934, 6.564854 ,
        6.8424354],
       [1.479435 , 1.4589741, 1.4988971, ..., 6.570344 , 6.6113877,
        6.7932816],
       [1.5006423, 1.4457502, 1.4310291, ..., 5.292033 , 5.2950892,
        5.3529143],
       ...,
       [1.5221007, 1.5213528, 1.587971 , ..., 5.55059  , 5.5051785,
        5.68021  ],
       [1.4604709, 1.4445031, 1.4547346, ..., 7.0773506, 6.995262 ,
        6.8158627],
       [1.4684567, 1.432776 , 1.4242933, ..., 6.783301 , 6.417019 ,
        6.1185403]], dtype=float32), start_date=Period('2018-04-07 20:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[11.42505  , 11.505493 , 11.574211 , ...,  6.620292 ,  6.7651925,
         6.7269697],
       [11.397348 , 11.488977 , 11.531063 , ...,  7.0808315,  7.179118 ,
         7.307238 ],
       [11.28441  , 11.332359 , 11.280152 , ...,  5.7311783,  5.4344144,
         5.0948615],
       ...,
       [11.338217 , 11.409599 , 11.428248 , ...,  7.272209 ,  7.2209373,
         7.225732 ],
       [11.322235 , 11.390424 , 11.420786 , ...,  7.794545 ,  7.9836626,
         8.086479 ],
       [11.232736 , 11.222615 , 11.176804 , ...,  9.1206255,  9.166838 ,
         9.023804 ]], dtype=float32), start_date=Period('2018-04-27 20:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[15.543305 , 15.409012 , 15.089922 , ..., 11.803526 , 11.822624 ,
        12.063019 ],
       [15.540839 , 15.533445 , 15.480468 , ..., 10.308479 , 10.278448 ,
        10.376547 ],
       [15.680053 , 15.671432 , 15.601203 , ..., 10.427676 , 10.656832 ,
        10.942503 ],
       ...,
       [15.537139 , 15.545768 , 15.607365 , ..., 15.413942 , 15.325235 ,
        14.999059 ],
       [15.641862 , 15.678822 , 15.767527 , ..., 11.249428 , 11.439158 ,
        11.648293 ],
       [15.675129 , 15.668965 , 15.718245 , ...,  6.4584317,  6.1492977,
         6.131431 ]], dtype=float32), start_date=Period('2018-05-17 20:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[10.743314 , 10.740548 , 10.671724 , ...,  5.302953 ,  5.273446 ,
         5.2629433],
       [10.758791 , 10.765148 , 10.730323 , ...,  9.229994 ,  9.166283 ,
         9.123463 ],
       [10.804953 , 10.798319 , 10.838397 , ...,  7.9024525,  7.552393 ,
         7.2217283],
       ...,
       [10.756304 , 10.732257 , 10.72894  , ...,  8.884414 ,  8.744816 ,
         8.575306 ],
       [10.768189 , 10.765427 , 10.769849 , ...,  6.3855658,  6.3939443,
         6.3074455],
       [10.706827 , 10.6684065, 10.587973 , ...,  9.491108 ,  9.342143 ,
         9.377991 ]], dtype=float32), start_date=Period('2018-06-06 20:00', 'h'))]"
MSE[mean],12.380519205729167
MSE[0.5],12.5291796875
