metric,value
eval_data,datasets\Imputed\BM\BM_010\ETTh1_BM_010_short_linear.csv
clean_data,datasets\ori\ETTh1.csv
freq,H
term,short
prediction_length,48
windows,20
imputation_method,none
forecasts,"[gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[13.578251 , 13.503576 , 13.359784 , ..., 14.964958 , 14.753897 ,
        14.592205 ],
       [13.681932 , 13.6245365, 13.5362835, ..., 13.183897 , 13.224014 ,
        13.232653 ],
       [13.512835 , 13.350526 , 13.246848 , ..., 11.784847 , 11.643524 ,
        11.3078   ],
       ...,
       [13.532583 , 13.374595 , 13.26845  , ..., 13.471485 , 13.282639 ,
        12.941366 ],
       [13.726976 , 13.705997 , 13.619597 , ..., 13.060471 , 12.749434 ,
        12.5247965],
       [13.6449   , 13.639345 , 13.581953 , ..., 13.227098 , 13.069729 ,
        12.712405 ]], dtype=float32), start_date=Period('2018-05-17 20:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[ 6.9828386,  6.9435577,  6.8192787, ...,  9.463283 ,  9.244865 ,
         8.974801 ],
       [ 6.948497 ,  6.820815 ,  6.745491 , ...,  8.017283 ,  7.862494 ,
         7.729562 ],
       [ 7.168508 ,  7.4586034,  7.413877 , ..., 10.283434 , 10.235518 ,
        10.247032 ],
       ...,
       [ 6.734315 ,  6.4455743,  6.086558 , ..., 12.210913 , 11.923426 ,
        11.536995 ],
       [ 7.1878767,  7.1993494,  7.2386684, ..., 10.896057 , 10.71031  ,
        10.403532 ],
       [ 6.877208 ,  6.7215095,  6.6183157, ...,  7.2856545,  6.8136854,
         6.2356386]], dtype=float32), start_date=Period('2018-05-19 20:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[ 6.455302 ,  6.5735955,  6.656488 , ..., 11.272518 , 11.070889 ,
        10.702434 ],
       [ 6.423361 ,  6.5284557,  6.5728483, ..., 10.411023 , 10.245434 ,
        10.03045  ],
       [ 6.2403646,  6.2752385,  6.425875 , ...,  9.509141 ,  9.35194  ,
         9.070161 ],
       ...,
       [ 6.1601343,  6.2128124,  6.3206735, ...,  9.714806 ,  9.89251  ,
         9.638691 ],
       [ 6.369003 ,  6.5539265,  6.569388 , ...,  8.652463 ,  8.421323 ,
         7.9306154],
       [ 6.273607 ,  6.1779976,  6.2454133, ...,  9.094394 ,  8.898049 ,
         8.416973 ]], dtype=float32), start_date=Period('2018-05-21 20:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[ 9.350564 ,  9.361729 ,  9.270549 , ..., 11.277691 , 11.069286 ,
        10.676665 ],
       [ 9.4969425,  9.530437 ,  9.326994 , ..., 11.729237 , 11.392128 ,
        11.087584 ],
       [ 9.458797 ,  9.324822 ,  9.002602 , ..., 10.251792 , 10.132393 ,
         9.853899 ],
       ...,
       [ 9.61231  ,  9.557728 ,  9.552456 , ..., 12.053007 , 12.025094 ,
        11.602394 ],
       [ 9.240779 ,  8.793731 ,  8.298148 , ...,  8.849089 ,  8.634792 ,
         8.439566 ],
       [ 9.060595 ,  8.75357  ,  8.80164  , ..., 10.779316 , 10.576184 ,
        10.191006 ]], dtype=float32), start_date=Period('2018-05-23 20:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[ 7.1126814,  7.2870507,  7.5357184, ..., 10.52039  , 10.389632 ,
        10.187553 ],
       [ 6.926755 ,  7.3288054,  7.5005465, ..., 11.526121 , 11.363012 ,
        11.2933445],
       [ 6.8157377,  7.1679926,  7.5628014, ...,  9.562056 ,  9.577105 ,
         9.465908 ],
       ...,
       [ 6.8394437,  7.0439687,  6.9832115, ..., 11.305684 , 11.081939 ,
        10.863307 ],
       [ 6.982211 ,  7.1353035,  7.183115 , ..., 11.705178 , 11.422747 ,
        11.3556385],
       [ 6.8727465,  6.9585953,  6.87358  , ...,  6.430821 ,  6.628439 ,
         6.770241 ]], dtype=float32), start_date=Period('2018-05-25 20:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[10.275073 , 10.250973 , 10.065414 , ...,  9.952453 ,  9.520934 ,
         9.006366 ],
       [ 9.982361 ,  9.855462 ,  9.603695 , ..., 11.735729 , 11.683458 ,
        11.396845 ],
       [10.216416 , 10.045085 ,  9.771541 , ...,  9.267425 ,  9.017836 ,
         8.5876255],
       ...,
       [10.2501   , 10.133945 , 10.037537 , ..., 10.486476 , 10.278849 ,
         9.976845 ],
       [10.232096 , 10.233257 ,  9.694878 , ..., 11.12533  , 10.757991 ,
        10.482701 ],
       [10.097646 ,  9.862722 ,  9.573204 , ...,  8.663852 ,  8.278361 ,
         7.686985 ]], dtype=float32), start_date=Period('2018-05-27 20:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[10.576351 , 10.529154 , 10.501007 , ..., 10.285499 , 10.151018 ,
         9.874381 ],
       [10.487929 , 10.285498 , 10.221244 , ..., 11.223733 , 11.072477 ,
        10.762007 ],
       [10.470871 , 10.327861 , 10.240008 , ...,  9.687872 ,  9.45246  ,
         9.179945 ],
       ...,
       [10.624683 , 10.563558 , 10.421684 , ..., 11.134458 , 10.903028 ,
        10.515508 ],
       [10.7301655, 10.675292 , 10.647998 , ..., 13.665415 , 13.537475 ,
        13.277612 ],
       [10.777361 , 10.769968 , 10.801243 , ..., 11.063948 , 10.810625 ,
        10.558723 ]], dtype=float32), start_date=Period('2018-05-29 20:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[10.49975  , 10.541643 , 10.559355 , ..., 10.866665 , 10.790188 ,
        10.606873 ],
       [10.425243 , 10.404717 , 10.363668 , ..., 10.728333 , 10.630209 ,
        10.55767  ],
       [10.460669 , 10.479227 , 10.437895 , ..., 10.453358 , 10.376883 ,
        10.34174  ],
       ...,
       [10.399376 , 10.362543 , 10.251767 , ..., 10.420463 , 10.203126 ,
         9.9177475],
       [10.45617  , 10.447172 , 10.42243  , ..., 11.31343  , 11.137983 ,
        10.960853 ],
       [10.467979 , 10.508465 , 10.516338 , ..., 13.2708645, 13.168523 ,
        13.021195 ]], dtype=float32), start_date=Period('2018-05-31 20:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[ 9.278278 ,  9.051056 ,  8.893845 , ...,  7.622462 ,  7.439982 ,
         7.0958548],
       [ 9.393567 ,  9.161174 ,  9.017938 , ...,  9.951141 ,  9.66383  ,
         9.492645 ],
       [ 9.190241 ,  8.789876 ,  8.389511 , ..., 10.014307 ,  9.681997 ,
         9.338367 ],
       ...,
       [ 9.350106 ,  9.20687  ,  9.092421 , ..., 10.383509 , 10.222245 ,
        10.019338 ],
       [ 9.307346 ,  9.088088 ,  8.9208145, ...,  9.681718 ,  9.508995 ,
         9.21246  ],
       [ 9.34284  ,  9.191359 ,  9.10346  , ..., 11.598438 , 11.163557 ,
        10.795195 ]], dtype=float32), start_date=Period('2018-06-02 20:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[ 9.334976 ,  9.030003 ,  8.804305 , ..., 10.716459 , 10.390253 ,
        10.000625 ],
       [ 9.36393  ,  9.046961 ,  8.801133 , ..., 10.541913 , 10.241075 ,
         9.9741535],
       [ 9.549505 ,  9.420458 ,  9.397571 , ..., 11.396722 , 11.303521 ,
        10.95167  ],
       ...,
       [ 9.446102 ,  9.34973  ,  9.144023 , ..., 10.842474 , 10.266995 ,
         9.764312 ],
       [ 9.497666 ,  9.370547 ,  9.280103 , ..., 12.402914 , 12.129375 ,
        11.895544 ],
       [ 9.4643   ,  9.295406 ,  9.100593 , ..., 11.326131 , 10.999926 ,
        10.461119 ]], dtype=float32), start_date=Period('2018-06-04 20:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[11.000807 , 10.755418 , 10.527264 , ..., 13.19672  , 12.935738 ,
        12.462471 ],
       [10.848432 , 10.237557 ,  9.665531 , ..., 10.137432 ,  9.806964 ,
         9.444627 ],
       [11.016947 , 10.7783985, 10.505652 , ..., 15.900099 , 15.430113 ,
        14.910065 ],
       ...,
       [11.073849 , 10.829281 , 10.443279 , ..., 11.591982 , 11.412523 ,
        10.887278 ],
       [10.909162 , 10.456684 , 10.090652 , ..., 10.727513 , 10.493889 ,
         9.991895 ],
       [10.646812 , 10.273942 ,  9.957426 , ..., 12.385869 , 12.164829 ,
        11.62782  ]], dtype=float32), start_date=Period('2018-06-06 20:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[ 8.776141,  8.590113,  8.452746, ..., 10.342148,  9.956652,
         9.558533],
       [ 8.873601,  8.80295 ,  8.6007  , ...,  9.857563,  9.29941 ,
         8.859145],
       [ 8.856634,  8.782996,  8.581494, ..., 10.290567,  9.985971,
         9.612557],
       ...,
       [ 8.828672,  8.600633,  8.466863, ...,  9.684091,  9.447092,
         8.905161],
       [ 8.912693,  8.91378 ,  8.846861, ..., 11.479086, 11.156845,
        10.787638],
       [ 8.833966,  8.662801,  8.556314, ...,  9.709338,  9.538987,
         9.552562]], dtype=float32), start_date=Period('2018-06-08 20:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[ 9.150345 ,  9.194811 ,  9.169286 , ..., 10.805645 , 10.608975 ,
        10.296911 ],
       [ 9.113805 ,  9.124014 ,  9.072563 , ...,  9.756205 ,  9.584253 ,
         9.255396 ],
       [ 9.118373 ,  9.158539 ,  9.119312 , ..., 10.16217  ,  9.841911 ,
         9.47114  ],
       ...,
       [ 9.12173  ,  9.128851 ,  9.094595 , ..., 10.207308 ,  9.978666 ,
         9.68111  ],
       [ 9.128581 ,  9.158539 ,  9.166599 , ..., 10.37496  , 10.254595 ,
        10.077404 ],
       [ 9.135298 ,  9.173048 ,  9.147793 , ...,  6.4215784,  6.294007 ,
         6.3591914]], dtype=float32), start_date=Period('2018-06-10 20:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[11.637316 , 11.093337 , 11.0442505, ..., 11.950527 , 11.499924 ,
        11.093605 ],
       [11.592498 , 11.253943 , 11.118416 , ..., 12.671923 , 12.290949 ,
        11.703482 ],
       [11.652258 , 11.531938 , 11.348654 , ..., 12.09726  , 11.732828 ,
        11.380401 ],
       ...,
       [11.698679 , 11.674402 , 11.643454 , ..., 11.284357 , 10.862033 ,
        10.29484  ],
       [11.728561 , 11.328377 , 11.130688 , ..., 12.351244 , 12.042839 ,
        11.479913 ],
       [11.422554 , 11.086934 , 10.892446 , ..., 10.2791   ,  9.762065 ,
         9.270974 ]], dtype=float32), start_date=Period('2018-06-12 20:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[10.2360325, 10.228824 , 10.147661 , ..., 10.233362 , 10.010167 ,
         9.723697 ],
       [10.232561 , 10.202928 , 10.154337 , ..., 11.012413 , 10.798028 ,
        10.6565275],
       [10.265134 , 10.281686 , 10.239504 , ..., 10.942197 , 10.657596 ,
        10.49981  ],
       ...,
       [10.256857 , 10.265133 , 10.217878 , ..., 11.682267 , 11.530892 ,
        11.241483 ],
       [10.264867 , 10.268071 , 10.235233 , ..., 11.142165 , 10.906689 ,
        10.647717 ],
       [10.281953 , 10.300908 , 10.278483 , ..., 11.281796 , 11.03297  ,
        10.807372 ]], dtype=float32), start_date=Period('2018-06-14 20:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[ 9.544454 ,  9.586484 ,  9.522116 , ..., 11.131711 , 10.733344 ,
        10.2990265],
       [ 9.385714 ,  9.237813 ,  9.149059 , ..., 10.852301 , 10.706119 ,
        10.413752 ],
       [ 9.365095 ,  9.260414 ,  9.157848 , ..., 10.727264 , 10.258053 ,
         9.900659 ],
       ...,
       [ 9.417303 ,  9.335092 ,  9.277068 , ...,  9.657461 ,  9.437987 ,
         8.8173065],
       [ 9.373025 ,  9.284734 ,  9.137758 , ..., 10.074464 ,  9.948901 ,
         9.596926 ],
       [ 9.498193 ,  9.493565 ,  9.305618 , ..., 10.620733 , 10.360353 ,
         9.959342 ]], dtype=float32), start_date=Period('2018-06-16 20:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[11.47554  , 11.267196 , 11.064327 , ..., 11.519348 , 11.275019 ,
        10.884927 ],
       [11.445555 , 11.173063 , 10.986882 , ..., 10.999399 , 10.862241 ,
        10.579842 ],
       [11.416088 , 10.9167385, 10.513869 , ...,  7.6580467,  7.523513 ,
         7.13756  ],
       ...,
       [11.364719 , 11.152723 , 10.877365 , ..., 12.004877 , 11.759767 ,
        11.348812 ],
       [11.48545  , 11.337339 , 11.264329 , ..., 12.779324 , 12.637473 ,
        12.500835 ],
       [11.384275 , 11.199921 , 11.025213 , ...,  9.141508 ,  8.849737 ,
         8.607012 ]], dtype=float32), start_date=Period('2018-06-18 20:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[ 7.906281 ,  7.834373 ,  7.9029837, ...,  9.28306  ,  9.128971 ,
         8.770073 ],
       [ 7.7360225,  7.550989 ,  7.4511166, ...,  8.741308 ,  8.47337  ,
         8.02074  ],
       [ 7.8345633,  7.702922 ,  7.6469936, ...,  9.765111 ,  9.390669 ,
         8.522549 ],
       ...,
       [ 7.701083 ,  7.2953157,  6.9680514, ...,  8.045698 ,  7.9047413,
         7.4545784],
       [ 7.9402056,  7.82968  ,  7.8341193, ...,  8.561878 ,  8.39681  ,
         8.38934  ],
       [ 7.886179 ,  7.914144 ,  8.017932 , ..., 10.505751 , 10.315898 ,
        10.039593 ]], dtype=float32), start_date=Period('2018-06-20 20:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[4.406962 , 4.581108 , 4.4990416, ..., 7.2210164, 7.042371 ,
        6.824066 ],
       [4.39996  , 4.4675136, 4.4239783, ..., 5.6682463, 5.676628 ,
        5.6677456],
       [4.534569 , 4.605127 , 4.7457433, ..., 8.961417 , 8.844634 ,
        8.607386 ],
       ...,
       [4.711214 , 4.9924436, 5.331971 , ..., 9.048762 , 8.94416  ,
        8.800871 ],
       [4.7287273, 4.7967844, 4.870344 , ..., 9.571987 , 9.36531  ,
        9.029645 ],
       [4.51155  , 4.591115 , 4.5540853, ..., 9.786897 , 9.475892 ,
        9.1869135]], dtype=float32), start_date=Period('2018-06-22 20:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[ 8.642523 ,  8.587152 ,  8.544904 , ...,  8.898602 ,  8.67316  ,
         8.350305 ],
       [ 8.648984 ,  8.582391 ,  8.523793 , ...,  9.322679 ,  9.112243 ,
         8.912985 ],
       [ 8.6778755,  8.654137 ,  8.672211 , ..., 10.524391 , 10.31243  ,
         9.912793 ],
       ...,
       [ 8.710583 ,  8.702954 ,  8.695918 , ...,  9.383699 ,  9.29335  ,
         9.003491 ],
       [ 8.74813  ,  8.750123 ,  8.80006  , ..., 11.330265 , 11.076585 ,
        10.778507 ],
       [ 8.699888 ,  8.692369 ,  8.684118 , ..., 10.861013 , 10.776951 ,
        10.634731 ]], dtype=float32), start_date=Period('2018-06-24 20:00', 'h'))]"
MSE[mean],3.002502950032552
MSE[0.5],3.1174835205078124
