metric,value
eval_data,datasets\Imputed\BM\BM_010\ETTm1_BM_010_long_linear.csv
clean_data,datasets\ori\ETTm1.csv
freq,T
term,long
prediction_length,720
windows,20
imputation_method,linear
forecasts,"[gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[-6.9844723e-03,  4.8319340e-02,  1.0907102e-01, ...,
         4.2679791e+00,  4.3417706e+00,  4.3596821e+00],
       [-6.1457157e-03,  1.3126373e-02,  6.7593575e-02, ...,
         4.1429667e+00,  4.2062325e+00,  4.2986164e+00],
       [-8.4074974e-02, -8.4493876e-02, -1.0753822e-01, ...,
         6.2029638e+00,  6.1236200e+00,  6.1050282e+00],
       ...,
       [ 2.8210402e-02,  7.6810360e-02,  2.2051954e-01, ...,
         3.1359079e+00,  3.0354269e+00,  3.1132171e+00],
       [-2.4580002e-02,  5.7958126e-02,  1.2771678e-01, ...,
         3.2312768e+00,  3.3022146e+00,  3.4259429e+00],
       [ 5.1672220e-02,  1.7296648e-01,  2.5047708e-01, ...,
         3.3805103e+00,  3.5880871e+00,  3.4407122e+00]], dtype=float32), start_date=Period('2016-08-08 09:20', 'min')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[1.8784034, 1.9302442, 1.9864361, ..., 2.7004666, 2.6483386,
        2.6390696],
       [1.7608814, 1.758289 , 1.78458  , ..., 3.3649   , 3.3627942,
        3.3869786],
       [1.7179272, 1.7058929, 1.6379445, ..., 3.5071852, 3.3979025,
        3.2976453],
       ...,
       [1.7441251, 1.8213316, 1.9162655, ..., 3.1667929, 3.214167 ,
        3.245434 ],
       [1.6950614, 1.703393 , 1.7084849, ..., 3.906454 , 3.8842828,
        3.8548446],
       [1.7691202, 1.8852077, 1.8828002, ..., 4.098914 , 4.0155983,
        4.0252256]], dtype=float32), start_date=Period('2016-08-08 21:20', 'min')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[ 1.8282754,  1.6784205,  1.5588846, ...,  1.3883001,  1.4543234,
         1.427385 ],
       [ 2.127893 ,  2.064791 ,  2.1581192, ...,  2.0108218,  1.902791 ,
         2.0478976],
       [ 2.1545577,  2.217203 ,  2.269392 , ...,  1.6237204,  1.660522 ,
         1.5828093],
       ...,
       [ 2.1867933,  2.2046006,  2.2565155, ..., -1.4087999, -1.2015073,
        -1.1670787],
       [ 2.1864276,  2.1257925,  2.030364 , ...,  3.3362458,  3.3789458,
         3.3044295],
       [ 2.143325 ,  2.0657964,  2.040409 , ...,  2.8104403,  3.0024986,
         2.9377565]], dtype=float32), start_date=Period('2016-08-09 09:20', 'min')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[3.3446128, 3.3942702, 3.4653203, ..., 3.8331478, 3.8158174,
        3.7785206],
       [3.4342895, 3.3526947, 3.2588687, ..., 4.902056 , 4.911565 ,
        5.0050893],
       [3.487102 , 3.4311788, 3.6831384, ..., 3.5652184, 3.4537163,
        3.3045716],
       ...,
       [3.3535156, 3.3442237, 3.316132 , ..., 2.9497008, 3.003537 ,
        3.1350274],
       [3.3697224, 3.2726984, 3.2848856, ..., 3.0563064, 3.107498 ,
        3.1346173],
       [3.38554  , 3.3969498, 3.3534725, ..., 4.4901896, 4.455442 ,
        4.3771744]], dtype=float32), start_date=Period('2016-08-09 21:20', 'min')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[6.31453  , 6.2537727, 6.159726 , ..., 4.066125 , 4.137909 ,
        4.2295985],
       [6.3397765, 6.308981 , 6.3211884, ..., 5.3773127, 5.377452 ,
        5.2120357],
       [6.214102 , 6.0778847, 5.928352 , ..., 2.0357773, 2.1461673,
        2.107301 ],
       ...,
       [6.167493 , 5.9322357, 5.7399797, ..., 4.035365 , 3.9719386,
        3.881705 ],
       [6.339775 , 6.3186913, 6.302047 , ..., 2.5472827, 2.42717  ,
        2.530219 ],
       [6.2987175, 6.2643156, 6.2737494, ..., 3.1574483, 3.1713717,
        3.113901 ]], dtype=float32), start_date=Period('2016-08-10 09:20', 'min')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[1.6069381, 1.600182 , 1.6074584, ..., 3.278504 , 3.3660474,
        3.4041195],
       [1.7423043, 1.8223293, 1.9083302, ..., 4.955989 , 5.103259 ,
        5.1239233],
       [1.6443524, 1.5391247, 1.4279215, ..., 2.963934 , 3.0309045,
        3.1348472],
       ...,
       [1.7015126, 1.6924202, 1.6518872, ..., 5.04963  , 4.936478 ,
        4.887177 ],
       [1.6570833, 1.5926483, 1.5747204, ..., 5.1673126, 5.153006 ,
        4.9593744],
       [1.8262265, 1.8280458, 1.8262267, ..., 4.3809485, 4.4270587,
        4.553567 ]], dtype=float32), start_date=Period('2016-08-10 21:20', 'min')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[11.361306 , 11.278435 , 11.18383  , ...,  5.6165338,  5.862035 ,
         5.7513847],
       [11.270371 , 11.106825 , 10.98655  , ...,  5.2453504,  5.384052 ,
         5.1601863],
       [11.309239 , 11.106827 , 10.901479 , ...,  5.060584 ,  4.996939 ,
         5.0817604],
       ...,
       [11.386974 , 11.386979 , 11.351042 , ...,  2.8580394,  3.1043072,
         3.1263542],
       [11.2175665, 11.148629 , 11.061354 , ...,  5.220805 ,  5.208223 ,
         5.204877 ],
       [11.220498 , 11.007084 , 10.785603 , ...,  5.2851477,  5.106202 ,
         4.9805875]], dtype=float32), start_date=Period('2016-08-11 09:20', 'min')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[4.4370804, 4.5456123, 4.7041793, ..., 5.9239006, 5.914848 ,
        5.740475 ],
       [4.4833775, 4.5507326, 4.606384 , ..., 4.410652 , 4.2224717,
        4.128753 ],
       [4.2114463, 4.228794 , 4.3093705, ..., 4.424317 , 4.369398 ,
        4.2783575],
       ...,
       [4.179884 , 4.1480093, 4.146128 , ..., 6.328634 , 6.189957 ,
        6.1383557],
       [4.319926 , 4.3656483, 4.484005 , ..., 6.1144695, 5.984437 ,
        5.9704695],
       [4.3173127, 4.25534  , 4.1296163, ..., 7.0454454, 7.095766 ,
        6.8355913]], dtype=float32), start_date=Period('2016-08-11 21:20', 'min')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[11.072815 , 10.981356 , 10.891989 , ..., 10.092903 ,  9.9943905,
        10.133406 ],
       [11.0289135, 10.930662 , 10.898782 , ...,  9.749022 ,  9.709562 ,
        10.038814 ],
       [11.031524 , 10.87056  , 10.787464 , ..., 10.679021 , 10.797394 ,
        11.04407  ],
       ...,
       [11.0289135, 10.9139385, 10.830317 , ...,  7.103553 ,  7.219838 ,
         7.422026 ],
       [10.933797 , 10.776489 , 10.64897  , ..., 10.118513 , 10.098392 ,
         9.9126   ],
       [11.019506 , 10.895648 , 10.787464 , ...,  8.624083 ,  8.415297 ,
         8.548565 ]], dtype=float32), start_date=Period('2016-08-12 09:20', 'min')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[2.981824 , 3.1217537, 3.132866 , ..., 7.523603 , 7.4245696,
        7.5129666],
       [2.9585862, 3.0490112, 3.0404181, ..., 6.5418854, 6.2177105,
        6.3084397],
       [3.0358763, 3.199041 , 3.2141943, ..., 6.9772515, 6.89167  ,
        6.8151236],
       ...,
       [2.9707127, 3.078309 , 3.1338778, ..., 9.104956 , 8.988517 ,
        8.729626 ],
       [2.9792986, 3.071743 , 3.0823503, ..., 9.103819 , 9.20384  ,
        9.159766 ],
       [2.947474 , 3.0303187, 3.0535579, ..., 8.389591 , 8.194468 ,
        8.153967 ]], dtype=float32), start_date=Period('2016-08-12 21:20', 'min')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[5.0025373, 4.9542623, 4.9634695, ..., 8.07598  , 7.89887  ,
        7.9765368],
       [4.990594 , 4.900261 , 4.8507395, ..., 9.687687 , 9.677189 ,
        9.715651 ],
       [5.001294 , 4.932861 , 4.88334  , ..., 6.414705 , 6.184456 ,
        6.2284408],
       ...,
       [5.0926228, 5.0585303, 5.094365 , ..., 5.659505 , 5.611601 ,
        5.6551504],
       [5.02394  , 4.932115 , 4.9119573, ..., 6.421611 , 6.340859 ,
        6.4670887],
       [4.9925847, 4.927884 , 4.8708973, ..., 7.7647996, 7.6840243,
        7.6928234]], dtype=float32), start_date=Period('2016-08-13 09:20', 'min')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[ 8.80965  ,  8.937174 ,  9.050224 , ..., 10.2046585, 10.135141 ,
        10.17651  ],
       [ 8.755633 ,  8.7473135,  8.742299 , ..., 11.910783 , 11.795909 ,
        11.750895 ],
       [ 8.915065 ,  9.023558 ,  9.136037 , ...,  4.69343  ,  4.8453417,
         4.8291597],
       ...,
       [ 9.050567 ,  9.305043 ,  9.520318 , ...,  8.74153  ,  8.607909 ,
         8.626315 ],
       [ 8.792214 ,  8.860364 ,  8.877002 , ...,  9.306411 ,  9.313306 ,
         9.160653 ],
       [ 8.722412 ,  8.751074 ,  8.786631 , ...,  6.802958 ,  6.8292623,
         6.953859 ]], dtype=float32), start_date=Period('2016-08-13 21:20', 'min')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[11.59471  , 11.521864 , 11.528083 , ...,  6.891306 ,  6.703413 ,
         6.8096313],
       [11.483663 , 11.3943815, 11.326864 , ...,  5.1798463,  5.2102737,
         5.2805667],
       [11.590713 , 11.583161 , 11.569391 , ...,  4.9317684,  4.7127833,
         4.8318253],
       ...,
       [11.600485 , 11.532525 , 11.454346 , ...,  5.256469 ,  5.2874513,
         5.411047 ],
       [11.547183 , 11.494771 , 11.412149 , ...,  8.367081 ,  8.338401 ,
         8.278341 ],
       [11.543186 , 11.442353 , 11.36462  , ...,  4.675582 ,  4.6653643,
         4.719445 ]], dtype=float32), start_date=Period('2016-08-14 09:20', 'min')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[ 9.92868  ,  9.851864 ,  9.586874 , ..., 10.0305605,  9.789514 ,
         9.823931 ],
       [10.070214 ,  9.86184  ,  9.818817 , ...,  8.218093 ,  8.464676 ,
         8.13201  ],
       [ 9.81171  ,  9.74088  ,  9.482125 , ..., 11.568498 , 11.738839 ,
        11.9485855],
       ...,
       [ 9.980057 ,  9.807345 ,  9.616677 , ...,  4.5094147,  4.4767976,
         4.7316856],
       [ 9.613435 ,  9.379559 ,  9.370768 , ...,  9.004395 ,  8.6982565,
         8.949216 ],
       [ 9.893639 , 10.023702 , 10.127952 , ...,  9.605454 ,  9.426945 ,
         9.356301 ]], dtype=float32), start_date=Period('2016-08-14 21:20', 'min')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[10.600542 , 10.551005 , 10.417617 , ...,  5.714305 ,  5.7383447,
         5.71525  ],
       [10.688481 , 10.662947 , 10.619948 , ...,  8.75477  ,  8.723698 ,
         8.893188 ],
       [10.568369 , 10.450402 , 10.334989 , ..., 10.27238  , 10.183061 ,
        10.184747 ],
       ...,
       [10.631081 , 10.596559 , 10.530579 , ...,  8.773208 ,  8.631585 ,
         8.694033 ],
       [10.717692 , 10.701146 , 10.652427 , ...,  8.54381  ,  8.644178 ,
         8.591447 ],
       [10.709929 , 10.742306 , 10.660496 , ..., 10.496875 , 10.560198 ,
        10.68266  ]], dtype=float32), start_date=Period('2016-08-15 09:20', 'min')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[ 7.206505 ,  7.19575  ,  7.2017717, ...,  9.788766 ,  9.747299 ,
         9.881005 ],
       [ 7.1187315,  7.0447226,  7.0580635, ..., 11.928361 , 11.6522   ,
        11.923723 ],
       [ 7.1454067,  7.170363 ,  7.21167  , ..., 11.144868 , 11.120289 ,
        11.153258 ],
       ...,
       [ 7.1251845,  7.120882 ,  7.140674 , ...,  9.817402 ,  9.84134  ,
         9.998282 ],
       [ 7.292989 ,  7.391521 ,  7.683029 , ..., 10.687113 , 10.331867 ,
        10.331832 ],
       [ 7.231891 ,  7.276639 ,  7.316654 , ...,  9.593532 ,  9.5095215,
         9.638871 ]], dtype=float32), start_date=Period('2016-08-15 21:20', 'min')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[10.169798 , 10.155409 , 10.1518755, ..., 13.394918 , 13.442601 ,
        13.369385 ],
       [10.240661 , 10.169267 , 10.162651 , ...,  9.902045 ,  9.683303 ,
         9.872325 ],
       [10.116303 , 10.099146 , 10.04295  , ..., 10.816808 , 10.691994 ,
        10.866157 ],
       ...,
       [10.207889 , 10.174886 , 10.097603 , ...,  9.913397 ,  9.723773 ,
         9.868499 ],
       [10.124787 , 10.094208 , 10.019026 , ..., 13.289185 , 13.119616 ,
        13.055346 ],
       [10.09107  ,  9.9879265,  9.914518 , ..., 10.456538 , 10.422711 ,
        10.305795 ]], dtype=float32), start_date=Period('2016-08-16 09:20', 'min')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[10.7588625, 10.948911 , 10.965875 , ...,  8.900826 ,  8.843525 ,
         8.840465 ],
       [10.831973 , 10.93962  , 10.97355  , ...,  9.051605 ,  8.838583 ,
         8.880416 ],
       [10.835507 , 10.972641 , 11.066351 , ...,  9.998896 ,  9.991661 ,
         9.925283 ],
       ...,
       [10.887815 , 11.135223 , 11.278416 , ..., 10.003805 ,  9.666685 ,
         9.758561 ],
       [10.879838 , 10.989303 , 11.004147 , ..., 11.441603 , 11.3725815,
        11.17718  ],
       [10.873577 , 11.025556 , 11.16178  , ...,  9.693108 ,  9.445967 ,
         9.66328  ]], dtype=float32), start_date=Period('2016-08-16 21:20', 'min')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[10.030472 , 10.070297 , 10.055915 , ..., 11.649979 , 11.698937 ,
        11.696375 ],
       [10.010272 , 10.0212   ,  9.998255 , ...,  9.976502 ,  9.893879 ,
         9.956499 ],
       [10.034136 , 10.044854 , 10.04559  , ..., 10.639687 , 10.582848 ,
        10.577675 ],
       ...,
       [10.063497 , 10.093229 , 10.1051   , ..., 13.095576 , 13.111927 ,
        13.04908  ],
       [10.040587 , 10.064828 , 10.059442 , ..., 11.135179 , 11.079423 ,
        11.12316  ],
       [10.010624 , 10.025898 , 10.013283 , ...,  9.6603365,  9.802795 ,
         9.934099 ]], dtype=float32), start_date=Period('2016-08-17 09:20', 'min')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[ 9.086613 ,  9.053954 ,  9.049473 , ...,  9.9456835,  9.862517 ,
         9.920913 ],
       [ 9.062488 ,  9.011965 ,  8.980656 , ...,  9.962964 ,  9.940051 ,
         9.938009 ],
       [ 9.078693 ,  9.043641 ,  9.025163 , ..., 10.291976 , 10.274296 ,
        10.238445 ],
       ...,
       [ 9.065066 ,  9.021787 ,  8.998766 , ..., 10.38062  , 10.373377 ,
        10.348944 ],
       [ 9.081824 ,  9.045851 ,  9.031671 , ..., 10.632191 , 10.590876 ,
        10.682529 ],
       [ 9.061136 ,  9.015341 ,  8.993057 , ..., 10.583079 , 10.560305 ,
        10.621816 ]], dtype=float32), start_date=Period('2016-08-17 21:20', 'min'))]"
MSE[mean],7.357833658854167
MSE[0.5],7.291111111111111
