metric,value
eval_data,datasets\Imputed\BM\BM_030\electricity_BM_030_medium_linear.csv
clean_data,datasets\ori\electricity.csv
freq,H
term,medium
prediction_length,480
windows,20
imputation_method,linear
forecasts,"[gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[2965.0393, 2854.5483, 2813.9534, ..., 3490.639 , 3487.2239,
        3267.4888],
       [3009.245 , 2945.367 , 2889.126 , ..., 3454.5647, 3455.5994,
        3314.929 ],
       [2954.7168, 2858.1592, 2798.9558, ..., 3477.8186, 3487.7095,
        3416.39  ],
       ...,
       [2983.925 , 2885.6543, 2846.3555, ..., 3522.0488, 3452.1602,
        3263.022 ],
       [2979.9907, 2884.0342, 2833.6726, ..., 3338.9526, 3305.6047,
        3117.6526],
       [3001.8386, 2939.7195, 2890.9775, ..., 3455.9722, 3494.4565,
        3377.1257]], dtype=float32), start_date=Period('2018-05-28 02:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[2981.4158, 2939.2407, 2845.0132, ..., 2650.3625, 2646.4634,
        2612.065 ],
       [2967.0107, 2928.1501, 2858.1401, ..., 2628.5276, 2636.9326,
        2636.326 ],
       [2975.4155, 2950.9812, 2876.3357, ..., 2894.1416, 2896.2644,
        2901.1165],
       ...,
       [2971.993 , 2948.2952, 2880.6245, ..., 2717.0369, 2691.1729,
        2655.908 ],
       [2967.7039, 2946.4324, 2871.3103, ..., 2759.6665, 2746.7131,
        2743.2905],
       [2977.3215, 2935.255 , 2848.4355, ..., 2616.744 , 2560.5972,
        2580.1792]], dtype=float32), start_date=Period('2018-06-17 02:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[2692.569 , 2650.2756, 2665.1982, ..., 2847.7954, 2903.8118,
        2893.1633],
       [2678.0215, 2660.624 , 2674.0845, ..., 2900.081 , 2929.3452,
        2914.6099],
       [2677.7964, 2652.9753, 2650.8755, ..., 2837.5593, 2856.1565,
        2854.394 ],
       ...,
       [2671.3472, 2669.6226, 2687.9575, ..., 2811.3508, 2847.0454,
        2847.1953],
       [2681.9207, 2668.348 , 2659.199 , ..., 2823.424 , 2848.995 ,
        2859.9058],
       [2678.546 , 2654.0251, 2654.8499, ..., 2707.5293, 2752.8223,
        2756.6467]], dtype=float32), start_date=Period('2018-07-07 02:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[2941.0903, 2903.476 , 2822.7095, ..., 3035.127 , 3032.567 ,
        2982.7446],
       [2944.5981, 2902.7744, 2837.9644, ..., 3127.0686, 3092.865 ,
        3048.5564],
       [2938.0305, 2873.0112, 2815.0674, ..., 3050.8835, 3062.1658,
        3042.9587],
       ...,
       [2919.5518, 2879.4893, 2799.5737, ..., 3112.732 , 3098.8347,
        3092.6243],
       [2923.328 , 2893.6694, 2821.9036, ..., 3140.3718, 3114.0642,
        3063.4187],
       [2939.732 , 2870.0708, 2798.529 , ..., 3079.5098, 3032.7668,
        2993.629 ]], dtype=float32), start_date=Period('2018-07-27 02:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[2923.1943, 2859.9258, 2852.9932, ..., 3167.9578, 3204.102 ,
        3144.7507],
       [2930.5972, 2870.5435, 2866.2268, ..., 3132.7412, 3156.412 ,
        3203.1743],
       [2933.0906, 2869.9507, 2867.2449, ..., 3221.1628, 3244.4858,
        3236.5996],
       ...,
       [2914.284 , 2845.584 , 2822.7634, ..., 3207.1816, 3284.354 ,
        3254.0857],
       [2947.8062, 2872.5151, 2871.0073, ..., 3158.9763, 3123.2058,
        3063.3052],
       [2939.4497, 2864.7449, 2858.431 , ..., 3251.5083, 3209.643 ,
        3161.2185]], dtype=float32), start_date=Period('2018-08-16 02:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[3082.3833, 2940.2712, 2895.2324, ..., 2995.69  , 2994.9587,
        2957.8462],
       [3075.272 , 2944.2078, 2893.5776, ..., 2954.675 , 2930.7434,
        2883.9539],
       [3084.8418, 2942.2778, 2910.5046, ..., 2823.9312, 2842.2034,
        2826.8647],
       ...,
       [3044.6887, 2901.0981, 2873.5535, ..., 2905.764 , 2928.2493,
        2890.2258],
       [3103.8735, 3018.496 , 2975.7124, ..., 3016.985 , 3039.8281,
        2970.2048],
       [3079.5173, 2956.143 , 2908.376 , ..., 2966.2417, 2964.4705,
        2931.8867]], dtype=float32), start_date=Period('2018-09-05 02:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[2884.2742, 2857.284 , 2827.9094, ..., 3347.5542, 3288.6892,
        3267.1619],
       [2889.332 , 2824.877 , 2769.137 , ..., 3353.48  , 3360.054 ,
        3393.8728],
       [2889.4246, 2847.284 , 2791.1738, ..., 3382.646 , 3316.3972,
        3257.37  ],
       ...,
       [2899.8296, 2874.8298, 2833.4648, ..., 3257.1157, 3197.672 ,
        3142.6963],
       [2875.3855, 2821.7983, 2795.5488, ..., 3337.2302, 3268.435 ,
        3250.0093],
       [2877.133 , 2859.101 , 2839.68  , ..., 3261.2822, 3222.0237,
        3240.565 ]], dtype=float32), start_date=Period('2018-09-25 02:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[2954.9756, 2897.592 , 2881.8538, ..., 2977.0837, 2960.3176,
        2925.4895],
       [2938.3843, 2874.2383, 2848.127 , ..., 3068.7322, 3012.4524,
        2881.0564],
       [2943.719 , 2892.2761, 2874.8933, ..., 3068.399 , 2996.0093,
        2973.3628],
       ...,
       [2946.0125, 2879.7026, 2855.4092, ..., 2962.6963, 2960.832 ,
        2872.0251],
       [2951.65  , 2883.56  , 2845.0364, ..., 3055.9812, 3032.7231,
        2997.4763],
       [2950.0305, 2901.0044, 2883.5105, ..., 3347.4624, 3351.4497,
        3241.094 ]], dtype=float32), start_date=Period('2018-10-15 02:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[2719.1272, 2660.6404, 2707.4026, ..., 2566.5134, 2582.786 ,
        2498.5208],
       [2728.4414, 2656.86  , 2640.1768, ..., 2433.4863, 2424.3916,
        2393.162 ],
       [2700.6636, 2637.8484, 2638.2866, ..., 2347.578 , 2357.4944,
        2347.6875],
       ...,
       [2709.1558, 2651.436 , 2691.7876, ..., 2476.5505, 2433.048 ,
        2362.261 ],
       [2704.745 , 2656.7502, 2668.4204, ..., 2331.525 , 2401.435 ,
        2404.832 ],
       [2701.8416, 2674.8032, 2684.1172, ..., 2467.4556, 2465.3188,
        2371.7944]], dtype=float32), start_date=Period('2018-11-04 02:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[2486.533 , 2450.8562, 2464.837 , ..., 3260.685 , 3064.9597,
        2907.6287],
       [2486.7966, 2445.317 , 2466.4856, ..., 3164.1243, 3118.692 ,
        3083.5984],
       [2495.0403, 2439.0522, 2471.629 , ..., 3318.9153, 3286.779 ,
        3089.9536],
       ...,
       [2493.6548, 2437.7332, 2479.2788, ..., 3205.769 , 3068.6309,
        2935.7217],
       [2495.2378, 2437.8647, 2470.9038, ..., 3125.1536, 3000.449 ,
        2849.3328],
       [2506.778 , 2451.7136, 2472.9482, ..., 3421.2297, 3266.744 ,
        3111.5872]], dtype=float32), start_date=Period('2018-11-24 02:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[3321.2803, 3172.198 , 3048.6829, ..., 3255.0896, 3109.0881,
        3055.693 ],
       [3316.696 , 3191.1768, 3091.532 , ..., 3265.9934, 3190.5725,
        3150.066 ],
       [3311.1147, 3163.8594, 3064.0293, ..., 3320.091 , 3169.8435,
        3073.4336],
       ...,
       [3343.088 , 3185.255 , 3102.0798, ..., 3731.524 , 3556.7737,
        3418.696 ],
       [3290.266 , 3124.9521, 2990.1116, ..., 3467.586 , 3317.1853,
        3204.509 ],
       [3325.4038, 3169.3496, 3075.0867, ..., 3348.1516, 3192.9844,
        3116.2883]], dtype=float32), start_date=Period('2018-12-14 02:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[3118.2534, 3079.5896, 3054.3062, ..., 3488.9326, 3411.3447,
        3238.0947],
       [3111.566 , 3067.1091, 3014.5862, ..., 3717.9312, 3459.7905,
        3291.635 ],
       [3122.3044, 3075.1902, 3043.3542, ..., 3867.5737, 3543.5352,
        3376.1497],
       ...,
       [3118.685 , 3078.227 , 3046.5576, ..., 3490.6802, 3350.8972,
        3216.415 ],
       [3066.5996, 3069.3765, 2996.6558, ..., 3671.545 , 3507.4663,
        3320.9854],
       [3108.529 , 3053.7546, 3014.8152, ..., 3805.961 , 3577.5242,
        3479.219 ]], dtype=float32), start_date=Period('2019-01-03 02:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[4037.4941, 3936.7847, 3820.4805, ..., 3923.7664, 3762.2607,
        3562.9436],
       [4186.117 , 3974.6638, 3701.0347, ..., 3916.8958, 3758.7349,
        3569.7239],
       [4151.6733, 3791.2349, 3874.3608, ..., 3938.6833, 3727.9072,
        3461.1719],
       ...,
       [4252.835 , 4118.7666, 3855.5571, ..., 3824.7295, 3672.5352,
        3515.301 ],
       [4243.6143, 4114.2466, 4021.3118, ..., 4059.7332, 3868.5752,
        3663.6755],
       [3790.3535, 3638.1592, 3566.8083, ..., 3786.2627, 3588.912 ,
        3424.694 ]], dtype=float32), start_date=Period('2019-01-23 02:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[4019.6936, 4017.5007, 4000.7222, ..., 3757.747 , 3756.7222,
        3748.4521],
       [4020.3608, 4019.3115, 4006.1562, ..., 3636.581 , 3631.1472,
        3630.8135],
       [4018.359 , 4018.0725, 4008.4922, ..., 3675.5715, 3691.2773,
        3690.3955],
       ...,
       [4009.016 , 4000.1504, 3981.7039, ..., 2823.7698, 2801.688 ,
        2789.6885],
       [4009.9692, 4005.1553, 3987.1375, ..., 3492.8215, 3489.4492,
        3477.1396],
       [4016.5474, 4012.2576, 3998.1958, ..., 3520.372 , 3518.0723,
        3504.732 ]], dtype=float32), start_date=Period('2019-02-12 02:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[3186.673 , 3185.6057, 3182.5903, ..., 2747.7373, 2746.8965,
        2761.986 ],
       [3194.5137, 3196.5085, 3197.9004, ..., 3420.072 , 3415.4106,
        3401.22  ],
       [3196.4622, 3200.6606, 3202.9573, ..., 4291.226 , 4273.4106,
        4278.259 ],
       ...,
       [3194.6064, 3196.7866, 3201.519 , ..., 3848.6023, 3845.0532,
        3834.2202],
       [3189.8738, 3190.4768, 3190.523 , ..., 3994.5815, 3990.847 ,
        3990.499 ],
       [3192.4258, 3193.771 , 3195.1167, ..., 3696.406 , 3671.5388,
        3667.8967]], dtype=float32), start_date=Period('2019-03-04 02:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[2960.6516, 2964.4644, 2972.5225, ..., 3014.713 , 2989.292 ,
        2981.455 ],
       [2957.9653, 2958.7454, 2965.8508, ..., 3646.0789, 3637.842 ,
        3635.0154],
       [2960.825 , 2968.2766, 2980.4507, ..., 4214.9766, 4201.7847,
        4204.352 ],
       ...,
       [2958.139 , 2962.9912, 2969.9229, ..., 3939.2983, 3942.0276,
        3962.314 ],
       [2958.399 , 2962.6448, 2971.136 , ..., 4018.537 , 4017.8113,
        4040.2314],
       [2959.5254, 2962.3848, 2969.5767, ..., 3814.9814, 3836.8762,
        3852.478 ]], dtype=float32), start_date=Period('2019-03-24 02:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[3251.2283, 3264.8352, 3277.2725, ..., 3262.7202, 3253.1582,
        3253.129 ],
       [3248.2651, 3258.9873, 3265.225 , ..., 4330.1006, 4327.715 ,
        4320.848 ],
       [3250.0195, 3262.73  , 3278.0525, ..., 3115.9675, 3098.832 ,
        3106.942 ],
       ...,
       [3251.7744, 3261.9502, 3273.023 , ..., 3313.5806, 3311.066 ,
        3312.7812],
       [3250.0198, 3259.572 , 3268.6172, ..., 3498.4104, 3484.3308,
        3483.4438],
       [3251.6572, 3262.496 , 3273.4126, ..., 4426.697 , 4401.3325,
        4385.842 ]], dtype=float32), start_date=Period('2019-04-13 02:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[3300.1306, 3309.718 , 3319.9001, ..., 3141.2488, 3130.1006,
        3134.374 ],
       [3297.6409, 3305.8535, 3312.3933, ..., 3726.713 , 3715.8606,
        3712.5042],
       [3296.4146, 3301.0596, 3303.9211, ..., 3994.9233, 3978.785 ,
        3971.1904],
       ...,
       [3298.9414, 3307.1167, 3312.9883, ..., 3976.328 , 3974.7053,
        3970.0906],
       [3300.019 , 3308.1946, 3318.1536, ..., 3238.443 , 3236.1765,
        3230.6768],
       [3298.793 , 3304.5527, 3307.9343, ..., 3213.2668, 3208.5103,
        3202.3972]], dtype=float32), start_date=Period('2019-05-03 02:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[3167.2249, 3161.5   , 3152.071 , ..., 3057.7068, 3049.5874,
        3049.812 ],
       [3163.7073, 3154.3535, 3144.8496, ..., 2710.5945, 2712.9893,
        2701.3528],
       [3162.8472, 3156.5234, 3147.5437, ..., 2987.439 , 2996.718 ,
        3006.2966],
       ...,
       [3167.7861, 3161.986 , 3154.4656, ..., 2934.1204, 2935.617 ,
        2928.433 ],
       [3165.9526, 3158.9556, 3150.7988, ..., 3237.8481, 3228.1948,
        3221.0857],
       [3164.4558, 3157.9832, 3148.367 , ..., 3015.3516, 3008.9907,
        3010.3376]], dtype=float32), start_date=Period('2019-05-23 02:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[2678.21  , 2669.8892, 2667.21  , ..., 2919.2866, 2924.3987,
        2923.8345],
       [2674.7546, 2665.5176, 2662.9092, ..., 2787.4663, 2794.7642,
        2798.7832],
       [2675.248 , 2666.9275, 2663.0496, ..., 3443.141 , 3451.5737,
        3449.918 ],
       ...,
       [2676.7993, 2667.915 , 2665.2356, ..., 2854.8396, 2861.3618,
        2867.2144],
       [2678.2803, 2670.524 , 2668.6904, ..., 2823.286 , 2827.8337,
        2824.0615],
       [2676.729 , 2667.4917, 2661.71  , ..., 3437.5508, 3431.9277,
        3426.4192]], dtype=float32), start_date=Period('2019-06-12 02:00', 'h'))]"
MSE[mean],119790.73333333334
MSE[0.5],118981.68
