metric,value
eval_data,datasets\Imputed\BM\BM_020\traffic_BM_020_long_linear.csv
clean_data,datasets\ori\traffic.csv
freq,H
term,long
prediction_length,720
windows,15
imputation_method,linear
forecasts,"[gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[0.00548206, 0.00451232, 0.00500228, ..., 0.02257681, 0.01792995,
        0.01467804],
       [0.00554301, 0.00471542, 0.00492105, ..., 0.02243973, 0.01611488,
        0.01235144],
       [0.00559631, 0.00454533, 0.00466972, ..., 0.02150363, 0.01597906,
        0.01336814],
       ...,
       [0.00570039, 0.00495659, 0.00503275, ..., 0.02373725, 0.01782206,
        0.0132666 ],
       [0.00559123, 0.00478397, 0.00498958, ..., 0.01993288, 0.01629131,
        0.01153529],
       [0.00538561, 0.00451487, 0.00478396, ..., 0.02291126, 0.01794899,
        0.01396851]], dtype=float32), start_date=Period('2017-04-08 02:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[0.01061001, 0.00665992, 0.00508866, ..., 0.02002791, 0.01337713,
        0.00777451],
       [0.01042682, 0.00672184, 0.00562789, ..., 0.0196725 , 0.01345969,
        0.00929159],
       [0.01030298, 0.00593751, 0.00429659, ..., 0.01736334, 0.00928902,
        0.0057956 ],
       ...,
       [0.01033394, 0.00603036, 0.00473518, ..., 0.02189587, 0.01364546,
        0.00880654],
       [0.01059452, 0.00688955, 0.00559177, ..., 0.01872045, 0.01378994,
        0.00984115],
       [0.01028748, 0.00640192, 0.00537247, ..., 0.0245169 , 0.01674412,
        0.01263278]], dtype=float32), start_date=Period('2017-05-08 02:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[0.00682641, 0.00506539, 0.00393445, ..., 0.02107142, 0.01450978,
        0.00988447],
       [0.00671833, 0.00495467, 0.00402934, ..., 0.02670311, 0.01834289,
        0.01324833],
       [0.00666297, 0.0049995 , 0.00400563, ..., 0.02368856, 0.01643293,
        0.01100488],
       ...,
       [0.00655488, 0.00472269, 0.00391335, ..., 0.02783321, 0.02027856,
        0.01304666],
       [0.00646788, 0.00476486, 0.0035232 , ..., 0.02121904, 0.01473386,
        0.01088888],
       [0.00671306, 0.00498895, 0.00411371, ..., 0.02258396, 0.01588327,
        0.0117918 ]], dtype=float32), start_date=Period('2017-06-07 02:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[0.00864552, 0.00621814, 0.00478427, ..., 0.02702389, 0.02122815,
        0.01688625],
       [0.0085569 , 0.00595767, 0.00444056, ..., 0.02475778, 0.0195949 ,
        0.01671843],
       [0.00900263, 0.0062423 , 0.00484603, ..., 0.03188663, 0.02566385,
        0.01949488],
       ...,
       [0.00869653, 0.00608656, 0.00458018, ..., 0.02685606, 0.02181956,
        0.01671038],
       [0.00866431, 0.00614027, 0.00458287, ..., 0.02859285, 0.02236867,
        0.01808786],
       [0.00847903, 0.00571065, 0.0043976 , ..., 0.02743463, 0.02181284,
        0.01874639]], dtype=float32), start_date=Period('2017-07-07 02:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[0.01022631, 0.0069369 , 0.00514269, ..., 0.02140695, 0.01636476,
        0.0109712 ],
       [0.01054168, 0.00707827, 0.00524326, ..., 0.02141375, 0.01584689,
        0.01121587],
       [0.01019642, 0.00677108, 0.00500404, ..., 0.01939864, 0.01283747,
        0.00844025],
       ...,
       [0.01037855, 0.00704021, 0.00520521, ..., 0.02174201, 0.01605349,
        0.01220542],
       [0.01046284, 0.00699944, 0.00519706, ..., 0.01917572, 0.01390042,
        0.00956845],
       [0.01036498, 0.00687166, 0.00497957, ..., 0.02028624, 0.01529095,
        0.0111316 ]], dtype=float32), start_date=Period('2017-08-06 02:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[0.00625884, 0.00378128, 0.0033358 , ..., 0.02854756, 0.01670809,
        0.00903063],
       [0.00618734, 0.00368503, 0.00323956, ..., 0.02755828, 0.01768014,
        0.0114546 ],
       [0.00596464, 0.00379502, 0.00337154, ..., 0.02945801, 0.01868244,
        0.01123873],
       ...,
       [0.00617909, 0.00358606, 0.00308558, ..., 0.02667199, 0.01585152,
        0.01049766],
       [0.0061846 , 0.00395451, 0.00350904, ..., 0.02947505, 0.01878143,
        0.01078501],
       [0.0061021 , 0.00382802, 0.00348429, ..., 0.02610226, 0.01428   ,
        0.00856867]], dtype=float32), start_date=Period('2017-09-05 02:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[0.00546224, 0.00390072, 0.00421133, ..., 0.02145221, 0.01403644,
        0.00917542],
       [0.00543119, 0.00394309, 0.00412662, ..., 0.02380012, 0.01527887,
        0.01125791],
       [0.00538317, 0.00383013, 0.00402495, ..., 0.02131738, 0.01395879,
        0.0103275 ],
       ...,
       [0.00536624, 0.00401651, 0.00437794, ..., 0.0215701 , 0.01403079,
        0.00921778],
       [0.00540578, 0.00398262, 0.00426781, ..., 0.02136538, 0.01257235,
        0.00844691],
       [0.00539447, 0.00407297, 0.00422828, ..., 0.02234521, 0.01394608,
        0.00915   ]], dtype=float32), start_date=Period('2017-10-05 02:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[0.00505848, 0.00411415, 0.00490353, ..., 0.02150101, 0.01930683,
        0.01575314],
       [0.00499707, 0.00421647, 0.00526897, ..., 0.02010643, 0.01869871,
        0.01669017],
       [0.00521344, 0.00381592, 0.00435095, ..., 0.02140672, 0.01859491,
        0.01814321],
       ...,
       [0.00523975, 0.00419895, 0.00496784, ..., 0.01930098, 0.01682319,
        0.01772221],
       [0.00503802, 0.00413461, 0.00469594, ..., 0.02400438, 0.02298622,
        0.02066047],
       [0.00495322, 0.00392411, 0.00494446, ..., 0.02103323, 0.01930537,
        0.01489213]], dtype=float32), start_date=Period('2017-11-04 02:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[0.00819857, 0.00557394, 0.00453193, ..., 0.0202858 , 0.01248286,
        0.00964831],
       [0.0083224 , 0.00581858, 0.00504236, ..., 0.02061502, 0.01204643,
        0.0081593 ],
       [0.00824389, 0.00549543, 0.00443526, ..., 0.01944315, 0.01133968,
        0.00881773],
       ...,
       [0.00831032, 0.00570381, 0.00473731, ..., 0.01810666, 0.01222161,
        0.01013458],
       [0.00824086, 0.00584878, 0.00501217, ..., 0.01908372, 0.00958791,
        0.0088419 ],
       [0.00823482, 0.00538366, 0.00406376, ..., 0.02309016, 0.01364719,
        0.01134874]], dtype=float32), start_date=Period('2017-12-04 02:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[0.00643818, 0.00528623, 0.00626739, ..., 0.02703254, 0.01804758,
        0.01150545],
       [0.00684179, 0.00553151, 0.00614008, ..., 0.025848  , 0.01858163,
        0.0109124 ],
       [0.00704363, 0.00581405, 0.00660583, ..., 0.02355344, 0.01484793,
        0.01081925],
       ...,
       [0.00710573, 0.00631397, 0.00695048, ..., 0.02672748, 0.01942462,
        0.01327061],
       [0.00723303, 0.0062053 , 0.00644747, ..., 0.02553906, 0.01778832,
        0.0127971 ],
       [0.00748453, 0.00538867, 0.00537006, ..., 0.02602653, 0.01960626,
        0.01559156]], dtype=float32), start_date=Period('2018-01-03 02:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[0.00658271, 0.00560098, 0.00618874, ..., 0.03087747, 0.02361125,
        0.01892263],
       [0.00656682, 0.00532459, 0.00606483, ..., 0.02511959, 0.01853502,
        0.012149  ],
       [0.00659223, 0.00533411, 0.00637302, ..., 0.02480664, 0.01881301,
        0.01522605],
       ...,
       [0.00667802, 0.00537222, 0.00590596, ..., 0.02477328, 0.01795678,
        0.01413788],
       [0.00649054, 0.00528007, 0.00617285, ..., 0.025257  , 0.01988211,
        0.01642382],
       [0.00650327, 0.00534363, 0.00578842, ..., 0.02299886, 0.01615852,
        0.0139139 ]], dtype=float32), start_date=Period('2018-02-02 02:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[0.05021662, 0.05014217, 0.05023646, ..., 0.00730906, 0.00520488,
        0.00391457],
       [0.05032744, 0.05027782, 0.05050941, ..., 0.00972921, 0.0074017 ,
        0.00430829],
       [0.05007269, 0.0500181 , 0.05023481, ..., 0.00974741, 0.00506923,
        0.00234967],
       ...,
       [0.05032579, 0.05044489, 0.05071123, ..., 0.00616599, 0.0031801 ,
        0.00135712],
       [0.04994696, 0.0497832 , 0.04991554, ..., 0.01967778, 0.01482425,
        0.01016097],
       [0.05023646, 0.05021165, 0.05024639, ..., 0.01975718, 0.01367787,
        0.01010803]], dtype=float32), start_date=Period('2018-03-04 02:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[0.05144119, 0.05165283, 0.05193613, ..., 0.03260303, 0.0316765 ,
        0.03151911],
       [0.05142815, 0.05164307, 0.05190357, ..., 0.03088037, 0.02927664,
        0.02943263],
       [0.0514949 , 0.05173098, 0.05197032, ..., 0.03984436, 0.03878872,
        0.03908606],
       ...,
       [0.05135162, 0.05157956, 0.05185309, ..., 0.05187834, 0.05033404,
        0.05043295],
       [0.05136465, 0.05154212, 0.05184007, ..., 0.02711236, 0.02588665,
        0.02542344],
       [0.05140861, 0.05165283, 0.05198335, ..., 0.03057517, 0.0306664 ,
        0.03089105]], dtype=float32), start_date=Period('2018-04-03 02:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[0.04135912, 0.04214221, 0.04278081, ..., 0.00861642, 0.00833116,
        0.0087223 ],
       [0.04130929, 0.04208408, 0.0426521 , ..., 0.04142161, 0.04195396,
        0.04134977],
       [0.04143219, 0.04233155, 0.04311216, ..., 0.04376758, 0.0437272 ,
        0.0434708 ],
       ...,
       [0.04146042, 0.04243452, 0.04317861, ..., 0.03490566, 0.03459616,
        0.0345148 ],
       [0.04122043, 0.04200435, 0.04241044, ..., 0.02804189, 0.02823019,
        0.02844195],
       [0.04140728, 0.04223356, 0.04291535, ..., 0.03083193, 0.03079892,
        0.03115497]], dtype=float32), start_date=Period('2018-05-03 02:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[0.01016426, 0.0098684 , 0.00963907, ..., 0.01128688, 0.01145724,
        0.01128606],
       [0.01022074, 0.01007116, 0.01021411, ..., 0.05346942, 0.05318243,
        0.05269184],
       [0.00996813, 0.00951607, 0.00916041, ..., 0.03609375, 0.0360464 ,
        0.03605486],
       ...,
       [0.01000137, 0.00961909, 0.00931663, ..., 0.02680996, 0.02649045,
        0.02625071],
       [0.01002796, 0.0096457 , 0.00934656, ..., 0.03059673, 0.0306229 ,
        0.03104504],
       [0.01005789, 0.009659  , 0.00948951, ..., 0.04197581, 0.0413531 ,
        0.04082361]], dtype=float32), start_date=Period('2018-06-02 02:00', 'h'))]"
MSE[mean],0.00016658559993461326
MSE[0.5],0.00016939412664484095
