metric,value
eval_data,datasets\Imputed\BM\BM_010\exchange_rate_BM_010_long_backward.csv
clean_data,datasets\ori\exchange_rate.csv
freq,D
term,long
prediction_length,450
windows,11
imputation_method,backward
forecasts,"[gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[0.40943146, 0.40985975, 0.40997642, ..., 0.5926191 , 0.5952011 ,
        0.5943683 ],
       [0.40950918, 0.40962604, 0.4108914 , ..., 0.51418847, 0.51675314,
        0.5201889 ],
       [0.41143644, 0.41301322, 0.4148041 , ..., 0.5237366 , 0.52489483,
        0.52338624],
       ...,
       [0.4105216 , 0.41139746, 0.41163105, ..., 0.5219895 , 0.52422327,
        0.52445686],
       [0.4095677 , 0.40818557, 0.40822458, ..., 0.5127723 , 0.51491845,
        0.51365316],
       [0.41215673, 0.41163105, 0.4126433 , ..., 0.5097794 , 0.51256305,
        0.51288426]], dtype=float32), start_date=Period('1997-03-23', 'D')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[0.49740854, 0.49579275, 0.49420354, ..., 0.5608271 , 0.56083035,
        0.5608434 ],
       [0.49885148, 0.49857885, 0.4988249 , ..., 0.5060715 , 0.50536126,
        0.50631547],
       [0.49864537, 0.4985057 , 0.49875838, ..., 0.56893146, 0.5697268 ,
        0.57107955],
       ...,
       [0.49881825, 0.4985323 , 0.498785  , ..., 0.49019724, 0.4903003 ,
        0.49063277],
       [0.49896452, 0.4993369 , 0.50031435, ..., 0.5841022 , 0.58398   ,
        0.5855551 ],
       [0.4994433 , 0.5001747 , 0.5015578 , ..., 0.64348114, 0.6436389 ,
        0.6440343 ]], dtype=float32), start_date=Period('1998-06-16', 'D')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[0.65540373, 0.6532386 , 0.6516147 , ..., 0.735751  , 0.73632   ,
        0.73697233],
       [0.6547792 , 0.6534052 , 0.65190613, ..., 0.65519553, 0.65495956,
        0.656528  ],
       [0.65679175, 0.6565696 , 0.6571108 , ..., 0.692739  , 0.6917397 ,
        0.6940992 ],
       ...,
       [0.6551123 , 0.6526834 , 0.6520033 , ..., 0.6867155 , 0.6868126 ,
        0.6885198 ],
       [0.6574024 , 0.65687495, 0.65656966, ..., 0.63901925, 0.6389152 ,
        0.63921356],
       [0.6570276 , 0.657222  , 0.6571248 , ..., 0.6567223 , 0.65733296,
        0.6561255 ]], dtype=float32), start_date=Period('1999-09-09', 'D')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[0.6923907 , 0.6938055 , 0.69474345, ..., 0.5866675 , 0.5843277 ,
        0.58335996],
       [0.69084865, 0.69115067, 0.6913415 , ..., 0.6198042 , 0.61999494,
        0.620774  ],
       [0.6919137 , 0.69297886, 0.6939168 , ..., 0.5709003 , 0.57095826,
        0.5736952 ],
       ...,
       [0.6930742 , 0.6954906 , 0.6981454 , ..., 0.657087  , 0.65612924,
        0.65562844],
       [0.6908645 , 0.69115067, 0.69073737, ..., 0.64451236, 0.64346313,
        0.64177805],
       [0.6906897 , 0.69103944, 0.69134146, ..., 0.6382847 , 0.6379786 ,
        0.6373189 ]], dtype=float32), start_date=Period('2000-12-02', 'D')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[0.72235614, 0.7214184 , 0.71999574, ..., 0.482888  , 0.4820959 ,
        0.481239  ],
       [0.72174174, 0.7207071 , 0.7195108 , ..., 0.46576762, 0.46533912,
        0.465032  ],
       [0.72245306, 0.72196805, 0.7209172 , ..., 0.4938571 , 0.49343675,
        0.4931215 ],
       ...,
       [0.72334224, 0.7217579 , 0.72072315, ..., 0.49335593, 0.49286285,
        0.492103  ],
       [0.72099805, 0.71989876, 0.71931666, ..., 0.5376484 , 0.536832  ,
        0.5364642 ],
       [0.7247488 , 0.72579956, 0.7253792 , ..., 0.49654076, 0.4965973 ,
        0.49703383]], dtype=float32), start_date=Period('2002-02-25', 'D')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[0.5064764 , 0.5052936 , 0.5037791 , ..., 0.629292  , 0.63271946,
        0.633846  ],
       [0.50597465, 0.5030712 , 0.5000244 , ..., 0.59134376, 0.59140795,
        0.5955757 ],
       [0.5086899 , 0.5095054 , 0.51035666, ..., 0.55682737, 0.5581424 ,
        0.55834854],
       ...,
       [0.5094158 , 0.50991756, 0.5102671 , ..., 0.52231985, 0.5250531 ,
        0.52537566],
       [0.50730985, 0.5070948 , 0.50711274, ..., 0.42928898, 0.4301358 ,
        0.43322742],
       [0.5065392 , 0.50513226, 0.50385976, ..., 0.65816534, 0.658777  ,
        0.6590917 ]], dtype=float32), start_date=Period('2003-05-21', 'D')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[0.7094749 , 0.7084561 , 0.7081196 , ..., 0.68779826, 0.6871388 ,
        0.68719333],
       [0.7096205 , 0.70917475, 0.7089837 , ..., 0.59065485, 0.5899158 ,
        0.5903357 ],
       [0.70963866, 0.7095932 , 0.70910203, ..., 0.6944068 , 0.694616  ,
        0.6973495 ],
       ...,
       [0.7101753 , 0.7093294 , 0.7096933 , ..., 0.6027448 , 0.60330766,
        0.6041292 ],
       [0.7098479 , 0.70904756, 0.70835614, ..., 0.69583946, 0.6962579 ,
        0.6961305 ],
       [0.70881087, 0.70690066, 0.7050996 , ..., 0.65620655, 0.6552878 ,
        0.6554697 ]], dtype=float32), start_date=Period('2004-08-13', 'D')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[0.791082  , 0.79034626, 0.7899236 , ..., 0.79328525, 0.79364145,
        0.7946589 ],
       [0.7881547 , 0.78694934, 0.7883738 , ..., 0.70495766, 0.70244914,
        0.70044935],
       [0.7891408 , 0.7854466 , 0.7820966 , ..., 0.6693438 , 0.66983056,
        0.6677962 ],
       ...,
       [0.789454  , 0.7873407 , 0.7882642 , ..., 0.7351112 , 0.7351307 ,
        0.7372206 ],
       [0.79070634, 0.7891722 , 0.7875912 , ..., 0.6970211 , 0.6972109 ,
        0.69960403],
       [0.7900802 , 0.78936005, 0.788953  , ..., 0.87133604, 0.8692267 ,
        0.8683814 ]], dtype=float32), start_date=Period('2005-11-06', 'D')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[0.8600347 , 0.8576138 , 0.8558179 , ..., 0.804289  , 0.80341095,
        0.80362976],
       [0.8609668 , 0.8592505 , 0.8597052 , ..., 0.74234   , 0.74223775,
        0.74272364],
       [0.8599324 , 0.85714775, 0.8562498 , ..., 0.74599147, 0.7449657 ,
        0.74547714],
       ...,
       [0.8646381 , 0.8676502 , 0.8695483 , ..., 0.76645356, 0.7664507 ,
        0.76567495],
       [0.85884136, 0.85459036, 0.85036206, ..., 0.73572636, 0.73563963,
        0.737319  ],
       [0.862865  , 0.86181927, 0.8609213 , ..., 0.7080326 , 0.7086128 ,
        0.7090803 ]], dtype=float32), start_date=Period('2007-01-30', 'D')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[0.8412354 , 0.840962  , 0.84053946, ..., 0.7798313 , 0.78035635,
        0.7828854 ],
       [0.84097445, 0.8407507 , 0.8397565 , ..., 0.70784825, 0.7090965 ,
        0.7104755 ],
       [0.8401542 , 0.83927184, 0.83853865, ..., 0.71029633, 0.70883316,
        0.7096545 ],
       ...,
       [0.8408626 , 0.8412602 , 0.8410987 , ..., 0.6612189 , 0.6614783 ,
        0.66093147],
       [0.84167033, 0.8421302 , 0.8430499 , ..., 0.85362554, 0.8529079 ,
        0.8532838 ],
       [0.8428385 , 0.84437954, 0.8459579 , ..., 0.82287073, 0.82297945,
        0.82270604]], dtype=float32), start_date=Period('2008-04-24', 'D')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[0.66996217, 0.6697404 , 0.6699038 , ..., 0.64302695, 0.6441884 ,
        0.64469033],
       [0.670289  , 0.67052245, 0.6703824 , ..., 0.74217933, 0.74215853,
        0.74390763],
       [0.67016065, 0.66970533, 0.66990376, ..., 0.67741525, 0.6791545 ,
        0.67958647],
       ...,
       [0.66922677, 0.66837466, 0.6675809 , ..., 0.7092589 , 0.70939314,
        0.7092706 ],
       [0.6706859 , 0.67061585, 0.6705691 , ..., 0.7253237 , 0.7251165 ,
        0.7252274 ],
       [0.6701022 , 0.66946024, 0.66915673, ..., 0.72929835, 0.72935086,
        0.73064363]], dtype=float32), start_date=Period('2009-07-18', 'D'))]"
MSE[mean],0.008758518719913984
MSE[0.5],0.008951585557725695
