metric,value
eval_data,datasets\Imputed\BM\BM_020\ETTm2_BM_020_long_linear.csv
clean_data,datasets\ori\ETTm2.csv
freq,T
term,long
prediction_length,720
windows,20
imputation_method,linear
forecasts,"[gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[ 3.9364147,  3.851554 ,  3.8015838, ..., 10.931515 , 10.937023 ,
        10.902877 ],
       [ 4.03872  ,  3.990343 ,  3.9903426, ...,  8.18521  ,  8.027086 ,
         8.100052 ],
       [ 4.0371394,  3.983204 ,  3.9855847, ..., 10.756388 , 10.4828415,
        10.574715 ],
       ...,
       [ 3.9990702,  3.948309 ,  3.9530683, ..., 11.487958 , 11.6464405,
        11.725048 ],
       [ 4.0165167,  3.945136 ,  3.9379997, ..., 11.031329 , 10.781885 ,
        10.694703 ],
       [ 3.984002 ,  3.9173794,  3.8912067, ...,  5.7924476,  5.8473706,
         5.861745 ]], dtype=float32), start_date=Period('2016-08-08 09:20', 'min')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[-0.96393394, -0.883091  , -0.55560017, ...,  9.184064  ,
         8.934102  ,  8.893428  ],
       [-0.91196823, -0.7849245 , -0.42773247, ...,  8.254913  ,
         8.224605  ,  8.120246  ],
       [-0.8113203 , -0.5869446 , -0.03672695, ...,  9.557816  ,
         9.604373  ,  9.83839   ],
       ...,
       [-0.90535927, -0.7865753 , -0.41866016, ..., 12.888465  ,
        12.722399  , 12.400011  ],
       [-0.85339165, -0.68840885, -0.24707699, ..., 14.183066  ,
        14.190904  , 14.249679  ],
       [-0.859169  , -0.6158142 , -0.05239677, ...,  9.087045  ,
         9.331983  ,  9.419205  ]], dtype=float32), start_date=Period('2016-08-08 21:20', 'min')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[12.943651 , 12.676227 , 12.546173 , ...,  4.9088216,  4.593597 ,
         4.6500096],
       [12.981116 , 12.776131 , 12.692591 , ...,  6.2640386,  5.8799095,
         5.96733  ],
       [12.985422 , 12.749004 , 12.59914  , ...,  6.7866163,  6.864992 ,
         6.729128 ],
       ...,
       [12.903172 , 12.5905285, 12.421719 , ...,  1.500762 ,  1.2057734,
         1.5937796],
       [12.974659 , 12.705078 , 12.595696 , ...,  1.4943027,  1.0907941,
         1.2772603],
       [12.938053 , 12.674503 , 12.53756  , ...,  3.1518235,  2.8387523,
         2.881814 ]], dtype=float32), start_date=Period('2016-08-09 09:20', 'min')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[10.29572  , 10.379426 , 10.417709 , ..., 11.337952 , 11.045723 ,
        10.918937 ],
       [10.28655  , 10.405552 , 10.466333 , ..., 12.844677 , 12.496411 ,
        12.343607 ],
       [10.329522 , 10.449165 , 10.531273 , ...,  8.29307  ,  8.134466 ,
         8.197237 ],
       ...,
       [10.261597 , 10.343811 , 10.371856 , ..., 13.651463 , 13.230689 ,
        13.062849 ],
       [10.293906 , 10.395742 , 10.447565 , ..., 13.729306 , 13.3015995,
        13.291683 ],
       [10.321526 , 10.457055 , 10.550573 , ..., 14.941509 , 14.549101 ,
        14.434895 ]], dtype=float32), start_date=Period('2016-08-09 21:20', 'min')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[20.336239 , 19.977186 , 19.632751 , ..., 10.055559 ,  9.811067 ,
        10.043231 ],
       [20.37826  , 20.023785 , 19.674778 , ...,  7.650985 ,  7.3377295,
         7.76439  ],
       [20.31614  , 19.911404 , 19.539566 , ...,  9.153889 ,  9.025983 ,
         8.931309 ],
       ...,
       [20.31157  , 19.930595 , 19.586159 , ...,  8.594698 ,  8.180771 ,
         8.545191 ],
       [20.29055  , 19.870296 , 19.486574 , ...,  8.134576 ,  7.737666 ,
         7.894351 ],
       [20.32071  , 19.926937 , 19.571547 , ..., 13.490837 , 13.265194 ,
        13.286928 ]], dtype=float32), start_date=Period('2016-08-10 09:20', 'min')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[10.872829, 11.038714, 11.208864, ..., 16.249166, 16.285757,
        16.275656],
       [10.81267 , 10.904479, 10.908071, ..., 14.808411, 14.226657,
        14.053083],
       [10.848138, 11.009757, 11.171601, ..., 17.086899, 16.556244,
        16.760067],
       ...,
       [10.870359, 11.003471, 11.152746, ..., 16.519432, 16.19608 ,
        16.22268 ],
       [10.855323, 10.991574, 11.039389, ..., 12.784385, 12.448691,
        12.211214],
       [10.84679 , 11.019632, 11.174296, ..., 11.540325, 11.282576,
        11.501156]], dtype=float32), start_date=Period('2016-08-10 21:20', 'min')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[30.394186, 29.871614, 29.448477, ..., 17.280996, 16.719234,
        16.821457],
       [30.361034, 29.828703, 29.343172, ..., 16.347065, 15.892268,
        15.933037],
       [30.306438, 29.729267, 29.232033, ..., 12.583824, 12.391514,
        12.367628],
       ...,
       [30.226494, 29.616173, 29.046795, ..., 15.219502, 14.646967,
        15.017574],
       [30.44099 , 29.99446 , 29.55962 , ..., 11.741215, 11.280788,
        11.216198],
       [30.275242, 29.725365, 29.28078 , ..., 12.203346, 12.221384,
        12.324242]], dtype=float32), start_date=Period('2016-08-11 09:20', 'min')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[10.606203, 10.726056, 10.84393 , ..., 25.598064, 25.389057,
        25.307833],
       [10.588367, 10.69733 , 10.749828, ..., 16.4231  , 16.268904,
        16.200367],
       [10.618088, 10.759733, 10.889492, ..., 25.134487, 25.13152 ,
        25.211256],
       ...,
       [10.603226, 10.71615 , 10.822145, ..., 17.073444, 16.938189,
        16.9349  ],
       [10.630966, 10.795387, 10.932585, ..., 24.74768 , 24.604548,
        24.511436],
       [10.664642, 10.879095, 11.105432, ..., 32.68886 , 32.20746 ,
        31.913761]], dtype=float32), start_date=Period('2016-08-11 21:20', 'min')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[32.658207, 32.155434, 31.732044, ..., 18.728367, 18.282112,
        18.370127],
       [32.6444  , 32.11286 , 31.677969, ..., 14.67137 , 14.040602,
        14.29314 ],
       [32.644398, 32.12782 , 31.682571, ..., 17.541037, 17.041428,
        17.240753],
       ...,
       [32.64325 , 32.11977 , 31.664164, ..., 20.918018, 20.58217 ,
        20.906164],
       [32.653595, 32.127823, 31.6515  , ..., 16.930115, 16.500399,
        16.846703],
       [32.58227 , 32.087547, 31.68256 , ..., 17.355518, 16.954277,
        16.885246]], dtype=float32), start_date=Period('2016-08-12 09:20', 'min')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[17.323563, 17.307928, 17.205643, ..., 24.498125, 23.974241,
        23.765074],
       [17.369167, 17.43888 , 17.52292 , ..., 21.998917, 22.074276,
        22.277763],
       [17.340502, 17.460373, 17.49621 , ..., 28.656277, 28.576143,
        28.602854],
       ...,
       [17.366562, 17.405651, 17.358746, ..., 27.492386, 27.289446,
        27.046114],
       [17.345062, 17.350925, 17.284475, ..., 38.525738, 38.093147,
        37.991516],
       [17.339203, 17.345062, 17.292944, ..., 23.948185, 23.353022,
        23.45444 ]], dtype=float32), start_date=Period('2016-08-12 21:20', 'min')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[24.416473, 24.259817, 24.095268, ..., 23.69307 , 23.67833 ,
        23.579662],
       [24.458118, 24.327547, 24.234735, ..., 22.428352, 22.325014,
        22.399647],
       [24.461487, 24.332666, 24.219898, ..., 25.83599 , 26.081263,
        25.852419],
       ...,
       [24.464855, 24.326956, 24.207676, ..., 22.955654, 22.561356,
        22.596756],
       [24.396912, 24.21118 , 24.013374, ..., 21.211088, 21.34329 ,
        21.330057],
       [24.456621, 24.358528, 24.291035, ..., 27.626087, 27.759846,
        27.197979]], dtype=float32), start_date=Period('2016-08-13 09:20', 'min')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[29.099043, 29.641304, 30.234499, ..., 29.919504, 29.851795,
        29.837666],
       [29.163517, 29.74081 , 30.339304, ..., 27.288258, 26.802366,
        26.444304],
       [29.146147, 29.681639, 30.278664, ..., 31.641676, 31.385561,
        30.981659],
       ...,
       [29.14173 , 29.69253 , 30.295732, ..., 31.639912, 31.390858,
        30.770874],
       [29.180294, 29.668978, 30.218605, ..., 29.132013, 28.95759 ,
        28.58401 ],
       [29.17264 , 29.726088, 30.315163, ..., 30.478844, 29.783497,
        29.404913]], dtype=float32), start_date=Period('2016-08-13 21:20', 'min')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[33.866764, 33.402905, 32.988857, ..., 26.283081, 25.992933,
        25.687555],
       [33.873062, 33.40805 , 33.010616, ..., 22.604853, 22.421597,
        22.563908],
       [33.87822 , 33.39431 , 32.98943 , ..., 26.84472 , 26.901625,
        26.994953],
       ...,
       [33.90399 , 33.480778, 33.12573 , ..., 20.377724, 20.187025,
        20.546665],
       [33.943504, 33.572983, 33.245987, ..., 28.643606, 28.227543,
        28.297514],
       [33.899406, 33.44585 , 33.003174, ..., 24.143055, 23.685774,
        23.89795 ]], dtype=float32), start_date=Period('2016-08-14 09:20', 'min')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[25.399828, 25.29852 , 25.286222, ..., 30.67501 , 30.142853,
        29.865063],
       [25.368206, 25.204533, 25.126942, ..., 26.196   , 25.795921,
        25.888763],
       [25.481812, 25.502602, 25.619427, ..., 31.711954, 31.682089,
        31.89437 ],
       ...,
       [25.184914, 24.875427, 24.578531, ..., 28.244617, 28.04815 ,
        27.815994],
       [25.41271 , 25.350931, 25.391338, ..., 32.308384, 31.958487,
        31.844591],
       [25.42618 , 25.326334, 25.308182, ..., 38.902176, 38.340885,
        37.790718]], dtype=float32), start_date=Period('2016-08-14 21:20', 'min')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[31.081593, 30.940205, 30.783052, ..., 29.446928, 29.553446,
        29.58158 ],
       [31.116297, 31.028067, 30.918575, ..., 26.16126 , 26.077307,
        26.15845 ],
       [31.089169, 30.956337, 30.822279, ..., 26.93871 , 26.643835,
        26.740742],
       ...,
       [31.067173, 30.948391, 30.77792 , ..., 29.877066, 29.677439,
        29.551735],
       [31.06204 , 30.948881, 30.753727, ..., 27.041113, 26.925877,
        26.812962],
       [31.039555, 30.925539, 30.747005, ..., 29.176702, 29.176846,
        29.079037]], dtype=float32), start_date=Period('2016-08-15 09:20', 'min')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[29.113766, 29.165802, 29.184948, ..., 27.403942, 27.238632,
        27.344185],
       [29.104439, 29.162365, 29.166784, ..., 35.748657, 35.49805 ,
        35.54696 ],
       [29.124079, 29.184946, 29.230602, ..., 32.21416 , 32.073696,
        32.231342],
       ...,
       [29.129473, 29.211456, 29.271345, ..., 35.96735 , 35.82904 ,
        35.7721  ],
       [29.112297, 29.142239, 29.17022 , ..., 25.963795, 25.76452 ,
        26.017946],
       [29.113766, 29.18151 , 29.189856, ..., 34.318417, 34.075546,
        33.97816 ]], dtype=float32), start_date=Period('2016-08-15 21:20', 'min')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[31.87531 , 31.861443, 31.797098, ..., 34.592434, 34.646576,
        34.46072 ],
       [31.8767  , 31.847187, 31.749336, ..., 30.688652, 30.836954,
        30.74085 ],
       [31.866325, 31.85085 , 31.781399, ..., 37.36631 , 37.422222,
        37.279774],
       ...,
       [31.881245, 31.862053, 31.786724, ..., 33.678802, 33.604195,
        33.457558],
       [31.880636, 31.861277, 31.79327 , ..., 28.19341 , 28.107958,
        28.133888],
       [31.869375, 31.85168 , 31.788166, ..., 32.388416, 32.30908 ,
        32.217983]], dtype=float32), start_date=Period('2016-08-16 09:20', 'min')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[37.929672, 38.0896  , 38.178776, ..., 37.81412 , 37.7474  ,
        37.591553],
       [37.959816, 38.13816 , 38.252457, ..., 31.545326, 31.568464,
        31.74077 ],
       [37.93553 , 38.09839 , 38.208076, ..., 36.616135, 36.623775,
        36.528633],
       ...,
       [37.934277, 38.095463, 38.2332  , ..., 35.397667, 35.10996 ,
        35.199448],
       [37.91711 , 38.018425, 38.04522 , ..., 40.725044, 40.68632 ,
        40.53173 ],
       [37.933437, 38.083736, 38.180027, ..., 37.1965  , 37.206596,
        37.13192 ]], dtype=float32), start_date=Period('2016-08-16 21:20', 'min')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[37.238144, 37.29773 , 37.28766 , ..., 39.435104, 39.61669 ,
        39.527817],
       [37.263508, 37.33074 , 37.368183, ..., 30.757019, 30.727127,
        30.889578],
       [37.25143 , 37.31061 , 37.329533, ..., 31.460167, 31.516634,
        31.622015],
       ...,
       [37.275986, 37.340004, 37.334766, ..., 31.3569  , 31.348846,
        31.557953],
       [37.2772  , 37.34242 , 37.344833, ..., 32.692387, 32.753334,
        32.934708],
       [37.26431 , 37.327923, 37.341614, ..., 32.00328 , 32.085213,
        32.206646]], dtype=float32), start_date=Period('2016-08-17 09:20', 'min')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[38.111744, 38.07727 , 38.07727 , ..., 37.754787, 37.460564,
        37.60487 ],
       [38.113346, 38.09491 , 38.084885, ..., 33.43884 , 33.324497,
        33.67683 ],
       [38.114548, 38.108936, 38.131386, ..., 36.88374 , 36.773605,
        36.988365],
       ...,
       [38.109737, 38.108135, 38.102123, ..., 33.758465, 33.76081 ,
        33.91808 ],
       [38.08128 , 38.042397, 38.027164, ..., 38.731857, 38.58715 ,
        38.800804],
       [38.103325, 38.0897  , 38.0917  , ..., 34.182228, 33.98863 ,
        34.21408 ]], dtype=float32), start_date=Period('2016-08-17 21:20', 'min'))]"
MSE[mean],36.68113715277778
MSE[0.5],37.011744791666665
