metric,value
eval_data,datasets\Imputed\BM\BM_030\exchange_rate_BM_030_long_backward.csv
clean_data,datasets\ori\exchange_rate.csv
freq,D
term,long
prediction_length,450
windows,11
imputation_method,backward
forecasts,"[gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[0.4103269 , 0.4104826 , 0.41052157, ..., 0.5436456 , 0.54507154,
        0.5467748 ],
       [0.41145587, 0.4132079 , 0.41519344, ..., 0.5280435 , 0.5303162 ,
        0.52947915],
       [0.4108135 , 0.41096926, 0.4109303 , ..., 0.53579104, 0.5341851 ,
        0.5343165 ],
       ...,
       [0.41130012, 0.41211778, 0.4123903 , ..., 0.5277272 , 0.5311581 ,
        0.53215086],
       [0.40849698, 0.40764058, 0.40614167, ..., 0.55220586, 0.5535125 ,
        0.5530064 ],
       [0.4095093 , 0.40935358, 0.4091004 , ..., 0.56032324, 0.56001055,
        0.55965775]], dtype=float32), start_date=Period('1997-03-23', 'D')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[0.49841928, 0.4979937 , 0.49800703, ..., 0.5880906 , 0.5892559 ,
        0.58959293],
       [0.49803364, 0.4969365 , 0.4968766 , ..., 0.5604418 , 0.56121564,
        0.5611066 ],
       [0.49831954, 0.49786738, 0.49760133, ..., 0.5819382 , 0.58187   ,
        0.58288574],
       ...,
       [0.4989047 , 0.4988581 , 0.49942997, ..., 0.576922  , 0.57680726,
        0.5769204 ],
       [0.49774766, 0.4963114 , 0.49520093, ..., 0.4896711 , 0.4886321 ,
        0.48960793],
       [0.4985855 , 0.4981001 , 0.49806684, ..., 0.58697015, 0.58687127,
        0.58734   ]], dtype=float32), start_date=Period('1998-06-16', 'D')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[0.6551817 , 0.65494573, 0.65486246, ..., 0.5826676 , 0.58111054,
        0.5808919 ],
       [0.65662515, 0.6563337 , 0.656875  , ..., 0.6558895 , 0.6562365 ,
        0.6582074 ],
       [0.6556397 , 0.65554255, 0.65590346, ..., 0.68839484, 0.68924147,
        0.6898799 ],
       ...,
       [0.6542379 , 0.65215594, 0.6512191 , ..., 0.6103377 , 0.60938346,
        0.60930365],
       [0.65647244, 0.6555842 , 0.65507066, ..., 0.6749458 , 0.675154  ,
        0.67716646],
       [0.6549318 , 0.65315527, 0.6520311 , ..., 0.7253276 , 0.72579956,
        0.7235372 ]], dtype=float32), start_date=Period('1999-09-09', 'D')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[0.69108725, 0.69091237, 0.6903876 , ..., 0.603752  , 0.6036348 ,
        0.6038315 ],
       [0.69205683, 0.6929153 , 0.69393265, ..., 0.59570754, 0.5942691 ,
        0.5944537 ],
       [0.69041944, 0.68987894, 0.6896564 , ..., 0.63254976, 0.6332691 ,
        0.63398844],
       ...,
       [0.6897359 , 0.6885594 , 0.68817794, ..., 0.6030207 , 0.601594  ,
        0.6014608 ],
       [0.6910077 , 0.69073737, 0.6911348 , ..., 0.5929658 , 0.5918031 ,
        0.5906268 ],
       [0.69199324, 0.693122  , 0.6936783 , ..., 0.60757726, 0.6063969 ,
        0.60690165]], dtype=float32), start_date=Period('2000-12-02', 'D')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[0.7219174 , 0.7209954 , 0.7207529 , ..., 0.56402683, 0.56339604,
        0.5626217 ],
       [0.7214807 , 0.7199442 , 0.7181488 , ..., 0.5357321 , 0.5349436 ,
        0.53528726],
       [0.72114104, 0.7199604 , 0.71869874, ..., 0.46887192, 0.46818453,
        0.46704423],
       ...,
       [0.7219821 , 0.7203809 , 0.7188282 , ..., 0.47045702, 0.46983427,
        0.46778828],
       [0.72330844, 0.7229526 , 0.7226614 , ..., 0.48785236, 0.48760167,
        0.48828906],
       [0.71996033, 0.71769595, 0.7165152 , ..., 0.47235748, 0.47185606,
        0.47082093]], dtype=float32), start_date=Period('2002-02-25', 'D')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[0.5083164 , 0.5082805 , 0.5102795 , ..., 0.47147876, 0.47068995,
        0.47281888],
       [0.50913215, 0.50865704, 0.5090066 , ..., 0.61819   , 0.6193172 ,
        0.6220064 ],
       [0.50884515, 0.5101181 , 0.51127446, ..., 0.55828625, 0.5589093 ,
        0.55916923],
       ...,
       [0.5077785 , 0.50767094, 0.5081998 , ..., 0.52851677, 0.52665675,
        0.5269615 ],
       [0.507411  , 0.50655043, 0.5067656 , ..., 0.50441706, 0.5029021 ,
        0.50222534],
       [0.50792193, 0.5070615 , 0.5073661 , ..., 0.74841076, 0.7486954 ,
        0.74926686]], dtype=float32), start_date=Period('2003-05-21', 'D')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[0.70950025, 0.7092898 , 0.7087133 , ..., 0.6031245 , 0.60208076,
        0.6027069 ],
       [0.7097839 , 0.70981133, 0.70935386, ..., 0.6814259 , 0.68206644,
        0.6827619 ],
       [0.70954597, 0.70848453, 0.7077707 , ..., 0.5795726 , 0.5775072 ,
        0.58054847],
       ...,
       [0.7095644 , 0.70898783, 0.70819163, ..., 0.6133626 , 0.61284727,
        0.615023  ],
       [0.70950025, 0.7092532 , 0.70834726, ..., 0.7500745 , 0.74777764,
        0.7481254 ],
       [0.7094453 , 0.70910674, 0.70841134, ..., 0.60663813, 0.60685533,
        0.60907763]], dtype=float32), start_date=Period('2004-08-13', 'D')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[0.7800004 , 0.7784052 , 0.7771608 , ..., 0.76476914, 0.7649845 ,
        0.7656386 ],
       [0.780144  , 0.7785328 , 0.77754366, ..., 0.6954065 , 0.69511133,
        0.6965152 ],
       [0.78033555, 0.7796017 , 0.7788678 , ..., 0.7241482 , 0.7213604 ,
        0.7208539 ],
       ...,
       [0.78003246, 0.7785647 , 0.77846897, ..., 0.80165696, 0.79701465,
        0.7929465 ],
       [0.7808779 , 0.7807343 , 0.7812289 , ..., 0.74548566, 0.7423588 ,
        0.7413937 ],
       [0.78020775, 0.77936244, 0.7782456 , ..., 0.6585778 , 0.6578483 ,
        0.6587364 ]], dtype=float32), start_date=Period('2005-11-06', 'D')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[0.8218855 , 0.8222167 , 0.8211522 , ..., 0.79609   , 0.795818  ,
        0.79802674],
       [0.8223112 , 0.8223113 , 0.8227843 , ..., 0.7149837 , 0.7152897 ,
        0.7158106 ],
       [0.82233495, 0.8226661 , 0.8226188 , ..., 0.7665128 , 0.7663945 ,
        0.7660456 ],
       ...,
       [0.8220155 , 0.8222403 , 0.8219683 , ..., 0.74762005, 0.7462171 ,
        0.74664724],
       [0.8219446 , 0.8217908 , 0.8223113 , ..., 0.672611  , 0.67158353,
        0.6714741 ],
       [0.8229617 , 0.82348216, 0.8237542 , ..., 0.7824176 , 0.78222245,
        0.78236735]], dtype=float32), start_date=Period('2007-01-30', 'D')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[0.83998966, 0.8398248 , 0.8391907 , ..., 0.733495  , 0.7319231 ,
        0.72904813],
       [0.84044623, 0.84021795, 0.8400785 , ..., 0.6794993 , 0.67956907,
        0.67874473],
       [0.8403448 , 0.84019274, 0.83922875, ..., 0.69765425, 0.6976543 ,
        0.69776845],
       ...,
       [0.8405477 , 0.8406872 , 0.8407126 , ..., 0.6946676 , 0.69358957,
        0.6935959 ],
       [0.84152424, 0.8417652 , 0.84205693, ..., 0.642568  , 0.6467912 ,
        0.64530104],
       [0.83995163, 0.8396853 , 0.839178  , ..., 0.71625316, 0.7151941 ,
        0.71273375]], dtype=float32), start_date=Period('2008-04-24', 'D')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[0.6703281 , 0.6699723 , 0.6696165 , ..., 0.66119653, 0.66048795,
        0.6599424 ],
       [0.67045856, 0.67020947, 0.6697706 , ..., 0.7759219 , 0.7754445 ,
        0.7765578 ],
       [0.67077875, 0.6706602 , 0.67114633, ..., 0.7135164 , 0.7140412 ,
        0.7124698 ],
       ...,
       [0.67011464, 0.6694506 , 0.669071  , ..., 0.7768584 , 0.7780428 ,
        0.7792198 ],
       [0.67029244, 0.67039925, 0.67010283, ..., 0.77861816, 0.7794689 ,
        0.78311783],
       [0.6708853 , 0.6709922 , 0.67141914, ..., 0.7467834 , 0.74631417,
        0.7469268 ]], dtype=float32), start_date=Period('2009-07-18', 'D'))]"
MSE[mean],0.008145067619554924
MSE[0.5],0.008122913090869634
