metric,value
eval_data,datasets\Imputed\BM\BM_010\traffic_BM_010_medium_mean.csv
clean_data,datasets\ori\traffic.csv
freq,H
term,medium
prediction_length,480
windows,20
imputation_method,mean
forecasts,"[gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[0.00970598, 0.00674052, 0.00527219, ..., 0.02548957, 0.0196146 ,
        0.01443553],
       [0.00970859, 0.00672482, 0.00534547, ..., 0.02327169, 0.01695734,
        0.01311115],
       [0.00967979, 0.00661226, 0.00523031, ..., 0.02317681, 0.01792707,
        0.01441327],
       ...,
       [0.00953585, 0.00655206, 0.00510204, ..., 0.02536884, 0.01825162,
        0.01290698],
       [0.00984208, 0.00679548, 0.00528528, ..., 0.02414851, 0.01717458,
        0.0129384 ],
       [0.00956201, 0.0064971 , 0.00492147, ..., 0.02396987, 0.01719683,
        0.01280099]], dtype=float32), start_date=Period('2017-05-28 02:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[0.01000483, 0.00701799, 0.00519818, ..., 0.02882587, 0.02067189,
        0.01428924],
       [0.00985561, 0.00633591, 0.00466529, ..., 0.02598005, 0.01819264,
        0.0122243 ],
       [0.00995154, 0.00683149, 0.00495572, ..., 0.02937533, 0.02053201,
        0.01390955],
       ...,
       [0.00997285, 0.00682615, 0.00485713, ..., 0.03091728, 0.0207425 ,
        0.01392154],
       [0.0097677 , 0.00667962, 0.00477721, ..., 0.02908926, 0.01908323,
        0.01287842],
       [0.00996753, 0.00681816, 0.00479054, ..., 0.0288845 , 0.0202609 ,
        0.01462363]], dtype=float32), start_date=Period('2017-06-17 02:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[0.0089382 , 0.00641952, 0.00478695, ..., 0.0220394 , 0.01431924,
        0.01065267],
       [0.00847635, 0.00599258, 0.0044513 , ..., 0.02315106, 0.01786231,
        0.01385337],
       [0.0086482 , 0.00603554, 0.00461511, ..., 0.02810303, 0.02111738,
        0.01503619],
       ...,
       [0.008667  , 0.00618055, 0.00504741, ..., 0.02481115, 0.01728366,
        0.01431387],
       [0.00868579, 0.00613758, 0.00473593, ..., 0.02540927, 0.01871216,
        0.01325995],
       [0.00846294, 0.00585563, 0.00459361, ..., 0.02794439, 0.0199037 ,
        0.01354592]], dtype=float32), start_date=Period('2017-07-07 02:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[0.00713432, 0.00434399, 0.00312037, ..., 0.02050183, 0.01668842,
        0.0127771 ],
       [0.00719374, 0.00449525, 0.00354443, ..., 0.0180964 , 0.01161559,
        0.00724506],
       [0.00702627, 0.00427916, 0.00316898, ..., 0.0247535 , 0.01638588,
        0.01147242],
       ...,
       [0.00711541, 0.00431698, 0.00339587, ..., 0.02648352, 0.01926062,
        0.01433838],
       [0.00698301, 0.0046249 , 0.0039307 , ..., 0.02227515, 0.01458149,
        0.00950326],
       [0.00729909, 0.00465463, 0.00402254, ..., 0.02321787, 0.0164156 ,
        0.010735  ]], dtype=float32), start_date=Period('2017-07-27 02:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[0.00681898, 0.00474606, 0.00384597, ..., 0.01919652, 0.01500566,
        0.01026112],
       [0.0067017 , 0.00444602, 0.00361681, ..., 0.01875329, 0.01434424,
        0.00977835],
       [0.00660079, 0.00461513, 0.00350775, ..., 0.01937927, 0.01194538,
        0.00710537],
       ...,
       [0.00674533, 0.00456331, 0.00384869, ..., 0.01612532, 0.01082845,
        0.00674806],
       [0.0069199 , 0.00495062, 0.00400961, ..., 0.01981431, 0.01363781,
        0.00917557],
       [0.00669078, 0.00453604, 0.00367686, ..., 0.01756955, 0.0121704 ,
        0.00810638]], dtype=float32), start_date=Period('2017-08-16 02:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[0.0062671 , 0.00375378, 0.00323133, ..., 0.02634046, 0.02043131,
        0.01589964],
       [0.00593437, 0.00362453, 0.0031268 , ..., 0.02525997, 0.0191994 ,
        0.01443812],
       [0.00591234, 0.00354205, 0.00314331, ..., 0.0248334 , 0.01907841,
        0.01490835],
       ...,
       [0.00596462, 0.00358879, 0.00316257, ..., 0.02593006, 0.02058049,
        0.01513657],
       [0.00594535, 0.00362178, 0.00317907, ..., 0.02592026, 0.0201144 ,
        0.01671083],
       [0.0061241 , 0.0038335 , 0.00358604, ..., 0.02756488, 0.02280577,
        0.0192489 ]], dtype=float32), start_date=Period('2017-09-05 02:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[0.00809892, 0.00603766, 0.00487138, ..., 0.02699938, 0.01943593,
        0.01346607],
       [0.00790874, 0.00565448, 0.00487138, ..., 0.02636965, 0.01893669,
        0.01316961],
       [0.00792552, 0.00575238, 0.00497485, ..., 0.02640147, 0.01945131,
        0.01316121],
       ...,
       [0.0079395 , 0.00572999, 0.00514826, ..., 0.0293877 , 0.0209672 ,
        0.01500993],
       [0.00793391, 0.00575797, 0.00466442, ..., 0.02643468, 0.0185801 ,
        0.01342552],
       [0.00769061, 0.00552304, 0.00488816, ..., 0.02260021, 0.01767252,
        0.01159918]], dtype=float32), start_date=Period('2017-09-25 02:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[0.00943549, 0.00678363, 0.00562275, ..., 0.02684521, 0.01834844,
        0.01229787],
       [0.00929891, 0.00652757, 0.0056569 , ..., 0.02110554, 0.0133663 ,
        0.00849652],
       [0.00925339, 0.00691737, 0.00553454, ..., 0.02141071, 0.0140264 ,
        0.00982529],
       ...,
       [0.00916803, 0.00669258, 0.00551179, ..., 0.02212204, 0.01500946,
        0.0106419 ],
       [0.00936719, 0.00690885, 0.00584754, ..., 0.02371684, 0.01581753,
        0.01019803],
       [0.00931882, 0.00677795, 0.00585323, ..., 0.01971704, 0.01336344,
        0.00787056]], dtype=float32), start_date=Period('2017-10-15 02:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[0.00441908, 0.00372965, 0.00464109, ..., 0.02018551, 0.01246442,
        0.00840961],
       [0.00438402, 0.0034813 , 0.00430514, ..., 0.02072522, 0.01317577,
        0.00894421],
       [0.00427885, 0.00363908, 0.00423796, ..., 0.01919809, 0.01174869,
        0.00732871],
       ...,
       [0.00428177, 0.00369457, 0.00470245, ..., 0.02226841, 0.01362565,
        0.00809703],
       [0.00427008, 0.00380559, 0.00409187, ..., 0.02096842, 0.01302239,
        0.00894129],
       [0.00426422, 0.00398379, 0.00464985, ..., 0.01840933, 0.01024713,
        0.00769096]], dtype=float32), start_date=Period('2017-11-04 02:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[0.00535668, 0.00379128, 0.00475024, ..., 0.02128878, 0.01283727,
        0.00893565],
       [0.00552697, 0.00412287, 0.00463073, ..., 0.02187881, 0.01465066,
        0.0105668 ],
       [0.00529094, 0.00403624, 0.004574  , ..., 0.02065096, 0.01301353,
        0.00845468],
       ...,
       [0.00550009, 0.00412288, 0.00489961, ..., 0.01977414, 0.01323461,
        0.0092344 ],
       [0.00513563, 0.00364786, 0.00420354, ..., 0.02149044, 0.01436387,
        0.0106893 ],
       [0.00552099, 0.00419158, 0.00476517, ..., 0.02250543, 0.01356173,
        0.00970045]], dtype=float32), start_date=Period('2017-11-24 02:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[0.00681129, 0.00506327, 0.00551624, ..., 0.02140491, 0.01231068,
        0.00729769],
       [0.00697849, 0.0054676 , 0.0057929 , ..., 0.01749696, 0.01214804,
        0.00644344],
       [0.0069572 , 0.00546759, 0.00579895, ..., 0.02233591, 0.01522455,
        0.01161452],
       ...,
       [0.0068204 , 0.00545239, 0.00547674, ..., 0.02060235, 0.01469863,
        0.00843162],
       [0.00665928, 0.00483223, 0.00479878, ..., 0.02123619, 0.01467734,
        0.00740105],
       [0.00661671, 0.00516056, 0.00570168, ..., 0.01936658, 0.01188964,
        0.00849545]], dtype=float32), start_date=Period('2017-12-14 02:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[0.00702431, 0.00573663, 0.00612355, ..., 0.02320396, 0.01683982,
        0.01163336],
       [0.00701503, 0.00551376, 0.00557875, ..., 0.02535913, 0.0190747 ,
        0.01197696],
       [0.00775483, 0.00671477, 0.0072348 , ..., 0.02195496, 0.01349834,
        0.0097885 ],
       ...,
       [0.00725648, 0.00713265, 0.00737409, ..., 0.0223682 , 0.01629658,
        0.01237626],
       [0.00699955, 0.00619166, 0.00695312, ..., 0.02586445, 0.02077253,
        0.01620836],
       [0.00748862, 0.00634952, 0.0067674 , ..., 0.02364118, 0.01740164,
        0.01348596]], dtype=float32), start_date=Period('2018-01-03 02:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[0.00485826, 0.00353421, 0.00439593, ..., 0.02322036, 0.01815533,
        0.01402122],
       [0.00489285, 0.00364427, 0.00477333, ..., 0.02378331, 0.01726529,
        0.01317679],
       [0.00482995, 0.00391791, 0.00496519, ..., 0.02469772, 0.01739267,
        0.01150049],
       ...,
       [0.0047639 , 0.00378267, 0.00455317, ..., 0.02572771, 0.01863651,
        0.0130164 ],
       [0.00503438, 0.00387703, 0.00480793, ..., 0.02246083, 0.01747758,
        0.01313276],
       [0.00497463, 0.0038487 , 0.00466956, ..., 0.02414813, 0.01771188,
        0.0133246 ]], dtype=float32), start_date=Period('2018-01-23 02:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[0.00973197, 0.00715531, 0.0057696 , ..., 0.02907366, 0.02333365,
        0.01645619],
       [0.01009915, 0.0075672 , 0.00649439, ..., 0.03060007, 0.02236621,
        0.01442072],
       [0.00975433, 0.00716808, 0.00595799, ..., 0.02857717, 0.02351086,
        0.01529238],
       ...,
       [0.01022049, 0.00771087, 0.0059867 , ..., 0.02597976, 0.02105873,
        0.0149699 ],
       [0.00995867, 0.00720959, 0.00609528, ..., 0.0280703 , 0.02257534,
        0.01680261],
       [0.00996505, 0.00718084, 0.00612402, ..., 0.02631022, 0.02104595,
        0.01392102]], dtype=float32), start_date=Period('2018-02-12 02:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[0.0103017 , 0.00846258, 0.00763416, ..., 0.02832672, 0.01969243,
        0.01342661],
       [0.0101002 , 0.0082035 , 0.00731431, ..., 0.02472284, 0.01608775,
        0.01116209],
       [0.00979313, 0.00768534, 0.00708403, ..., 0.02397199, 0.01653074,
        0.01039126],
       ...,
       [0.00979954, 0.00760858, 0.00679617, ..., 0.0212469 , 0.01540167,
        0.00983792],
       [0.01002663, 0.00813313, 0.00781649, ..., 0.02532415, 0.01674343,
        0.01038486],
       [0.0098859 , 0.00786126, 0.00685055, ..., 0.01984755, 0.01233114,
        0.00808515]], dtype=float32), start_date=Period('2018-03-04 02:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[0.00729439, 0.0061851 , 0.00710245, ..., 0.0223756 , 0.01422829,
        0.0091714 ],
       [0.00741149, 0.00649412, 0.00697233, ..., 0.02079136, 0.0137013 ,
        0.00782788],
       [0.00746354, 0.00630871, 0.00657548, ..., 0.02433882, 0.01540753,
        0.01054094],
       ...,
       [0.00703415, 0.00594762, 0.00701462, ..., 0.02083039, 0.01199505,
        0.00776282],
       [0.0073204 , 0.00610377, 0.0066763 , ..., 0.02407452, 0.01543356,
        0.01025793],
       [0.00709594, 0.00622087, 0.00701462, ..., 0.02339381, 0.01616062,
        0.00968864]], dtype=float32), start_date=Period('2018-03-24 02:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[0.00583768, 0.00481617, 0.00576447, ..., 0.02247093, 0.01369679,
        0.0088988 ],
       [0.00575782, 0.0049027 , 0.00573453, ..., 0.02216481, 0.01414432,
        0.01108152],
       [0.00582103, 0.00504244, 0.0057678 , ..., 0.02041964, 0.01332081,
        0.00894207],
       ...,
       [0.00603066, 0.0051589 , 0.00599406, ..., 0.02314637, 0.01500943,
        0.00974727],
       [0.00580441, 0.00495593, 0.00598075, ..., 0.02124149, 0.0131744 ,
        0.00924817],
       [0.00585433, 0.00534855, 0.00618038, ..., 0.02033978, 0.01385983,
        0.01010329]], dtype=float32), start_date=Period('2018-04-13 02:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[0.0065321 , 0.00501715, 0.00534268, ..., 0.01697577, 0.01089008,
        0.00982638],
       [0.0064064 , 0.00489142, 0.00450464, ..., 0.01836181, 0.01250498,
        0.00854993],
       [0.00694147, 0.00618721, 0.00714133, ..., 0.02569574, 0.01884531,
        0.01313676],
       ...,
       [0.00715745, 0.00651921, 0.00733794, ..., 0.01631014, 0.01210206,
        0.0085886 ],
       [0.00640962, 0.00505259, 0.00489141, ..., 0.02080027, 0.01501275,
        0.01171526],
       [0.0067513 , 0.00598413, 0.00695437, ..., 0.02131118, 0.0142891 ,
        0.01087074]], dtype=float32), start_date=Period('2018-05-03 02:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[0.03034343, 0.03031777, 0.03040382, ..., 0.03234351, 0.03075521,
        0.02808039],
       [0.03013359, 0.03002677, 0.03008942, ..., 0.04240257, 0.03813461,
        0.03111754],
       [0.03008188, 0.0298958 , 0.02969124, ..., 0.03324794, 0.02710021,
        0.02098138],
       ...,
       [0.0301483 , 0.02979428, 0.02967916, ..., 0.03027436, 0.02824532,
        0.02683903],
       [0.03048082, 0.03054724, 0.03060838, ..., 0.01978267, 0.01803065,
        0.01693083],
       [0.02955612, 0.0284446 , 0.02767088, ..., 0.02884694, 0.02529459,
        0.02611814]], dtype=float32), start_date=Period('2018-05-23 02:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[0.03086254, 0.03097785, 0.03121441, ..., 0.02990308, 0.02605777,
        0.02610694],
       [0.03064515, 0.03061225, 0.03052068, ..., 0.02832806, 0.02932855,
        0.02990783],
       [0.03057935, 0.03081201, 0.03062989, ..., 0.03293353, 0.0331412 ,
        0.03359911],
       ...,
       [0.03062039, 0.03081778, 0.03065125, ..., 0.03047998, 0.03080421,
        0.02896871],
       [0.03067533, 0.03076793, 0.03116575, ..., 0.03258108, 0.03159427,
        0.03066753],
       [0.0306655 , 0.03082422, 0.03088696, ..., 0.03091816, 0.02861396,
        0.02992072]], dtype=float32), start_date=Period('2018-06-12 02:00', 'h'))]"
MSE[mean],6.569395462671915e-05
MSE[0.5],7.050100713968277e-05
