metric,value
eval_data,datasets\Imputed\BM\BM_030\ETTh1_BM_030_medium_forward.csv
clean_data,datasets\ori\ETTh1.csv
freq,H
term,medium
prediction_length,480
windows,20
imputation_method,forward
forecasts,"[gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[14.698942 , 14.044491 , 13.110748 , ..., 15.313974 , 14.309122 ,
        13.445798 ],
       [14.73717  , 14.370925 , 13.577816 , ..., 14.79204  , 13.943668 ,
        12.693489 ],
       [16.34636  , 17.432621 , 17.927816 , ..., 19.00576  , 18.256233 ,
        17.840267 ],
       ...,
       [14.6131735, 15.127384 , 15.738259 , ..., 18.740334 , 18.295055 ,
        18.202353 ],
       [14.529385 , 14.710232 , 14.785303 , ..., 16.903357 , 16.51116  ,
        16.145111 ],
       [19.854727 , 19.682793 , 18.45748  , ..., 16.812635 , 15.924057 ,
        14.871665 ]], dtype=float32), start_date=Period('2017-05-22 20:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[17.53591 , 17.301134, 16.651852, ..., 18.198261, 18.216866,
        18.32574 ],
       [17.39972 , 17.083786, 16.700945, ..., 19.15833 , 18.973047,
        19.111614],
       [17.42941 , 17.248482, 16.956303, ..., 21.589191, 20.621998,
        19.787031],
       ...,
       [17.197805, 16.719158, 16.827635, ..., 19.136951, 19.068855,
        19.080338],
       [17.520073, 17.22552 , 16.8791  , ..., 18.93979 , 18.84794 ,
        18.964336],
       [17.405657, 17.285301, 16.93532 , ..., 18.544678, 18.527653,
        18.132935]], dtype=float32), start_date=Period('2017-06-11 20:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[18.018011, 17.8468  , 17.602049, ..., 18.974766, 18.653837,
        18.382313],
       [18.16396 , 18.006699, 17.81795 , ..., 23.377651, 22.80066 ,
        22.03925 ],
       [17.639008, 17.332407, 16.700634, ..., 19.442398, 18.620651,
        18.533537],
       ...,
       [18.381933, 18.329891, 18.544851, ..., 19.381304, 19.456726,
        19.445415],
       [18.103241, 18.013865, 17.763645, ..., 18.78055 , 18.964209,
        18.766973],
       [17.621658, 17.697271, 17.682375, ..., 19.502361, 19.618515,
        19.237999]], dtype=float32), start_date=Period('2017-07-01 20:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[21.284506, 21.31215 , 21.223835, ..., 21.309452, 20.680464,
        20.379793],
       [21.302372, 21.321922, 21.293945, ..., 22.694162, 22.715736,
        22.534388],
       [21.310463, 21.327654, 21.313496, ..., 21.096418, 21.018217,
        20.507545],
       ...,
       [21.258215, 21.263609, 21.251139, ..., 21.06979 , 21.413944,
        21.047543],
       [21.315855, 21.341137, 21.305744, ..., 22.699554, 22.563377,
        22.373264],
       [21.230911, 21.21945 , 21.15271 , ..., 18.369804, 17.75957 ,
        17.20171 ]], dtype=float32), start_date=Period('2017-07-21 20:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[18.107578, 18.058311, 18.159842, ..., 19.304052, 18.932663,
        18.061966],
       [17.817442, 17.631372, 17.460058, ..., 22.549063, 21.83716 ,
        21.006815],
       [17.515911, 17.17282 , 17.134157, ..., 17.160334, 16.617445,
        15.987312],
       ...,
       [17.977692, 17.639475, 17.623468, ..., 16.7541  , 15.986391,
        15.099583],
       [17.959513, 17.911234, 17.894306, ..., 21.979988, 21.556427,
        20.95539 ],
       [18.100794, 18.216915, 18.236822, ..., 17.514534, 16.999924,
        16.838158]], dtype=float32), start_date=Period('2017-08-10 20:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[10.702757 , 10.662413 , 10.606136 , ..., 14.787257 , 14.422791 ,
        14.412446 ],
       [10.993688 , 10.986259 , 11.047841 , ..., 17.86299  , 17.09131  ,
        16.94116  ],
       [11.156143 , 11.319657 , 11.58723  , ..., 21.417522 , 21.16432  ,
        20.791367 ],
       ...,
       [11.12323  , 11.077566 , 11.193305 , ..., 17.166225 , 17.085463 ,
        16.909605 ],
       [11.209232 , 11.3281555, 11.467778 , ..., 20.977146 , 19.9282   ,
        18.509974 ],
       [11.073324 , 11.219852 , 11.24427  , ..., 20.686216 , 20.171947 ,
        19.439802 ]], dtype=float32), start_date=Period('2017-08-30 20:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[14.385241, 14.274148, 14.224709, ..., 17.56496 , 17.303015,
        17.272816],
       [14.510584, 14.225872, 14.027242, ..., 19.206295, 18.567993,
        18.142376],
       [14.447475, 14.247684, 14.245356, ..., 15.948255, 15.503154,
        15.39875 ],
       ...,
       [14.481503, 14.338419, 14.478885, ..., 16.271502, 15.934296,
        15.21146 ],
       [14.386696, 13.869326, 13.515396, ..., 20.264938, 19.833633,
        19.770037],
       [14.343363, 13.849259, 13.574433, ..., 17.489517, 16.727144,
        16.81112 ]], dtype=float32), start_date=Period('2017-09-19 20:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[15.746507 , 15.688699 , 15.634494 , ..., 16.602139 , 16.617064 ,
        16.340322 ],
       [15.060019 , 14.504894 , 14.114147 , ..., 15.778511 , 15.551804 ,
        15.000869 ],
       [14.942223 , 14.15302  , 13.858284 , ..., 15.921815 , 15.763681 ,
        15.753712 ],
       ...,
       [15.244667 , 14.493331 , 14.523493 , ..., 11.871454 , 11.317922 ,
        11.374723 ],
       [15.24584  , 14.811025 , 14.688204 , ..., 17.082607 , 16.607002 ,
        16.630968 ],
       [14.945407 , 14.124536 , 13.583151 , ..., 12.404205 , 12.1393795,
        11.614836 ]], dtype=float32), start_date=Period('2017-10-09 20:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[ 9.336075 ,  9.085453 ,  8.934298 , ..., 13.278844 , 13.319669 ,
        13.3607855],
       [ 9.677546 ,  9.585129 ,  9.525606 , ...,  8.761996 ,  8.628854 ,
         8.1096   ],
       [ 9.618807 ,  9.43319  ,  9.439455 , ...,  8.992255 ,  8.989121 ,
         8.565414 ],
       ...,
       [ 9.585127 ,  9.231127 ,  8.946047 , ...,  8.179304 ,  8.048512 ,
         7.883257 ],
       [ 9.487228 ,  9.05178  ,  8.838749 , ..., 13.263964 , 13.151968 ,
        12.914075 ],
       [ 9.390118 ,  9.137926 ,  9.018101 , ..., 11.496502 , 11.339864 ,
        11.3978195]], dtype=float32), start_date=Period('2017-10-29 20:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[3.780614 , 4.1415386, 4.1097145, ..., 9.363691 , 9.248327 ,
        9.44253  ],
       [3.907916 , 4.054018 , 4.1617937, ..., 7.132703 , 7.3023148,
        7.078096 ],
       [3.4659882, 3.4370537, 3.4168034, ..., 9.047252 , 8.9702215,
        8.908742 ],
       ...,
       [4.0127945, 4.091634 , 4.229059 , ..., 9.573445 , 9.375626 ,
        9.415047 ],
       [3.6858692, 3.528183 , 3.4428377, ..., 9.3170395, 8.997343 ,
        8.779997 ],
       [3.6598282, 3.5730343, 3.4862385, ..., 6.639784 , 6.378311 ,
        6.522609 ]], dtype=float32), start_date=Period('2017-11-18 20:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[3.6670637, 3.428585 , 3.388732 , ..., 7.249464 , 7.1239176,
        7.173074 ],
       [3.864349 , 3.7992492, 3.7667012, ..., 6.3626647, 6.4440384,
        6.3769474],
       [3.7348185, 3.435894 , 3.1376367, ..., 7.5331063, 7.369033 ,
        7.1840343],
       ...,
       [3.6903095, 3.495678 , 3.3123412, ..., 7.4291496, 7.245147 ,
        7.2776957],
       [3.7633786, 3.5521412, 3.3548536, ..., 5.555245 , 5.3367014,
        5.352976 ],
       [3.719542 , 3.5189285, 3.390061 , ..., 5.534653 , 5.2048435,
        5.127122 ]], dtype=float32), start_date=Period('2017-12-08 20:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[5.1788836, 4.9401803, 4.6649957, ..., 5.6468544, 5.574834 ,
        5.519484 ],
       [5.2301464, 5.1335974, 5.014717 , ..., 3.8186846, 3.6737032,
        3.6843953],
       [5.3288984, 5.290216 , 5.236122 , ..., 8.414024 , 8.374207 ,
        8.226007 ],
       ...,
       [5.172908 , 5.0461664, 4.9266567, ..., 5.7289386, 5.8012724,
        5.877694 ],
       [5.2568784, 5.215679 , 5.0140877, ..., 5.1515226, 5.0540285,
        4.9980474],
       [5.2034144, 4.9876695, 4.854952 , ..., 6.072998 , 5.8000145,
        5.6987457]], dtype=float32), start_date=Period('2017-12-28 20:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[4.644183 , 4.4283075, 4.290906 , ..., 4.566571 , 4.476312 ,
        4.560822 ],
       [4.6323977, 4.461939 , 4.4231343, ..., 3.5429633, 3.386304 ,
        3.2836833],
       [4.6683292, 4.511381 , 4.36047  , ..., 3.579758 , 3.0698211,
        2.7794976],
       ...,
       [4.6444683, 4.549899 , 4.469413 , ..., 4.6562557, 4.574045 ,
        4.300681 ],
       [4.626361 , 4.4728627, 4.365069 , ..., 4.6142883, 4.277109 ,
        4.378292 ],
       [4.6392946, 4.548749 , 4.4809113, ..., 3.179914 , 3.1983125,
        3.1747413]], dtype=float32), start_date=Period('2018-01-17 20:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[5.266998 , 5.205834 , 5.189062 , ..., 4.7285757, 4.645816 ,
        4.423893 ],
       [5.21979  , 5.1283526, 5.049445 , ..., 4.284536 , 4.1736727,
        4.3805714],
       [5.228953 , 5.1859546, 5.1204205, ..., 6.326156 , 6.4345365,
        6.1864305],
       ...,
       [5.1981606, 5.1053643, 5.008326 , ..., 4.223794 , 4.3630223,
        4.173802 ],
       [5.3323298, 5.307438 , 5.409946 , ..., 3.533743 , 3.4248214,
        3.1994672],
       [5.2800784, 5.2636466, 5.243572 , ..., 3.341415 , 3.338565 ,
        3.5115962]], dtype=float32), start_date=Period('2018-02-06 20:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[5.658885 , 5.66693  , 5.691509 , ..., 4.066226 , 4.0700145,
        4.1428003],
       [5.6811485, 5.69195  , 5.735817 , ..., 3.9523907, 3.86414  ,
        3.8257017],
       [5.6451073, 5.6444454, 5.642903 , ..., 5.357664 , 5.246061 ,
        5.254541 ],
       ...,
       [5.6116004, 5.576992 , 5.5370927, ..., 4.7025013, 4.772346 ,
        4.8520465],
       [5.6634035, 5.6721106, 5.700327 , ..., 4.442222 , 4.3858323,
        4.319756 ],
       [5.6065307, 5.5654187, 5.5406194, ..., 5.754362 , 5.5110807,
        5.672455 ]], dtype=float32), start_date=Period('2018-02-26 20:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[5.473749 , 5.3395905, 4.789289 , ..., 3.9783661, 3.911032 ,
        4.11811  ],
       [5.502621 , 5.53053  , 5.5361123, ..., 6.5742054, 6.572521 ,
        6.728238 ],
       [5.517826 , 5.584232 , 5.5836544, ..., 2.8393936, 2.9534378,
        2.8436038],
       ...,
       [5.50878  , 5.555938 , 5.5522804, ..., 5.5714808, 5.500022 ,
        5.5106807],
       [5.544966 , 5.597513 , 5.63293  , ..., 4.7256503, 4.65886  ,
        4.5964484],
       [5.5420794, 5.5990534, 5.6296577, ..., 1.7862146, 1.637886 ,
        1.6782815]], dtype=float32), start_date=Period('2018-03-18 20:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[1.5249655, 1.5603979, 1.6142948, ..., 2.2127535, 2.1374836,
        2.1704519],
       [1.5020099, 1.4985161, 1.501262 , ..., 2.8480482, 2.8300166,
        3.0028253],
       [1.5466743, 1.5571573, 1.6098044, ..., 5.7625294, 5.8287153,
        5.8955255],
       ...,
       [1.5012608, 1.5164816, 1.5219705, ..., 7.709593 , 7.807281 ,
        7.8706913],
       [1.473814 , 1.4775574, 1.4710686, ..., 3.3101737, 3.2954535,
        3.0834389],
       [1.5229697, 1.5569046, 1.5666368, ..., 7.555823 , 7.5629196,
        7.4152327]], dtype=float32), start_date=Period('2018-04-07 20:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[11.293516 , 11.23352  , 11.131047 , ...,  3.2753496,  3.403439 ,
         3.5187864],
       [11.444302 , 11.513861 , 11.48784  , ...,  2.8467453,  2.808385 ,
         2.6939664],
       [11.146445 , 10.517809 ,  9.759622 , ...,  3.8848052,  3.8602495,
         4.047738 ],
       ...,
       [10.757263 ,  9.644406 ,  8.531285 , ...,  6.4126573,  6.434252 ,
         6.6521626],
       [11.388555 , 11.383243 , 11.348202 , ...,  5.502249 ,  5.535208 ,
         5.3573165],
       [11.402889 , 11.458111 , 11.4368725, ...,  4.0503263,  4.2254715,
         4.2832117]], dtype=float32), start_date=Period('2018-04-27 20:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[15.596357 , 15.555604 , 15.52596  , ..., 11.066005 , 11.080211 ,
        10.832952 ],
       [15.550664 , 15.507433 , 15.460495 , ...,  7.4775844,  7.8961363,
         8.094605 ],
       [15.508667 , 15.420973 , 15.438265 , ...,  8.406629 ,  8.201907 ,
         8.278175 ],
       ...,
       [15.628482 , 15.598832 , 15.596358 , ...,  6.2763605,  6.374773 ,
         6.340414 ],
       [15.482733 , 15.369099 , 15.308578 , ...,  7.3895054,  7.469941 ,
         7.288069 ],
       [15.52596  , 15.500024 , 15.475317 , ...,  4.6861076,  4.707915 ,
         4.715866 ]], dtype=float32), start_date=Period('2018-05-17 20:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[10.772963 , 10.75726  , 10.739033 , ...,  8.355481 ,  8.441495 ,
         8.34027  ],
       [10.79203  , 10.816706 , 10.850073 , ...,  7.002204 ,  7.112032 ,
         7.153321 ],
       [10.783339 , 10.755018 , 10.733988 , ...,  9.243723 ,  9.223815 ,
         9.105625 ],
       ...,
       [10.729219 , 10.587898 , 10.490599 , ...,  9.652759 ,  9.733656 ,
         9.622055 ],
       [10.746045 , 10.7440815, 10.726137 , ...,  6.385608 ,  6.4611764,
         6.3904095],
       [10.772402 , 10.768757 , 10.77072  , ...,  7.337834 ,  7.2868013,
         7.219754 ]], dtype=float32), start_date=Period('2018-06-06 20:00', 'h'))]"
MSE[mean],13.353929036458334
MSE[0.5],13.6709716796875
