metric,value
eval_data,datasets\Imputed\BM\BM_020\ETTm1_BM_020_medium_forward.csv
clean_data,datasets\ori\ETTm1.csv
freq,T
term,medium
prediction_length,480
windows,20
imputation_method,forward
forecasts,"[gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[4.281438 , 4.386204 , 4.2642107, ..., 5.9771585, 5.992    ,
        5.973925 ],
       [4.2224426, 4.1340275, 4.0175204, ..., 3.752748 , 3.6026144,
        3.4611669],
       [4.0029964, 3.756624 , 3.5289094, ..., 1.3554442, 1.1763902,
        1.1530938],
       ...,
       [4.1982713, 4.088761 , 4.06565  , ..., 2.9501882, 2.7556553,
        2.8476474],
       [4.0025725, 3.7910779, 3.6690578, ..., 6.001647 , 5.761635 ,
        5.835075 ],
       [4.172935 , 4.004799 , 3.8627415, ..., 3.3345091, 3.245273 ,
        3.3727803]], dtype=float32), start_date=Period('2016-08-11 17:20', 'min')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[10.726675 , 10.700125 , 10.612453 , ...,  6.217964 ,  6.1988635,
         6.2072873],
       [10.521835 , 10.282854 , 10.090656 , ...,  2.8850145,  3.1488695,
         3.2507071],
       [10.672308 , 10.55134  , 10.437537 , ...,  8.178808 ,  8.038455 ,
         8.049571 ],
       ...,
       [10.719515 , 10.555977 , 10.439224 , ...,  5.415707 ,  5.4331107,
         5.588557 ],
       [10.683685 , 10.609924 , 10.60276  , ...,  6.2051854,  6.204691 ,
         6.3739243],
       [10.722883 , 10.641958 , 10.569043 , ...,  4.257114 ,  4.3444505,
         4.4841394]], dtype=float32), start_date=Period('2016-08-12 01:20', 'min')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[11.03623  , 10.931183 , 10.8585415, ...,  9.876016 ,  9.864519 ,
         9.833946 ],
       [11.062362 , 10.992854 , 10.884671 , ..., 13.116255 , 12.854423 ,
        12.854944 ],
       [10.99808  , 10.819863 , 10.631723 , ..., 12.068402 , 12.034954 ,
        11.957086 ],
       ...,
       [11.063406 , 10.987104 , 10.951568 , ..., 11.999416 , 11.927294 ,
        11.824341 ],
       [11.011145 , 10.928571 , 10.887809 , ..., 10.8183   , 10.680326 ,
        10.741474 ],
       [11.102605 , 10.989717 , 10.870562 , ..., 10.955225 , 10.957838 ,
        10.912371 ]], dtype=float32), start_date=Period('2016-08-12 09:20', 'min')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[10.3973675, 10.348328 , 10.263344 , ...,  9.422743 ,  9.36369  ,
         9.243788 ],
       [10.481323 , 10.457959 , 10.37811  , ..., 10.141645 , 10.04793  ,
        10.036633 ],
       [10.422528 , 10.396341 , 10.279519 , ...,  7.341444 ,  7.1563706,
         7.144034 ],
       ...,
       [10.507769 , 10.521377 , 10.527025 , ..., 10.13882  , 10.04639  ,
         9.977324 ],
       [10.44692  , 10.425865 , 10.3930025, ...,  7.5024424,  7.385186 ,
         7.383929 ],
       [10.4566765, 10.446149 , 10.391718 , ...,  9.912109 ,  9.77141  ,
         9.742654 ]], dtype=float32), start_date=Period('2016-08-12 17:20', 'min')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[5.185962 , 5.154402 , 5.109919 , ..., 7.1659384, 7.0541563,
        7.118858 ],
       [5.2692137, 5.23815  , 5.243866 , ..., 4.552699 , 4.483147 ,
        4.4668703],
       [5.19516  , 5.142972 , 5.23641  , ..., 4.847556 , 4.704989 ,
        4.747425 ],
       ...,
       [5.154154 , 5.129054 , 5.101719 , ..., 7.8813586, 7.796524 ,
        7.682434 ],
       [5.247345 , 5.242128 , 5.2180204, ..., 7.386873 , 7.249721 ,
        7.3915043],
       [5.168069 , 5.168568 , 5.130297 , ..., 9.342781 , 9.2198305,
        9.334705 ]], dtype=float32), start_date=Period('2016-08-13 01:20', 'min')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[ 5.0289173,  4.9547596,  4.9186764, ...,  9.020984 ,  9.047486 ,
         9.131225 ],
       [ 5.038373 ,  4.950778 ,  4.911957 , ...,  9.0012   ,  8.986393 ,
         9.0445   ],
       [ 5.0202065,  4.940325 ,  4.900013 , ...,  9.2530365,  9.269212 ,
         9.322342 ],
       ...,
       [ 5.065747 ,  5.0002985,  4.996318 , ..., 10.397129 , 10.340391 ,
        10.340143 ],
       [ 4.948041 ,  4.835807 ,  4.814158 , ...,  8.929158 ,  8.972084 ,
         9.000205 ],
       [ 5.037876 ,  4.960232 ,  4.971681 , ..., 11.240485 , 11.318127 ,
        11.303943 ]], dtype=float32), start_date=Period('2016-08-13 09:20', 'min')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[ 8.114484 ,  8.04099  ,  8.004686 , ...,  8.500562 ,  8.460207 ,
         8.423549 ],
       [ 8.11055  ,  8.046829 ,  7.9936   , ...,  6.996911 ,  6.949545 ,
         6.9525228],
       [ 8.107569 ,  8.037172 ,  8.002124 , ...,  9.48468  ,  9.403852 ,
         9.367968 ],
       ...,
       [ 8.186012 ,  8.138565 ,  8.101847 , ...,  7.2111845,  7.176857 ,
         7.1502585],
       [ 8.067156 ,  7.970294 ,  7.8632083, ..., 11.041629 , 11.012778 ,
        11.037813 ],
       [ 8.140293 ,  8.079018 ,  8.030794 , ...,  8.439404 ,  8.232327 ,
         8.223506 ]], dtype=float32), start_date=Period('2016-08-13 17:20', 'min')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[ 8.407709 ,  8.40681  ,  8.338604 , ...,  9.85218  ,  9.67492  ,
         9.737818 ],
       [ 8.564747 ,  8.675281 ,  8.674728 , ...,  9.097278 ,  9.030436 ,
         9.133194 ],
       [ 8.415165 ,  8.465499 ,  8.365062 , ..., 11.162473 , 11.107525 ,
        10.998906 ],
       ...,
       [ 8.454447 ,  8.448092 ,  8.420589 , ...,  6.513173 ,  6.4582906,
         6.5199866],
       [ 8.438664 ,  8.427407 ,  8.331526 , ...,  8.984743 ,  8.867827 ,
         8.839339 ],
       [ 8.751551 ,  8.979666 ,  9.06496  , ...,  7.986305 ,  7.7990675,
         7.692092 ]], dtype=float32), start_date=Period('2016-08-14 01:20', 'min')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[11.598185 , 11.4898   , 11.4108515, ...,  8.463454 ,  8.280023 ,
         8.280524 ],
       [11.63253  , 11.587925 , 11.523697 , ...,  8.570977 ,  8.510622 ,
         8.499193 ],
       [11.478649 , 11.3345785, 11.241804 , ...,  7.167258 ,  7.0676866,
         7.0366316],
       ...,
       [11.57187  , 11.517454 , 11.44252  , ...,  8.149287 ,  7.989323 ,
         7.8852506],
       [11.600416 , 11.539756 , 11.4964905, ...,  4.2362022,  4.3366585,
         4.4643497],
       [11.579006 , 11.549569 , 11.4978285, ...,  6.297482 ,  6.33035  ,
         6.2391076]], dtype=float32), start_date=Period('2016-08-14 09:20', 'min')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[ 9.843056 ,  9.818373 ,  9.774799 , ...,  9.433634 ,  9.197502 ,
         9.357695 ],
       [ 9.770641 ,  9.717371 ,  9.6525135, ..., 11.437168 , 11.365131 ,
        11.2499   ],
       [ 9.873156 ,  9.828069 ,  9.733239 , ..., 11.845708 , 11.58779  ,
        11.583004 ],
       ...,
       [ 9.845072 ,  9.781347 ,  9.718756 , ...,  9.644831 ,  9.525316 ,
         9.474815 ],
       [ 9.834114 ,  9.784495 ,  9.765478 , ...,  9.564231 ,  9.490809 ,
         9.446354 ],
       [ 9.963201 ,  9.9215145,  9.872525 , ..., 10.701443 , 10.703207 ,
        10.743255 ]], dtype=float32), start_date=Period('2016-08-14 17:20', 'min')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[ 9.248062 ,  9.2663965,  9.33316  , ...,  9.361551 ,  9.469147 ,
         9.625036 ],
       [ 9.02417  ,  9.031142 ,  9.094483 , ..., 11.519459 , 11.568045 ,
        11.607721 ],
       [ 9.058434 ,  8.995594 ,  9.019712 , ..., 11.281194 , 11.48042  ,
        11.416133 ],
       ...,
       [ 9.046772 ,  9.072242 ,  9.174048 , ...,  9.506462 ,  9.304381 ,
         9.309742 ],
       [ 9.002095 ,  9.0393505,  9.048693 , ..., 13.06277  , 12.892822 ,
        12.810714 ],
       [ 9.068472 ,  9.087925 ,  9.128793 , ...,  6.4675922,  6.285758 ,
         6.2888517]], dtype=float32), start_date=Period('2016-08-15 01:20', 'min')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[10.724638 , 10.647498 , 10.591809 , ..., 11.376203 , 11.328144 ,
        11.285243 ],
       [10.676168 , 10.675137 , 10.545814 , ..., 12.014771 , 11.981977 ,
        12.090673 ],
       [10.642961 , 10.661112 , 10.5894375, ...,  9.468176 ,  9.389853 ,
         9.338403 ],
       ...,
       [10.561592 , 10.488681 , 10.3805   , ...,  9.784419 ,  9.759101 ,
         9.711301 ],
       [10.669568 , 10.654717 , 10.612744 , ..., 11.7229185, 11.539144 ,
        11.676718 ],
       [10.697001 , 10.623572 , 10.507038 , ..., 10.456711 , 10.478059 ,
        10.533542 ]], dtype=float32), start_date=Period('2016-08-15 09:20', 'min')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[13.49575  , 13.558447 , 13.440208 , ..., 11.663555 , 11.327769 ,
        11.256026 ],
       [13.52142  , 13.474291 , 13.470925 , ..., 12.777263 , 12.675855 ,
        12.7133045],
       [13.407387 , 12.970192 , 12.583914 , ..., 10.319656 , 10.364728 ,
        10.405689 ],
       ...,
       [13.481446 , 13.327436 , 13.252117 , ..., 16.540958 , 16.3373   ,
        15.775133 ],
       [13.431371 , 13.371199 , 13.276523 , ..., 11.342576 , 11.213408 ,
        11.29675  ],
       [13.588323 , 13.573595 , 13.58117  , ..., 15.579891 , 15.410736 ,
        15.492369 ]], dtype=float32), start_date=Period('2016-08-15 17:20', 'min')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[ 7.7400966,  7.6988144,  7.6738596, ...,  9.521523 ,  9.553126 ,
         9.507063 ],
       [ 7.712575 ,  7.707445 ,  7.642372 , ...,  7.9951944,  7.8345566,
         7.8442335],
       [ 7.6505346,  7.5854645,  7.5119953, ...,  9.127594 ,  9.044563 ,
         9.070918 ],
       ...,
       [ 7.737297 ,  7.754791 ,  7.748493 , ...,  9.553768 ,  9.543272 ,
         9.657031 ],
       [ 7.6831875,  7.6696615,  7.6500697, ...,  9.383216 ,  9.288349 ,
         9.166777 ],
       [ 7.8126316,  7.9014926,  7.8560133, ..., 10.540236 , 10.5063305,
        10.630629 ]], dtype=float32), start_date=Period('2016-08-16 01:20', 'min')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[10.213094 , 10.244988 , 10.233661 , ..., 10.964726 , 10.951469 ,
        10.978081 ],
       [10.184121 , 10.179226 , 10.087333 , ..., 13.116765 , 13.135145 ,
        13.144038 ],
       [10.019105 ,  9.944542 ,  9.841268 , ..., 12.642074 , 12.53356  ,
        12.624578 ],
       ...,
       [10.109298 , 10.026865 ,  9.955401 , ...,  8.7362175,  8.809593 ,
         8.819781 ],
       [10.04192  ,  9.910811 ,  9.764593 , ..., 11.967002 , 11.834605 ,
        11.820715 ],
       [10.1037035, 10.10088  , 10.113836 , ...,  8.536887 ,  8.372261 ,
         8.27681  ]], dtype=float32), start_date=Period('2016-08-16 09:20', 'min')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[12.271042 , 12.286058 , 12.314216 , ..., 10.639753 , 10.569985 ,
        10.349486 ],
       [12.233497 , 12.21285  , 12.152573 , ..., 12.676556 , 12.665189 ,
        12.545573 ],
       [12.213684 , 12.154866 , 12.072899 , ..., 10.317484 , 10.42658  ,
        10.295355 ],
       ...,
       [12.2433   , 12.190533 , 12.069143 , ...,  9.738243 ,  9.6421175,
         9.572363 ],
       [12.213893 , 12.179688 , 12.1083555, ..., 12.022372 , 12.089324 ,
        12.070761 ],
       [12.220358 , 12.189907 , 12.110233 , ...,  9.893775 ,  9.826064 ,
         9.82345  ]], dtype=float32), start_date=Period('2016-08-16 17:20', 'min')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[10.218243 , 10.220814 , 10.209679 , ..., 10.910143 , 10.968354 ,
        10.881173 ],
       [10.204273 , 10.150722 , 10.076218 , ...,  9.000478 ,  8.90498  ,
         8.952977 ],
       [10.211119 , 10.203423 , 10.181246 , ...,  8.000756 ,  7.790621 ,
         7.571888 ],
       ...,
       [10.221362 , 10.228732 , 10.210148 , ..., 11.5290575, 11.497778 ,
        11.610479 ],
       [10.232967 , 10.260578 , 10.270198 , ...,  9.312028 ,  9.407325 ,
         9.391759 ],
       [10.19384  , 10.182564 , 10.152031 , ..., 11.021217 , 10.973907 ,
        10.99227  ]], dtype=float32), start_date=Period('2016-08-17 01:20', 'min')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[10.947225 , 10.934653 , 10.89035  , ..., 10.852967 , 10.963243 ,
        10.944851 ],
       [10.969224 , 10.992542 , 10.998016 , ...,  8.081408 ,  8.208286 ,
         8.433755 ],
       [10.960404 , 10.943575 , 10.9362755, ..., 13.3783245, 13.390438 ,
        13.424629 ],
       ...,
       [10.942561 , 10.938101 , 10.924516 , ...,  8.138332 ,  8.033709 ,
         7.8082385],
       [10.952902 , 10.958579 , 10.946616 , ...,  9.426419 ,  9.4449215,
         9.513048 ],
       [10.950975 , 10.940534 , 10.925834 , ..., 10.027379 ,  9.942475 ,
         9.859193 ]], dtype=float32), start_date=Period('2016-08-17 09:20', 'min')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[ 9.431455 ,  9.40934  ,  9.384857 , ...,  9.368807 ,  9.464237 ,
         9.537664 ],
       [ 9.469621 ,  9.494474 ,  9.5301   , ..., 10.713114 , 10.677876 ,
        10.685457 ],
       [ 9.444568 ,  9.45199  ,  9.457728 , ..., 11.261922 , 11.307477 ,
        11.268555 ],
       ...,
       [ 9.467208 ,  9.4818735,  9.490877 , ..., 10.135491 , 10.180731 ,
        10.153251 ],
       [ 9.47577  ,  9.477581 ,  9.506995 , ...,  9.4696455,  9.481146 ,
         9.499036 ],
       [ 9.488268 ,  9.504085 ,  9.545845 , ..., 10.186803 , 10.243274 ,
        10.246748 ]], dtype=float32), start_date=Period('2016-08-17 17:20', 'min')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[ 8.370283 ,  8.35531  ,  8.327841 , ...,  9.177273 ,  9.180256 ,
         9.158398 ],
       [ 8.390329 ,  8.505159 ,  8.448363 , ...,  9.210258 ,  9.328899 ,
         9.338637 ],
       [ 8.360632 ,  8.364717 ,  8.363849 , ..., 10.550661 , 10.519719 ,
        10.576139 ],
       ...,
       [ 8.405549 ,  8.4347515,  8.416562 , ...,  9.438764 ,  9.503187 ,
         9.498134 ],
       [ 8.362117 ,  8.359642 ,  8.346402 , ...,  8.918003 ,  8.925697 ,
         8.962324 ],
       [ 8.379811 ,  8.393671 ,  8.396269 , ..., 10.273817 , 10.256565 ,
        10.265611 ]], dtype=float32), start_date=Period('2016-08-18 01:20', 'min'))]"
MSE[mean],9.9634326171875
MSE[0.5],10.117744954427083
