metric,value
eval_data,datasets\Imputed\BM\BM_030\ETTh1_BM_030_short_linear.csv
clean_data,datasets\ori\ETTh1.csv
freq,H
term,short
prediction_length,48
windows,20
imputation_method,none
forecasts,"[gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[11.253923 , 11.166563 , 11.077395 , ..., 13.451773 , 13.231865 ,
        12.849893 ],
       [11.276817 , 11.168974 , 11.055103 , ..., 15.297169 , 15.079071 ,
        14.674204 ],
       [11.270189 , 11.156923 , 11.010521 , ..., 10.230008 , 10.079989 ,
         9.56517  ],
       ...,
       [11.229224 , 11.035223 , 10.83821  , ...,  9.459435 ,  9.335626 ,
         8.878344 ],
       [11.378635 , 11.39671  , 11.403339 , ..., 10.8755665, 10.556852 ,
        10.320078 ],
       [11.232236 , 11.043655 , 10.878578 , ..., 11.133427 , 10.9321995,
        10.760492 ]], dtype=float32), start_date=Period('2018-05-17 20:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[ 7.64524  ,  7.700176 ,  7.822423 , ..., 10.43052  , 10.080077 ,
         9.902894 ],
       [ 7.605549 ,  7.6088686,  7.5522714, ...,  9.484535 ,  9.4142065,
         9.217704 ],
       [ 7.488431 ,  7.445946 ,  7.365881 , ..., 10.097887 , 10.016086 ,
        10.046573 ],
       ...,
       [ 7.5779285,  7.5869837,  7.609169 , ...,  9.193859 ,  9.038408 ,
         8.895334 ],
       [ 7.5317454,  7.4742436,  7.44406  , ...,  8.596051 ,  8.776406 ,
         8.61492  ],
       [ 7.8462687,  8.054995 ,  8.1220045, ..., 15.58725  , 15.541972 ,
        15.448701 ]], dtype=float32), start_date=Period('2018-05-19 20:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[ 6.285916 ,  6.072212 ,  5.893029 , ..., 12.023513 , 11.84473  ,
        11.8240795],
       [ 6.411714 ,  6.496747 ,  6.6758904, ...,  5.5292087,  5.443556 ,
         5.4384036],
       [ 6.263747 ,  6.2630596,  6.201    , ...,  4.952627 ,  5.048315 ,
         5.0602236],
       ...,
       [ 6.549273 ,  6.653557 ,  6.919676 , ...,  8.616393 ,  8.466554 ,
         8.340079 ],
       [ 6.332053 ,  6.3578587,  6.502724 , ...,  8.715884 ,  8.849142 ,
         8.973658 ],
       [ 5.761637 ,  5.356513 ,  5.4796324, ...,  5.9130783,  5.9407682,
         5.835246 ]], dtype=float32), start_date=Period('2018-05-21 20:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[ 9.908575 , 10.062148 , 10.317801 , ..., 13.250435 , 12.910165 ,
        12.6400585],
       [ 9.936579 ,  9.964586 ,  9.680325 , ..., 11.204005 , 11.072715 ,
        10.909507 ],
       [10.104908 , 10.32804  , 10.3446   , ..., 11.382872 , 11.1064415,
        10.622536 ],
       ...,
       [ 9.811914 ,  9.757412 ,  9.781803 , ..., 12.074249 , 11.885144 ,
        11.692124 ],
       [ 9.290672 ,  9.022371 ,  8.695805 , ...,  8.717485 ,  8.459423 ,
         8.147309 ],
       [ 9.689058 ,  9.634253 ,  9.362037 , ..., 10.378629 , 10.227766 ,
         9.713448 ]], dtype=float32), start_date=Period('2018-05-23 20:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[ 9.850589 ,  9.647942 ,  9.412836 , ..., 11.253908 , 11.063835 ,
        10.910608 ],
       [ 9.920769 ,  9.728357 ,  9.604078 , ..., 11.41708  , 11.10185  ,
        10.695972 ],
       [10.000893 , 10.002939 ,  9.8982525, ...,  8.284537 ,  8.197249 ,
         8.036127 ],
       ...,
       [10.014343 , 10.031303 ,  9.946503 , ..., 10.757088 , 10.680182 ,
        10.435135 ],
       [ 9.962582 ,  9.880999 ,  9.806141 , ...,  9.767834 ,  9.481262 ,
         9.292652 ],
       [ 9.98861  ,  9.921646 ,  9.80468  , ...,  9.630397 ,  9.371021 ,
         9.123926 ]], dtype=float32), start_date=Period('2018-05-25 20:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[10.477962 , 10.368844 , 10.465775 , ..., 10.389534 , 10.133322 ,
         9.926424 ],
       [10.551651 , 10.5097065, 10.585662 , ..., 12.8876095, 12.941742 ,
        12.745617 ],
       [10.452455 , 10.223166 , 10.224299 , ...,  9.639034 ,  9.5540085,
         9.387358 ],
       ...,
       [10.372247 , 10.2427225, 10.194825 , ...,  8.787638 ,  8.55424  ,
         8.382486 ],
       [10.333984 , 10.211546 , 10.179236 , ..., 10.564974 , 10.463789 ,
        10.049712 ],
       [10.400022 , 10.235638 , 10.261995 , ...,  9.684949 ,  9.569596 ,
         9.461613 ]], dtype=float32), start_date=Period('2018-05-27 20:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[ 9.745737 ,  9.75597  ,  9.706742 , ..., 10.2933235, 10.27922  ,
        10.19321  ],
       [ 9.794413 ,  9.805473 ,  9.819856 , ..., 10.0015545,  9.859127 ,
         9.649218 ],
       [ 9.8104515,  9.854425 ,  9.875997 , ..., 10.967022 , 10.933281 ,
        10.826807 ],
       ...,
       [ 9.841704 ,  9.8964615,  9.870188 , ..., 10.172745 , 10.058525 ,
         9.937393 ],
       [ 9.870188 ,  9.975555 , 10.057972 , ..., 10.782833 , 10.669444 ,
        10.520379 ],
       [ 9.763437 ,  9.765651 ,  9.749886 , ..., 10.279219 , 10.187955 ,
        10.029211 ]], dtype=float32), start_date=Period('2018-05-29 20:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[10.214401 , 10.224522 , 10.220145 , ..., 10.727802 , 10.552747 ,
        10.431577 ],
       [10.273206 , 10.26637  , 10.325725 , ..., 10.589947 , 10.513088 ,
        10.358274 ],
       [10.21358  , 10.1922455, 10.180485 , ..., 11.1112795, 11.020196 ,
        10.920087 ],
       ...,
       [10.225615 , 10.225888 , 10.214402 , ..., 10.565603 , 10.433765 ,
        10.4069605],
       [10.192792 , 10.166533 , 10.123318 , ...,  9.973155 ,  9.903133 ,
         9.850891 ],
       [10.1750145, 10.132071 , 10.061229 , ...,  9.965496 ,  9.94334  ,
         9.8744135]], dtype=float32), start_date=Period('2018-05-31 20:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[11.2768135, 11.282811 , 11.255552 , ..., 11.859592 , 11.68623  ,
        11.572837 ],
       [11.244104 , 11.189042 , 11.127985 , ..., 10.345677 , 10.184309 ,
        10.072552 ],
       [11.274632 , 11.271908 , 11.287716 , ..., 12.152343 , 12.0542145,
        11.944637 ],
       ...,
       [11.294804 , 11.292625 , 11.269182 , ..., 13.043137 , 13.015333 ,
        12.790182 ],
       [11.289352 , 11.318245 , 11.277359 , ..., 11.779452 , 11.628443 ,
        11.551029 ],
       [11.278448 , 11.263185 , 11.240833 , ..., 11.192859 , 11.133435 ,
        11.014589 ]], dtype=float32), start_date=Period('2018-06-02 20:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[11.430176 , 11.420425 , 11.397131 , ..., 11.29419  , 11.258974 ,
        11.073954 ],
       [11.4253025, 11.403632 , 11.362998 , ..., 10.629691 , 10.566844 ,
        10.505623 ],
       [11.416633 , 11.389004 , 11.364622 , ..., 12.281864 , 12.019641 ,
        11.743872 ],
       ...,
       [11.430179 , 11.425844 , 11.413925 , ...,  9.067861 ,  9.007318 ,
         9.02032  ],
       [11.401463 , 11.353787 , 11.280645 , ..., 12.817688 , 12.721794 ,
        12.565759 ],
       [11.417718 , 11.3998375, 11.370041 , ..., 12.206016 , 12.118786 ,
        12.038058 ]], dtype=float32), start_date=Period('2018-06-04 20:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[11.069369 , 11.036189 , 10.994375 , ..., 10.630729 , 10.6158905,
        10.498003 ],
       [11.090143 , 11.07099  , 11.061817 , ..., 10.824152 , 10.790701 ,
        10.785035 ],
       [11.08151  , 11.070993 , 11.017846 , ..., 10.328049 , 10.313751 ,
        10.29136  ],
       ...,
       [11.057501 , 11.01326  , 10.936106 , ..., 11.3127   , 11.168376 ,
        11.049408 ],
       [11.067753 , 11.040231 , 10.990868 , ..., 10.695204 , 10.693853 ,
        10.65231  ],
       [11.0736885, 11.060739 , 11.009482 , ..., 11.137624 , 11.070451 ,
        10.871901 ]], dtype=float32), start_date=Period('2018-06-06 20:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[9.506309 , 9.462206 , 9.395313 , ..., 9.815298 , 9.658056 ,
        9.666769 ],
       [9.480568 , 9.389148 , 9.296785 , ..., 9.3181   , 9.296517 ,
        9.204356 ],
       [9.46167  , 9.394777 , 9.315285 , ..., 7.566807 , 7.4417253,
        7.3592544],
       ...,
       [9.460195 , 9.359388 , 9.21126  , ..., 7.514242 , 7.3966455,
        7.2749677],
       [9.47722  , 9.426414 , 9.389549 , ..., 9.406441 , 9.250135 ,
        9.159248 ],
       [9.452018 , 9.352955 , 9.269171 , ..., 8.964404 , 8.841948 ,
        8.732997 ]], dtype=float32), start_date=Period('2018-06-08 20:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[ 8.099504 ,  8.089357 ,  8.01485  , ...,  7.4591384,  7.45221  ,
         7.329652 ],
       [ 8.102059 ,  8.101462 ,  8.065544 , ...,  8.242947 ,  8.088348 ,
         8.045454 ],
       [ 8.135722 ,  8.156086 ,  8.169054 , ...,  9.579159 ,  9.549045 ,
         9.513093 ],
       ...,
       [ 8.127068 ,  8.109687 ,  8.157381 , ...,  9.665124 ,  9.664859 ,
         9.658028 ],
       [ 8.097151 ,  8.096935 ,  8.065342 , ...,  7.7730837,  7.764697 ,
         7.7066174],
       [ 8.132373 ,  8.163847 ,  8.181226 , ..., 10.9272785, 10.774118 ,
        10.633297 ]], dtype=float32), start_date=Period('2018-06-10 20:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[ 9.890445 ,  9.9011345,  9.868023 , ..., 11.451889 , 11.401313 ,
        11.347862 ],
       [ 9.908435 ,  9.912346 ,  9.926683 , ..., 10.22599  , 10.213736 ,
        10.181929 ],
       [ 9.899048 ,  9.910781 ,  9.873758 , ..., 10.583174 , 10.520603 ,
        10.40015  ],
       ...,
       [ 9.897483 ,  9.918342 ,  9.891747 , ..., 10.172021 , 10.129003 ,
        10.06278  ],
       [ 9.881579 ,  9.877149 ,  9.842733 , ..., 10.247629 , 10.181147 ,
        10.06643  ],
       [ 9.919907 ,  9.941545 ,  9.959795 , ..., 11.720953 , 11.685495 ,
        11.715215 ]], dtype=float32), start_date=Period('2018-06-12 20:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[10.451705 , 10.485833 , 10.438939 , ..., 10.147935 , 10.066132 ,
         9.974946 ],
       [10.452747 , 10.468117 , 10.4248705, ..., 10.1158905, 10.009597 ,
         9.891839 ],
       [10.441544 , 10.470463 , 10.416534 , ..., 10.113024 , 10.083846 ,
        10.055708 ],
       ...,
       [10.479841 , 10.510582 , 10.491304 , ..., 10.366774 , 10.319099 ,
        10.258396 ],
       [10.460822 , 10.48922  , 10.448578 , ..., 10.707539 , 10.653088 ,
        10.522306 ],
       [10.445714 , 10.454571 , 10.402466 , ..., 10.813832 , 10.741407 ,
        10.6296425]], dtype=float32), start_date=Period('2018-06-14 20:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[9.598287 , 9.60587  , 9.5867195, ..., 9.530038 , 9.450735 ,
        9.341871 ],
       [9.571039 , 9.57001  , 9.536336 , ..., 9.092203 , 9.083142 ,
        9.029289 ],
       [9.570139 , 9.545589 , 9.471685 , ..., 8.13783  , 8.012685 ,
        7.9130325],
       ...,
       [9.564998 , 9.578751 , 9.518984 , ..., 9.324263 , 9.306011 ,
        9.194576 ],
       [9.564484 , 9.547389 , 9.488395 , ..., 8.481193 , 8.415378 ,
        8.347809 ],
       [9.586463 , 9.589417 , 9.571166 , ..., 9.872825 , 9.878223 ,
        9.801234 ]], dtype=float32), start_date=Period('2018-06-16 20:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[9.902616 , 9.897579 , 9.900349 , ..., 9.617315 , 9.659641 ,
        9.4705715],
       [9.905387 , 9.897325 , 9.931335 , ..., 9.382651 , 9.354059 ,
        9.251023 ],
       [9.85135  , 9.822883 , 9.781568 , ..., 8.814161 , 8.757857 ,
        8.712039 ],
       ...,
       [9.910929 , 9.9068985, 9.927555 , ..., 9.99482  , 9.994189 ,
        9.91307  ],
       [9.882462 , 9.879438 , 9.886492 , ..., 9.659008 , 9.560128 ,
        9.546904 ],
       [9.898584 , 9.912945 , 9.899592 , ..., 9.395752 , 9.460243 ,
        9.306698 ]], dtype=float32), start_date=Period('2018-06-18 20:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[8.4058075, 8.332945 , 8.26988  , ..., 8.06091  , 8.026558 ,
        7.931447 ],
       [8.386859 , 8.310063 , 8.186583 , ..., 6.654242 , 6.649535 ,
        6.4889593],
       [8.423916 , 8.372139 , 8.302513 , ..., 7.061885 , 6.9474583,
        6.817934 ],
       ...,
       [8.371853 , 8.278996 , 8.154347 , ..., 5.0802126, 4.9437203,
        4.7898088],
       [8.415351 , 8.352498 , 8.289373 , ..., 8.141458 , 8.123066 ,
        8.105111 ],
       [8.391642 , 8.306158 , 8.216717 , ..., 8.166013 , 8.135085 ,
        8.04899  ]], dtype=float32), start_date=Period('2018-06-20 20:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[4.453409 , 4.3970203, 4.309304 , ..., 4.49582  , 4.4905195,
        4.494856 ],
       [4.50305  , 4.465457 , 4.3868995, ..., 4.503051 , 4.4601574,
        4.4061766],
       [4.6418533, 4.649081 , 4.692458 , ..., 5.461657 , 5.3279133,
        5.221161 ],
       ...,
       [4.4895554, 4.4519644, 4.370512 , ..., 3.8037353, 3.8519316,
        3.6851745],
       [4.5093164, 4.509797 , 4.4818444, ..., 8.798803 , 8.829775 ,
        8.622398 ],
       [4.5073857, 4.4847345, 4.4326835, ..., 5.0645256, 5.0963345,
        5.121397 ]], dtype=float32), start_date=Period('2018-06-22 20:00', 'h')), gluonts.model.forecast.SampleForecast(info=None, item_id=None, samples=array([[ 8.782403 ,  8.863291 ,  8.95881  , ..., 10.076909 , 10.097895 ,
        10.075468 ],
       [ 8.8177805,  8.918875 ,  8.967863 , ..., 10.841777 , 10.839138 ,
        10.770542 ],
       [ 8.783603 ,  8.847821 ,  8.914199 , ...,  8.718953 ,  8.7875185,
         8.739436 ],
       ...,
       [ 8.7673235,  8.852558 ,  8.91102  , ..., 11.178758 , 11.225289 ,
        11.179718 ],
       [ 8.765254 ,  8.835949 ,  8.889434 , ..., 10.490763 , 10.519664 ,
        10.474572 ],
       [ 8.774398 ,  8.84788  ,  8.92805  , ..., 10.404058 , 10.414132 ,
        10.399382 ]], dtype=float32), start_date=Period('2018-06-24 20:00', 'h'))]"
MSE[mean],2.9802820841471354
MSE[0.5],3.0133694966634113
