date,OT
2016-07-01 02:00:00,0.0121
2016-07-01 03:00:00,0.0136
2016-07-01 04:00:00,0.0107
2016-07-01 05:00:00,0.006836904658928354
2016-07-01 06:00:00,0.010384926821275602
2016-07-01 07:00:00,0.01642359953169164
2016-07-01 08:00:00,0.024732253016432566
2016-07-01 09:00:00,0.029041428509120813
2016-07-01 10:00:00,0.03157326974268219
2016-07-01 11:00:00,0.033684483410137106
2016-07-01 12:00:00,0.036635556054113116
2016-07-01 13:00:00,0.039301265700052074
2016-07-01 14:00:00,0.0396184672452038
2016-07-01 15:00:00,0.0302
2016-07-01 16:00:00,0.0296
2016-07-01 17:00:00,0.0311
2016-07-01 18:00:00,0.0297
2016-07-01 19:00:00,0.0277
2016-07-01 20:00:00,0.0293
2016-07-01 21:00:00,0.0236
2016-07-01 22:00:00,0.0199
2016-07-01 23:00:00,0.0149
2016-07-02 00:00:00,0.0138
2016-07-02 01:00:00,0.0092
2016-07-02 02:00:00,0.0057
2016-07-02 03:00:00,0.0035
2016-07-02 04:00:00,0.0029
2016-07-02 05:00:00,0.0034
2016-07-02 06:00:00,0.0045
2016-07-02 07:00:00,0.0083
2016-07-02 08:00:00,0.0143
2016-07-02 09:00:00,0.021
2016-07-02 10:00:00,0.028
2016-07-02 11:00:00,0.029
2016-07-02 12:00:00,0.03459626896028942
2016-07-02 13:00:00,0.03841513363375487
2016-07-02 14:00:00,0.040353518076793826
2016-07-02 15:00:00,0.040708778896263335
2016-07-02 16:00:00,0.04047745028063597
2016-07-02 17:00:00,0.04151983836138422
2016-07-02 18:00:00,0.041853593238237244
2016-07-02 19:00:00,0.03957552434923868
2016-07-02 20:00:00,0.034712203670953796
2016-07-02 21:00:00,0.029126175978131455
2016-07-02 22:00:00,0.027
2016-07-02 23:00:00,0.023
2016-07-03 00:00:00,0.0194
2016-07-03 01:00:00,0.0152
2016-07-03 02:00:00,0.00635370850411672
2016-07-03 03:00:00,0.005090975717700223
2016-07-03 04:00:00,0.004618499793527343
2016-07-03 05:00:00,0.006244346482852475
2016-07-03 06:00:00,0.01016048602399221
2016-07-03 07:00:00,0.016777273598000506
2016-07-03 08:00:00,0.02670808810812968
2016-07-03 09:00:00,0.031717446496383236
2016-07-03 10:00:00,0.03182314594757569
2016-07-03 11:00:00,0.03311778480873768
2016-07-03 12:00:00,0.0308
2016-07-03 13:00:00,0.0368
2016-07-03 14:00:00,0.034
2016-07-03 15:00:00,0.033
2016-07-03 16:00:00,0.0424
2016-07-03 17:00:00,0.0467
2016-07-03 18:00:00,0.0449
2016-07-03 19:00:00,0.0458
2016-07-03 20:00:00,0.0428
2016-07-03 21:00:00,0.0334
2016-07-03 22:00:00,0.02526332743080754
2016-07-03 23:00:00,0.018721651337520587
2016-07-04 00:00:00,0.014343662558076748
2016-07-04 01:00:00,0.010247025460002623
2016-07-04 02:00:00,0.006868522791178774
2016-07-04 03:00:00,0.005027738283889752
2016-07-04 04:00:00,0.004875174949233341
2016-07-04 05:00:00,0.006483796538477814
2016-07-04 06:00:00,0.009643522545840059
2016-07-04 07:00:00,0.014925044472760263
2016-07-04 08:00:00,0.0056
2016-07-04 09:00:00,0.0095
2016-07-04 10:00:00,0.0157
2016-07-04 11:00:00,0.0201
2016-07-04 12:00:00,0.0257
2016-07-04 13:00:00,0.0301
2016-07-04 14:00:00,0.0292
2016-07-04 15:00:00,0.0341
2016-07-04 16:00:00,0.0386
2016-07-04 17:00:00,0.0383
2016-07-04 18:00:00,0.0377
2016-07-04 19:00:00,0.0411
2016-07-04 20:00:00,0.0353
2016-07-04 21:00:00,0.0271
2016-07-04 22:00:00,0.021
2016-07-04 23:00:00,0.0152
2016-07-05 00:00:00,0.01
2016-07-05 01:00:00,0.0075
2016-07-05 02:00:00,0.0055
2016-07-05 03:00:00,0.0038
2016-07-05 04:00:00,0.0036
2016-07-05 05:00:00,0.0032
2016-07-05 06:00:00,0.0056
2016-07-05 07:00:00,0.0123
2016-07-05 08:00:00,0.022
2016-07-05 09:00:00,0.0351
2016-07-05 10:00:00,0.0377
2016-07-05 11:00:00,0.03417296367514251
2016-07-05 12:00:00,0.03761065972044
2016-07-05 13:00:00,0.041966804919113226
2016-07-05 14:00:00,0.04382945463940091
2016-07-05 15:00:00,0.04490371166931406
2016-07-05 16:00:00,0.04585154586588457
2016-07-05 17:00:00,0.04631422239074811
2016-07-05 18:00:00,0.045864522279444084
2016-07-05 19:00:00,0.043570294116087725
2016-07-05 20:00:00,0.03908955429966998
2016-07-05 21:00:00,0.0391
2016-07-05 22:00:00,0.0274
2016-07-05 23:00:00,0.0181
2016-07-06 00:00:00,0.013
2016-07-06 01:00:00,0.0109
2016-07-06 02:00:00,0.0069
2016-07-06 03:00:00,0.0049
2016-07-06 04:00:00,0.0036
2016-07-06 05:00:00,0.0035
