date,OT
2016/7/1 0:00,30.53100014
2016/7/1 0:15,30.45999908
2016/7/1 0:30,30.03800011
2016/7/1 0:45,27.01300049
2016/7/1 1:00,27.78700066
2016/7/1 1:15,27.71699905
2016/7/1 1:30,27.64599991
2016/7/1 1:45,27.08399963
2016/7/1 2:00,27.78700066
2016/7/1 2:15,27.50600052
2016/7/1 2:30,27.85700035
2016/7/1 2:45,27.01300049
2016/7/1 3:00,25.04400063
2016/7/1 3:15,24.5510006
2016/7/1 3:30,23.56599998
2016/7/1 3:45,21.52599907
2016/7/1 4:00,21.94799995
2016/7/1 4:15,21.45599937
2016/7/1 4:30,22.79199982
2016/7/1 4:45,21.0340004
2016/7/1 5:00,21.17399979
2016/7/1 5:15,20.82299995
2016/7/1 5:30,21.17399979
2016/7/1 5:45,21.17399979
2016/7/1 6:00,22.79199982
2016/7/1 6:15,23.84799957
2016/7/1 6:30,24.34000015
2016/7/1 6:45,23.1439991
2016/7/1 7:00,23.1439991
2016/7/1 7:15,23.77700043
2016/7/1 7:30,23.84799957
2016/7/1 7:45,23.98800087
2016/7/1 8:00,21.66699982
2016/7/1 8:15,22.0890007
2016/7/1 8:30,22.37000084
2016/7/1 8:45,16.39100075
2016/7/1 9:00,17.44599915
2016/7/1 9:15,17.72699928
2016/7/1 9:30,18.50099945
2016/7/1 9:45,19.27499962
2016/7/1 10:00,19.97900009
2016/7/1 10:15,18.50099945
2016/7/1 10:30,18.5720005
2016/7/1 10:45,19.41600037
2016/7/1 11:00,20.11899948
2016/7/1 11:15,19.76799965
2016/7/1 11:30,19.76799965
2016/7/1 11:45,20.32999992
2016/7/1 12:00,19.20499992
2016/7/1 12:15,17.72699928
2016/7/1 12:30,18.6420002
2016/7/1 12:45,18.50099945
2016/7/1 13:00,18.5720005
2016/7/1 13:15,19.6970005
2016/7/1 13:30,19.55599976
2016/7/1 13:45,19.83799934
2016/7/1 14:00,19.55599976
2016/7/1 14:15,19.41600037
2016/7/1 14:30,19.13400078
2016/7/1 14:45,17.02400017
2016/7/1 15:00,17.30500031
2016/7/1 15:15,18.78300095
2016/7/1 15:30,18.85300064
2016/7/1 15:45,19.20499992
2016/7/1 16:00,19.48600006
2016/7/1 16:15,19.62700081
2016/7/1 16:30,18.43099976
2016/7/1 16:45,19.76799965
2016/7/1 17:00,19.13400078
2016/7/1 17:15,20.75200081
2016/7/1 17:30,19.76799965
2016/7/1 17:45,20.68199921
2016/7/1 18:00,20.68199921
2016/7/1 18:15,19.83799934
2016/7/1 18:30,19.20499992
2016/7/1 18:45,19.41600037
2016/7/1 19:00,18.71199989
2016/7/1 19:15,17.86800003
2016/7/1 19:30,18.21999931
2016/7/1 19:45,18.50099945
2016/7/1 20:00,17.86800003
2016/7/1 20:15,18.21999931
2016/7/1 20:30,17.86800003
2016/7/1 20:45,17.86800003
2016/7/1 21:00,18.00900078
2016/7/1 21:15,18.36100006
2016/7/1 21:30,18.6420002
2016/7/1 21:45,18.00900078
2016/7/1 22:00,18.00900078
2016/7/1 22:15,17.58699989
2016/7/1 22:30,18.29000092
2016/7/1 22:45,19.41600037
2016/7/1 23:00,19.76799965
2016/7/1 23:15,20.75200081
2016/7/1 23:30,21.31500053
2016/7/1 23:45,21.87800026
2016/7/2 0:00,21.10400009
2016/7/2 0:15,21.10400009
2016/7/2 0:30,21.38500023
2016/7/2 0:45,21.17399979
2016/7/2 1:00,19.6970005
2016/7/2 1:15,20.54100037
2016/7/2 1:30,19.76799965
2016/7/2 1:45,19.83799934
2016/7/2 2:00,20.04899979
2016/7/2 2:15,21.0340004
2016/7/2 2:30,19.97900009
2016/7/2 2:45,20.32999992
2016/7/2 3:00,20.75200081
2016/7/2 3:15,20.47100067
2016/7/2 3:30,21.17399979
2016/7/2 3:45,20.82299995
2016/7/2 4:00,21.38500023
2016/7/2 4:15,21.0340004
2016/7/2 4:30,20.89299965
2016/7/2 4:45,20.75200081
2016/7/2 5:00,22.22999954
2016/7/2 5:15,21.17399979
2016/7/2 5:30,20.40099907
2016/7/2 5:45,20.26000023
2016/7/2 6:00,20.26000023
2016/7/2 6:15,19.13400078
2016/7/2 6:30,20.32999992
2016/7/2 6:45,20.89299965
2016/7/2 7:00,21.10400009
2016/7/2 7:15,19.27499962
2016/7/2 7:30,19.06399918
2016/7/2 7:45,20.26000023
2016/7/2 8:00,20.61199951
2016/7/2 8:15,18.85300064
2016/7/2 8:30,19.6970005
2016/7/2 8:45,18.21999931
2016/7/2 9:00,18.36100006
2016/7/2 9:15,19.27499962
2016/7/2 9:30,21.31500053
2016/7/2 9:45,21.52599907
2016/7/2 10:00,20.96299934
2016/7/2 10:15,19.06399918
2016/7/2 10:30,18.21999931
2016/7/2 10:45,19.27499962
2016/7/2 11:00,19.41600037
2016/7/2 11:15,19.97900009
2016/7/2 11:30,21.17399979
2016/7/2 11:45,21.0340004
2016/7/2 12:00,20.82299995
2016/7/2 12:15,20.47100067
2016/7/2 12:30,20.96299934
2016/7/2 12:45,21.52599907
2016/7/2 13:00,20.19000053
2016/7/2 13:15,18.36100006
2016/7/2 13:30,18.6420002
2016/7/2 13:45,20.47100067
2016/7/2 14:00,21.31500053
2016/7/2 14:15,21.66699982
2016/7/2 14:30,20.54100037
2016/7/2 14:45,21.80800056
2016/7/2 15:00,22.0189991
2016/7/2 15:15,21.52599907
2016/7/2 15:30,20.47100067
2016/7/2 15:45,20.11899948
2016/7/2 16:00,20.68199921
2016/7/2 16:15,22.22999954
2016/7/2 16:30,23.70700073
2016/7/2 16:45,24.97299957
2016/7/2 17:00,25.4659996
2016/7/2 17:15,25.81699944
2016/7/2 17:30,26.02799988
2016/7/2 17:45,26.02799988
2016/7/2 18:00,25.88800049
2016/7/2 18:15,26.30999947
2016/7/2 18:30,27.64599991
2016/7/2 18:45,27.29500008
2016/7/2 19:00,27.85700035
2016/7/2 19:15,27.71699905
2016/7/2 19:30,27.64599991
2016/7/2 19:45,27.71699905
2016/7/2 20:00,27.29500008
2016/7/2 20:15,26.73200035
2016/7/2 20:30,24.05900002
2016/7/2 20:45,22.93300056
2016/7/2 21:00,22.22999954
2016/7/2 21:15,22.0890007
2016/7/2 21:30,21.73699951
2016/7/2 21:45,21.17399979
2016/7/2 22:00,21.94799995
2016/7/2 22:15,23.63699913
2016/7/2 22:30,25.25499916
2016/7/2 22:45,26.66200066
2016/7/2 23:00,27.29500008
2016/7/2 23:15,28.13899994
2016/7/2 23:30,28.35000038
2016/7/2 23:45,29.0529995
2016/7/3 0:00,29.33499908
2016/7/3 0:15,28.77199936
2016/7/3 0:30,27.50600052
2016/7/3 0:45,26.16900063
2016/7/3 1:00,26.02799988
2016/7/3 1:15,25.95800018
2016/7/3 1:30,26.09900093
2016/7/3 1:45,25.95800018
2016/7/3 2:00,24.34000015
2016/7/3 2:15,22.72200012
2016/7/3 2:30,22.93300056
2016/7/3 2:45,24.83200073
2016/7/3 3:00,26.45000076
2016/7/3 3:15,27.01300049
2016/7/3 3:30,27.36499977
2016/7/3 3:45,26.45000076
2016/7/3 4:00,25.95800018
2016/7/3 4:15,25.18400002
2016/7/3 4:30,24.62100029
2016/7/3 4:45,24.12899971
2016/7/3 5:00,24.05900002
2016/7/3 5:15,24.40999985
2016/7/3 5:30,24.5510006
2016/7/3 5:45,25.32500076
2016/7/3 6:00,25.32500076
2016/7/3 6:15,25.39500046
2016/7/3 6:30,25.39500046
2016/7/3 6:45,24.40999985
2016/7/3 7:00,23.63699913
2016/7/3 7:15,22.72200012
2016/7/3 7:30,24.62100029
2016/7/3 7:45,26.45000076
2016/7/3 8:00,26.37999916
2016/7/3 8:15,26.30999947
2016/7/3 8:30,27.99799919
2016/7/3 8:45,28.91300011
2016/7/3 9:00,27.36499977
2016/7/3 9:15,26.02799988
2016/7/3 9:30,25.25499916
2016/7/3 9:45,27.15399933
2016/7/3 10:00,28.06800079
2016/7/3 10:15,29.47500038
2016/7/3 10:30,30.81200027
2016/7/3 10:45,30.17900085
2016/7/3 11:00,29.47500038
2016/7/3 11:15,27.85700035
2016/7/3 11:30,25.95800018
2016/7/3 11:45,25.6060009
2016/7/3 12:00,26.80200005
2016/7/3 12:15,27.15399933
2016/7/3 12:30,28.77199936
2016/7/3 12:45,29.40500069
2016/7/3 13:00,29.96800041
2016/7/3 13:15,30.03800011
2016/7/3 13:30,29.96800041
2016/7/3 13:45,29.96800041
2016/7/3 14:00,30.38999939
2016/7/3 14:15,30.81200027
2016/7/3 14:30,31.375
2016/7/3 14:45,31.375
2016/7/3 15:00,31.16399956
2016/7/3 15:15,30.31999969
2016/7/3 15:30,29.47500038
2016/7/3 15:45,29.47500038
2016/7/3 16:00,29.75699997
2016/7/3 16:15,30.03800011
2016/7/3 16:30,30.03800011
2016/7/3 16:45,31.16399956
2016/7/3 17:00,32.28900146
2016/7/3 17:15,32.07799911
2016/7/3 17:30,31.58600044
2016/7/3 17:45,32.99300003
2016/7/3 18:00,31.93799973
