window_idx,history_start,history_end,history_length,n_series,trend_strength,trend_linearity,seasonal_strength,seasonal_correlation,residual_autocorr_lag1,spectral_entropy
0,13233,17233,4000,1,0.6880419759343986,0.00029034834725605226,0.005865177654624798,0.07745086096283536,0.9908042274042332,1559.0237393685886
1,12513,16513,4000,1,0.7975479796509058,0.0004606341854422838,0.006204128745928461,0.07200546491574582,0.9914263852938684,2116.370101883324
2,11793,15793,4000,1,0.8686024823424463,0.0004221930014705897,0.033298484613189516,0.042809478561322944,0.9911079710735013,2198.6179077689944
3,11073,15073,4000,1,0.757151058255224,0.0002762388505042283,0.02953580511711207,0.03512107706430998,0.9826423909281915,2295.7298862578764
4,10353,14353,4000,1,0.7152754896413436,0.0001260859079218686,0.016145857543702014,0.04661108800891925,0.9849925467247864,-898.1696747061501
5,9633,13633,4000,1,0.617029015872727,0.00010844375922150938,0.048935213746411854,0.05163851259212079,0.9801751050939326,-1094.4961806672852
6,8913,12913,4000,1,0.47996122280383047,0.00011331831149849521,0.027661080336497057,0.07425815545427664,0.9877869748915471,-1172.6226155776765
7,8193,12193,4000,1,0.4578568171265981,0.00011178399454774675,0.02868851242764403,0.049511670132367666,0.9872961844248402,-912.1642533719069
8,7473,11473,4000,1,0.36497512550445266,7.949461580369476e-05,0.016681184682722505,0.04647612152815737,0.9867298556378652,-440.06937199406707
9,6753,10753,4000,1,0.3102536736643906,3.0251286282085452e-05,0.015134250243483693,0.09487337980104626,0.9912856411521415,-1852.5869011911195
10,6033,10033,4000,1,0.29927552418843617,-1.618604247435921e-05,0.00793957382447008,0.06933779116168577,0.9911915404031427,-2030.2789061885048
11,5313,9313,4000,1,0.4508685619427757,-7.206041880983067e-05,0.007290815928839067,0.08110880760488427,0.9913291866260581,-2095.858283365995
12,4593,8593,4000,1,0.6259738981590666,-9.682898439090077e-05,0.011607733770065853,0.03601679520780914,0.9868292982499844,-2292.203262996647
13,3873,7873,4000,1,0.49721703268388806,-6.394088930914937e-05,0.0,0.03830826028067237,0.9918346596793933,-2250.6529582746743
14,3153,7153,4000,1,0.498968425268728,1.8120660139834286e-06,0.0026892560976968793,0.04616807734253982,0.9917919642534947,-1717.001401306861
